Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Wind_Direction, NE);(Weather_Condition, Rain);0.0011;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, NW);(Stop, True);0.0011;;
U;1;(Wind_Direction, SW);(Station, True);(Traffic_Signal, False);0.0011;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, SW);(Weather_Condition, 'Scattered Clouds');0.0011;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Weather_Condition, Clear);(Station, True);0.0011;;
U;1;(Wind_Direction, NW);(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.0011;;
U;1;(Visibility(mi), '\'(9.5-15]\'');(Weather_Condition, Overcast);(Stop, True);0.0011;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, S);(Weather_Condition, Rain);0.0011;;
U;1;(Wind_Direction, Calm);(Weather_Condition, Fog);(Junction, True);0.0011;;
U;1;(Street, Highway);(Humidity(%), '\'(45.5-57.5]\'');(Weather_Condition, Windy);0.0011;;
U;1;(Street, large_local);(Weather_Condition, Clear);(Station, True);0.0011;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Scattered Clouds');0.0011;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, S);(Weather_Condition, Clear);0.0011;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.0011;;
U;0;(Street, Beltway);(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Drizzle);0.0010;;
U;0;(Humidity(%), '\'(57.5-69.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Clear);0.0010;;
U;0;(Street, Beltway);(Wind_Direction, SE);(Weather_Condition, 'Partly Cloudy');0.0010;;
U;0;(Temperature(F), '\'(56.05-66.8]\'');(Wind_Direction, N);(Crossing, True);0.0010;;
U;0;(Temperature(F), '\'(56.05-66.8]\'');(Crossing, True);(Traffic_Calming, True);0.0010;;
U;0;(Street, Beltway);(Wind_Direction, S);(Weather_Condition, Clear);0.0010;;
U;0;(Street, Beltway);(Temperature(F), '\'(-inf-36.25]\'');(Wind_Direction, SW);0.0010;;
U;0;(Wind_Direction, S);(Weather_Condition, Cloudy);(Crossing, True);0.0010;;
U;0;(Street, Beltway);(Wind_Direction, NW);(Weather_Condition, Windy);0.0010;;
U;0;(Street, Interstate);(Wind_Direction, E);(Weather_Condition, Rain);0.0010;;
U;0;(Temperature(F), '\'(36.25-46.2]\'');(Pressure(in), '\'(29.815-30.055]\'');(Amenity, True);0.0010;;
U;1;(Street, local);(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, unknown);0.0009;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, Variable);(Weather_Condition, Clear);0.0009;;
U;1;(Wind_Direction, NW);(Weather_Condition, Windy);(Traffic_Signal, True);0.0009;;
U;1;(Humidity(%), '\'(57.5-69.5]\'');(Wind_Direction, W);(Weather_Condition, 'Scattered Clouds');0.0009;;
U;1;(Temperature(F), '\'(56.05-66.8]\'');(Wind_Direction, Variable);(Weather_Condition, 'Mostly Cloudy');0.0009;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, N);(Weather_Condition, 'Scattered Clouds');0.0009;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Scattered Clouds');(Traffic_Signal, True);0.0009;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Weather_Condition, Clear);(Station, True);0.0009;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, SW);(Station, True);0.0009;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Railway, True);(Station, False);0.0009;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, NW);(Weather_Condition, Rain);0.0009;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, Variable);(Weather_Condition, Overcast);0.0009;;
U;1;(Street, local);(Temperature(F), '\'(-inf-36.25]\'');(Weather_Condition, unknown);0.0009;;
U;1;(Street, local);(Wind_Direction, NW);(Weather_Condition, unknown);0.0009;;
U;1;(Street, large_local);(Wind_Direction, W);(Weather_Condition, 'Scattered Clouds');0.0009;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(83.5-93.5]\'');(Station, True);0.0009;;
U;1;(Weather_Condition, Clear);(Amenity, True);(Crossing, False);0.0009;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Scattered Clouds');0.0009;;
U;1;(Wind_Direction, S);(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.0009;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Scattered Clouds');(Stop, True);0.0009;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, SW);(Stop, True);0.0009;;
U;1;(Wind_Direction, SE);(Weather_Condition, 'Mostly Cloudy');(Stop, True);0.0009;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Weather_Condition, Clear);(Stop, True);0.0009;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Cloudy);(Stop, True);0.0009;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, S);(Weather_Condition, Rain);0.0009;;
U;1;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.0009;;
U;1;(Wind_Direction, E);(Weather_Condition, Clear);(Sunrise_Sunset, Night);0.0009;;
U;0;(Street, Beltway);(Wind_Direction, W);(Weather_Condition, Clear);0.0009;;
U;0;(Humidity(%), '\'(-inf-45.5]\'');(Wind_Direction, SW);(Weather_Condition, Cloudy);0.0009;;
U;0;(Wind_Direction, SE);(Weather_Condition, Overcast);(Crossing, True);0.0009;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Crossing, True);(Station, True);0.0009;;
U;0;(Street, Beltway);(Temperature(F), '\'(36.25-46.2]\'');(Wind_Direction, E);0.0009;;
U;0;(Temperature(F), '\'(36.25-46.2]\'');(Wind_Direction, Variable);(Traffic_Signal, True);0.0009;;
U;0;(Temperature(F), '\'(66.8-76.05]\'');(Railway, True);(Sunrise_Sunset, Day);0.0009;;
U;0;(Street, Beltway);(Wind_Direction, SW);(Weather_Condition, Clear);0.0009;;
U;0;(Temperature(F), '\'(56.05-66.8]\'');(Weather_Condition, 'Heavy Rain');(Junction, True);0.0009;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Heavy Rain');(Junction, True);0.0009;;
U;0;(Street, local);(Pressure(in), '\'(29.815-30.055]\'');(Traffic_Calming, True);0.0009;;
U;0;(Street, large_local);(Humidity(%), '\'(57.5-69.5]\'');(Amenity, True);0.0009;;
U;0;(Weather_Condition, 'Partly Cloudy');(Crossing, True);(Traffic_Calming, True);0.0009;;
U;0;(Humidity(%), '\'(57.5-69.5]\'');(Amenity, True);(Crossing, True);0.0009;;
U;0;(Street, large_local);(Traffic_Calming, True);(Traffic_Signal, False);0.0009;;
U;0;(Temperature(F), '\'(36.25-46.2]\'');(Wind_Direction, Calm);(Station, True);0.0009;;
U;0;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, Variable);(Weather_Condition, 'Mostly Cloudy');0.0009;;
U;0;(Humidity(%), '\'(-inf-45.5]\'');(Amenity, True);(Crossing, True);0.0009;;
U;1;(Street, local);(Wind_Direction, SW);(Weather_Condition, unknown);0.0007;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Windy);(Traffic_Signal, True);0.0007;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Crossing, False);(Traffic_Calming, True);0.0007;;
U;1;(Temperature(F), '\'(36.25-46.2]\'');(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Scattered Clouds');0.0007;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, N);(Weather_Condition, Overcast);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(-inf-45.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');0.0007;;
U;1;(Junction, True);(Traffic_Signal, True);(Sunrise_Sunset, Night);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Pressure(in), '\'(29.815-30.055]\'');(Stop, True);0.0007;;
U;1;(Wind_Direction, S);(Stop, True);(Sunrise_Sunset, Night);0.0007;;
U;1;(Visibility(mi), '\'(9.5-15]\'');(Wind_Direction, SW);(Railway, True);0.0007;;
U;1;(Wind_Direction, SW);(Railway, True);(Traffic_Signal, False);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Rain);0.0007;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Amenity, True);0.0007;;
U;1;(Street, Highway);(Wind_Direction, SE);(Weather_Condition, Snow);0.0007;;
U;1;(Street, local);(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, unknown);0.0007;;
U;1;(Weather_Condition, Haze);(Amenity, False);(Traffic_Signal, True);0.0007;;
U;1;(Temperature(F), '\'(56.05-66.8]\'');(Wind_Direction, SW);(Station, True);0.0007;;
U;1;(Street, large_local);(Wind_Direction, NW);(Weather_Condition, Snow);0.0007;;
U;1;(Humidity(%), '\'(45.5-57.5]\'');(Wind_Direction, E);(Crossing, True);0.0007;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, S);(Weather_Condition, 'Scattered Clouds');0.0007;;
U;1;(Street, large_local);(Temperature(F), '\'(-inf-36.25]\'');(Weather_Condition, unknown);0.0007;;
U;1;(Street, large_local);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, unknown);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, unknown);0.0007;;
U;1;(Street, local);(Temperature(F), '\'(-inf-36.25]\'');(Railway, True);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Crossing, True);(Railway, True);0.0007;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Stop, True);(Sunrise_Sunset, Night);0.0007;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);(Stop, True);0.0007;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, S);(Weather_Condition, 'Scattered Clouds');0.0007;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, N);(Weather_Condition, Overcast);0.0007;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Light Freezing Rain');(Junction, False);0.0007;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Partly Cloudy');(Stop, True);0.0007;;
U;1;(Temperature(F), '\'(76.05-inf)\'');(Visibility(mi), '\'(-inf-9.5]\'');(Station, True);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(57.5-69.5]\'');(Weather_Condition, unknown);0.0007;;
U;1;(Humidity(%), '\'(57.5-69.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, unknown);0.0007;;
U;1;(Temperature(F), '\'(56.05-66.8]\'');(Weather_Condition, Windy);(Junction, True);0.0007;;
U;1;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Overcast);(Stop, True);0.0007;;
U;1;(Street, local);(Weather_Condition, 'Wintry Mix');(Sunrise_Sunset, Night);0.0007;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, Variable);(Junction, True);0.0007;;
U;1;(Wind_Direction, S);(Weather_Condition, 'Mostly Cloudy');(Stop, True);0.0007;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Mostly Cloudy');(Stop, True);0.0007;;
U;1;(Street, local);(Wind_Direction, S);(Weather_Condition, Rain);0.0007;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Humidity(%), '\'(57.5-69.5]\'');(Stop, True);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(45.5-57.5]\'');(Stop, True);0.0007;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Drizzle);(Stop, True);0.0007;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, E);0.0007;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Railway, True);(Sunrise_Sunset, Night);0.0007;;
U;1;(Weather_Condition, Overcast);(Stop, True);(Sunrise_Sunset, Night);0.0007;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Visibility(mi), '\'(9.5-15]\'');(Weather_Condition, unknown);0.0007;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Fog);(Junction, True);0.0007;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Clear);(Stop, True);0.0007;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Snow);(Junction, True);0.0007;;
U;1;(Street, Highway);(Wind_Direction, E);(Weather_Condition, Snow);0.0007;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, S);(Weather_Condition, Rain);0.0007;;
U;1;(Street, Interstate);(Wind_Direction, SE);(Weather_Condition, Snow);0.0007;;
U;0;(Humidity(%), '\'(-inf-45.5]\'');(Wind_Direction, SE);(Weather_Condition, Overcast);0.0007;;
U;0;(Street, large_local);(Temperature(F), '\'(56.05-66.8]\'');(Weather_Condition, 'Heavy Rain');0.0007;;
U;0;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, W);(Weather_Condition, Drizzle);0.0007;;
U;0;(Temperature(F), '\'(66.8-76.05]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Thunderstorms);0.0007;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Thunderstorms);0.0007;;
U;0;(Street, large_local);(Wind_Direction, Calm);(Traffic_Calming, True);0.0007;;
U;0;(Temperature(F), '\'(56.05-66.8]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.0007;;
U;0;(Street, Interstate);(Temperature(F), '\'(66.8-76.05]\'');(Weather_Condition, 'Heavy Rain');0.0007;;
U;0;(Weather_Condition, Thunderstorms);(Junction, False);(Sunrise_Sunset, Night);0.0007;;
U;0;(Weather_Condition, 'Heavy Rain');(Junction, True);(Sunrise_Sunset, Night);0.0007;;
U;0;(Street, local);(Temperature(F), '\'(56.05-66.8]\'');(Traffic_Calming, True);0.0007;;
U;0;(Street, large_local);(Temperature(F), '\'(66.8-76.05]\'');(Railway, True);0.0007;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Fair);(Railway, True);0.0007;;
U;0;(Weather_Condition, Fair);(Railway, True);(Sunrise_Sunset, Day);0.0007;;
U;0;(Street, Highway);(Wind_Direction, Variable);(Weather_Condition, 'Partly Cloudy');0.0007;;
U;0;(Street, Beltway);(Wind_Direction, NW);(Weather_Condition, 'Scattered Clouds');0.0007;;
U;0;(Street, large_local);(Weather_Condition, 'Partly Cloudy');(Traffic_Calming, True);0.0007;;
U;0;(Temperature(F), '\'(76.05-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');(Traffic_Calming, True);0.0007;;
U;0;(Humidity(%), '\'(-inf-45.5]\'');(Weather_Condition, 'Partly Cloudy');(Traffic_Calming, True);0.0007;;
U;0;(Street, local);(Weather_Condition, Overcast);(Junction, True);0.0007;;
U;0;(Street, Beltway);(Wind_Direction, SW);(Weather_Condition, Overcast);0.0007;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Amenity, True);(Traffic_Signal, False);0.0007;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Traffic_Calming, True);0.0007;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Traffic_Calming, True);(Traffic_Signal, False);0.0007;;
U;0;(Humidity(%), '\'(57.5-69.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Haze);0.0007;;
U;0;(Street, Tunnel);(Temperature(F), '\'(36.25-46.2]\'');(Humidity(%), '\'(93.5-inf)\'');0.0007;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Day);0.0007;;
U;0;(Street, Beltway);(Humidity(%), '\'(-inf-45.5]\'');(Weather_Condition, Windy);0.0007;;
U;0;(Street, large_local);(Weather_Condition, 'Partly Cloudy');(Amenity, True);0.0007;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, E);(Weather_Condition, 'Heavy Rain');0.0007;;
U;0;(Temperature(F), '\'(76.05-inf)\'');(Humidity(%), '\'(-inf-45.5]\'');(Weather_Condition, Cloudy);0.0007;;
U;0;(Temperature(F), '\'(46.2-56.05]\'');(Wind_Direction, E);(Junction, True);0.0007;;
U;0;(Street, large_local);(Wind_Direction, NW);(Amenity, True);0.0007;;
U;0;(Humidity(%), '\'(45.5-57.5]\'');(Weather_Condition, Fair);(Amenity, True);0.0007;;
U;0;(Wind_Direction, NW);(Amenity, True);(Crossing, True);0.0007;;
U;0;(Street, Interstate);(Temperature(F), '\'(76.05-inf)\'');(Humidity(%), '\'(93.5-inf)\'');0.0007;;
U;0;(Wind_Direction, S);(Weather_Condition, Overcast);(Junction, True);0.0007;;
U;0;(Street, Tunnel);(Weather_Condition, Cloudy);(Sunrise_Sunset, Night);0.0007;;
U;0;(Wind_Direction, W);(Weather_Condition, Drizzle);(Sunrise_Sunset, Night);0.0007;;
U;0;(Wind_Direction, SE);(Weather_Condition, Drizzle);(Traffic_Signal, True);0.0007;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, N);(Weather_Condition, 'Heavy Rain');0.0007;;
U;0;(Humidity(%), '\'(-inf-45.5]\'');(Wind_Direction, NW);(Amenity, True);0.0007;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, unknown);0.0005;;
U;1;(Street, on_off_ramp);(Temperature(F), '\'(36.25-46.2]\'');(Pressure(in), '\'(29.815-30.055]\'');0.0005;;
U;1;(Street, on_off_ramp);(Humidity(%), '\'(57.5-69.5]\'');(Weather_Condition, Fair);0.0005;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Crossing, False);(Traffic_Calming, True);0.0005;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Traffic_Calming, True);(Traffic_Signal, False);0.0005;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Crossing, False);(Traffic_Calming, True);0.0005;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, NE);(Stop, True);0.0005;;
U;1;(Wind_Direction, Variable);(Weather_Condition, Fair);(Stop, True);0.0005;;
U;1;(Street, Interstate);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Haze);0.0005;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Humidity(%), '\'(-inf-45.5]\'');(Stop, True);0.0005;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Partly Cloudy');(Stop, True);0.0005;;
U;1;(Street, local);(Wind_Direction, W);(Amenity, True);0.0005;;
U;1;(Street, local);(Wind_Direction, Variable);(Weather_Condition, 'Scattered Clouds');0.0005;;
U;1;(Humidity(%), '\'(45.5-57.5]\'');(Wind_Direction, Variable);(Weather_Condition, 'Scattered Clouds');0.0005;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, N);(Weather_Condition, 'Scattered Clouds');0.0005;;
U;1;(Street, large_local);(Weather_Condition, Haze);(Traffic_Signal, True);0.0005;;
U;1;(Temperature(F), '\'(56.05-66.8]\'');(Wind_Direction, SE);(Weather_Condition, 'Scattered Clouds');0.0005;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Wind_Direction, SW);(Station, True);0.0005;;
U;1;(Humidity(%), '\'(45.5-57.5]\'');(Wind_Direction, SW);(Station, True);0.0005;;
U;1;(Stop, True);(Traffic_Signal, True);(Sunrise_Sunset, Night);0.0005;;
U;1;(Street, local);(Weather_Condition, 'Mostly Cloudy');(Railway, True);0.0005;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Wind_Direction, Variable);(Weather_Condition, Clear);0.0005;;
U;1;(Wind_Direction, SW);(Weather_Condition, Cloudy);(Station, True);0.0005;;
U;1;(Wind_Direction, NW);(Weather_Condition, Snow);(Traffic_Signal, True);0.0005;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Wind_Direction, N);(Weather_Condition, Overcast);0.0005;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, unknown);0.0005;;
U;1;(Humidity(%), '\'(-inf-45.5]\'');(Railway, True);(Sunrise_Sunset, Night);0.0005;;
U;1;(Wind_Direction, Calm);(Railway, True);(Stop, True);0.0005;;
U;1;(Temperature(F), '\'(46.2-56.05]\'');(Humidity(%), '\'(69.5-83.5]\'');(Amenity, True);0.0005;;
U;1;(Wind_Direction, Calm);(Amenity, True);(Station, True);0.0005;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, SE);(Stop, True);0.0005;;
U;1;(Street, Highway);(Crossing, False);(Traffic_Calming, True);0.0005;;
U;1;(Street, Highway);(Traffic_Calming, True);(Traffic_Signal, False);0.0005;;
U;1;(Visibility(mi), '\'(9.5-15]\'');(Wind_Direction, unknown);(Sunrise_Sunset, Night);0.0005;;
U;1;(Street, large_local);(Humidity(%), '\'(69.5-83.5]\'');(Amenity, True);0.0005;;
U;1;(Street, Interstate);(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, 'Light Freezing Rain');0.0005;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, 'Light Freezing Rain');(Sunrise_Sunset, Day);0.0005;;
U;1;(Wind_Direction, Variable);(Weather_Condition, Fair);(Crossing, True);0.0005;;
U;1;(Street, Tunnel);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Fair);0.0005;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SW);(Weather_Condition, unknown);0.0005;;
U;1;(Weather_Condition, Overcast);(Station, True);(Traffic_Signal, False);0.0005;;
U;1;(Temperature(F), '\'(76.05-inf)\'');(Station, True);(Sunrise_Sunset, Night);0.0005;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Station, True);0.0005;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, E);(Weather_Condition, 'Scattered Clouds');0.0005;;
U;1;(Street, Highway);(Wind_Direction, SE);(Weather_Condition, 'Scattered Clouds');0.0005;;
