Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;1;(Temperature(F), '\'(76.05-inf)\'');(Wind_Direction, unknown);0.0004;;
U;1;(Wind_Direction, SW);(Weather_Condition, 'Wintry Mix');0.0004;;
U;1;(Wind_Direction, Variable);(Amenity, True);0.0004;;
U;1;(Street, Tunnel);(Weather_Condition, 'Light Freezing Rain');0.0004;;
U;0;(Street, Beltway);(Wind_Direction, Variable);0.0003;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunderstorms);0.0003;;
U;0;(Street, Beltway);(Weather_Condition, 'Heavy Rain');0.0003;;
U;0;(Weather_Condition, Overcast);(Traffic_Calming, True);0.0003;;
U;0;(Street, Interstate);(Weather_Condition, Thunder);0.0003;;
U;0;(Weather_Condition, 'Small Hail');(Junction, False);0.0003;;
U;0;(Humidity(%), '\'(45.5-57.5]\'');(Railway, True);0.0003;;
U;0;(Street, Beltway);(Weather_Condition, unknown);0.0003;;
U;0;(Wind_Direction, W);(Weather_Condition, Thunder);0.0003;;
U;0;(Wind_Direction, SE);(Weather_Condition, Thunder);0.0003;;
U;0;(Amenity, True);(Railway, True);0.0003;;
U;1;(Weather_Condition, Snow);(Traffic_Calming, True);0.0002;;
U;1;(Visibility(mi), '\'(9.5-15]\'');(Weather_Condition, Haze);0.0002;;
U;1;(Temperature(F), '\'(-inf-36.25]\'');(Weather_Condition, 'Heavy Rain');0.0002;;
U;1;(Temperature(F), '\'(66.8-76.05]\'');(Weather_Condition, unknown);0.0002;;
U;1;(Wind_Direction, Variable);(Traffic_Calming, True);0.0002;;
U;1;(Wind_Direction, S);(Weather_Condition, Thunder);0.0002;;
U;1;(Street, on_off_ramp);(Humidity(%), '\'(45.5-57.5]\'');0.0002;;
U;1;(Street, Highway);(Weather_Condition, 'Snow and Sleet');0.0002;;
U;1;(Street, large_local);(Weather_Condition, 'Light Freezing Rain');0.0002;;
U;1;(Weather_Condition, unknown);(Stop, True);0.0002;;
U;1;(Weather_Condition, Thunderstorms);(Stop, True);0.0002;;
U;1;(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, 'Heavy Rain');0.0002;;
U;1;(Visibility(mi), '\'(9.5-15]\'');(Weather_Condition, 'Heavy Rain');0.0002;;
U;1;(Wind_Direction, Variable);(Weather_Condition, Haze);0.0002;;
U;1;(Weather_Condition, unknown);(Station, True);0.0002;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Weather_Condition, 'Snow and Sleet');0.0002;;
U;1;(Wind_Direction, N);(Weather_Condition, 'Snow and Sleet');0.0002;;
U;1;(Wind_Direction, SE);(Weather_Condition, unknown);0.0002;;
U;1;(Weather_Condition, 'Small Hail');(Junction, True);0.0002;;
U;1;(Weather_Condition, 'Wintry Mix');(Crossing, True);0.0002;;
U;1;(Street, on_off_ramp);(Wind_Direction, N);0.0002;;
U;1;(Stop, True);(Traffic_Calming, True);0.0002;;
U;1;(Street, large_local);(Wind_Direction, unknown);0.0002;;
U;1;(Wind_Direction, E);(Railway, True);0.0002;;
U;1;(Weather_Condition, Snow);(Railway, True);0.0002;;
U;1;(Weather_Condition, 'Light Freezing Rain');(Station, True);0.0002;;
U;1;(Street, on_off_ramp);(Wind_Direction, W);0.0002;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Sleet);0.0002;;
U;1;(Wind_Direction, N);(Weather_Condition, Sleet);0.0002;;
U;1;(Wind_Direction, Variable);(Weather_Condition, 'Wintry Mix');0.0002;;
U;1;(Weather_Condition, Fog);(Traffic_Calming, True);0.0002;;
U;1;(Humidity(%), '\'(57.5-69.5]\'');(Weather_Condition, Rain);0.0002;;
U;1;(Street, local);(Weather_Condition, Thunderstorm);0.0002;;
U;1;(Wind_Direction, E);(Weather_Condition, Thunderstorm);0.0002;;
U;1;(Weather_Condition, Thunderstorm);(Junction, True);0.0002;;
U;1;(Weather_Condition, Snow);(Amenity, True);0.0002;;
U;1;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Rain');0.0002;;
U;1;(Weather_Condition, Fog);(Station, True);0.0002;;
U;1;(Temperature(F), '\'(76.05-inf)\'');(Weather_Condition, Windy);0.0002;;
U;1;(Temperature(F), '\'(36.25-46.2]\'');(Wind_Direction, unknown);0.0002;;
U;1;(Wind_Direction, N);(Weather_Condition, unknown);0.0002;;
U;1;(Weather_Condition, 'Scattered Clouds');(Railway, True);0.0002;;
U;1;(Wind_Direction, NE);(Weather_Condition, Thunder);0.0002;;
U;1;(Wind_Direction, Variable);(Weather_Condition, Thunder);0.0002;;
U;1;(Station, True);(Stop, True);0.0002;;
U;1;(Weather_Condition, Fog);(Amenity, True);0.0002;;
U;1;(Weather_Condition, Sleet);(Junction, True);0.0002;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Fog);0.0002;;
U;0;(Wind_Direction, unknown);(Traffic_Signal, True);0.0002;;
U;0;(Street, Beltway);(Wind_Direction, unknown);0.0002;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Heavy Rain');0.0002;;
U;0;(Street, Tunnel);(Temperature(F), '\'(46.2-56.05]\'');0.0002;;
U;0;(Street, Tunnel);(Wind_Direction, N);0.0002;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Thunder);0.0002;;
U;0;(Weather_Condition, Thunderstorms);(Crossing, True);0.0002;;
U;0;(Weather_Condition, Thunderstorms);(Railway, True);0.0002;;
U;0;(Weather_Condition, Snow);(Stop, True);0.0002;;
U;0;(Wind_Direction, N);(Railway, True);0.0002;;
U;0;(Humidity(%), '\'(57.5-69.5]\'');(Weather_Condition, Thunderstorms);0.0002;;
U;0;(Street, Interstate);(Station, True);0.0002;;
U;0;(Weather_Condition, Rain);(Crossing, True);0.0002;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Haze);0.0002;;
U;0;(Street, on_off_ramp);(Weather_Condition, 'Wintry Mix');0.0002;;
U;0;(Weather_Condition, 'Scattered Clouds');(Traffic_Calming, True);0.0002;;
U;0;(Wind_Direction, E);(Weather_Condition, Thunderstorms);0.0002;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Thunderstorm);0.0002;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, Thunderstorm);0.0002;;
U;0;(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Sleet);0.0002;;
U;0;(Weather_Condition, Sleet);(Sunrise_Sunset, Night);0.0002;;
U;0;(Wind_Direction, unknown);(Junction, True);0.0002;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Thunderstorms);0.0002;;
U;0;(Wind_Direction, S);(Traffic_Calming, True);0.0002;;
U;0;(Humidity(%), '\'(57.5-69.5]\'');(Weather_Condition, Thunder);0.0002;;
U;0;(Wind_Direction, NW);(Weather_Condition, Thunder);0.0002;;
U;0;(Weather_Condition, Thunder);(Crossing, True);0.0002;;
U;0;(Street, Tunnel);(Wind_Direction, S);0.0002;;
U;0;(Weather_Condition, Haze);(Stop, True);0.0002;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Snow and Sleet');0.0002;;
U;0;(Wind_Direction, Calm);(Weather_Condition, 'Snow and Sleet');0.0002;;
U;0;(Weather_Condition, 'Snow and Sleet');(Junction, True);0.0002;;
U;0;(Wind_Direction, S);(Railway, True);0.0002;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');0.0002;;
U;0;(Weather_Condition, 'Small Hail');(Sunrise_Sunset, Night);0.0002;;
U;0;(Temperature(F), '\'(36.25-46.2]\'');(Weather_Condition, 'Wintry Mix');0.0002;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Snow and Sleet');0.0002;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Thunder);0.0002;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Thunder);0.0002;;
U;0;(Weather_Condition, Thunder);(Station, True);0.0002;;
U;0;(Weather_Condition, Thunder);(Sunrise_Sunset, Night);0.0002;;
D;1;(Weather_Condition, unknown);(Sunrise_Sunset, Night);0.0031;17.7294;
