Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(68.5-82.5]\'');0.009;;
U;0;(Street, Interstate);(Temperature(F), '\'(36.95-46.1]\'');(Visibility(mi), '\'(-inf-9.5]\'');0.009;;
U;0;(Street, Interstate);(Temperature(F), '\'(46.1-56.9]\'');(Visibility(mi), '\'(-inf-9.5]\'');0.009;;
U;0;(Street, Highway);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NE);0.009;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(93.5-inf)\'');0.009;;
U;0;(Street, Interstate);(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Fair);0.009;;
U;0;(Street, Beltway);(Humidity(%), '\'(82.5-93.5]\'');(Pressure(in), '\'(29.815-30.055]\'');0.009;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(29.815-30.055]\'');0.009;;
U;0;(Street, Interstate);(Temperature(F), '\'(67.05-76.9]\'');(Pressure(in), '\'(30.055-inf)\'');0.009;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, S);0.009;;
U;0;(Street, local);(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, SE);0.009;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NW);0.009;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, NE);0.009;;
U;0;(Street, Interstate);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NE);0.009;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, 'Mostly Cloudy');0.009;;
U;0;(Street, Highway);(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SW);0.009;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, large_local);(Weather_Condition, Cloudy);0.009;;
U;0;(Street, Beltway);(Temperature(F), '\'(67.05-76.9]\'');(Pressure(in), '\'(29.815-30.055]\'');0.009;;
U;0;(Street, local);(Weather_Condition, 'Mostly Cloudy');(Sunrise_Sunset, Night);0.009;;
U;0;(Street, Interstate);(Temperature(F), '\'(67.05-76.9]\'');(Humidity(%), '\'(93.5-inf)\'');0.009;;
U;0;(Street, Highway);(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');0.009;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(30.055-inf)\'');(Junction, True);0.009;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Partly Cloudy');0.008;;
U;0;(Street, Highway);(Temperature(F), '\'(76.9-inf)\'');(Pressure(in), '\'(30.055-inf)\'');0.008;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Mostly Cloudy');0.008;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, S);(Sunrise_Sunset, Night);0.008;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(-inf-29.815]\'');0.008;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(68.5-82.5]\'');(Pressure(in), '\'(29.815-30.055]\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NW);0.008;;
U;0;(Wind_Direction, SE);(Weather_Condition, Cloudy);(Traffic_Signal, False);0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, Calm);0.008;;
U;0;(Street, Highway);(Humidity(%), '\'(43.5-55.5]\'');(Wind_Direction, NW);0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, S);0.008;;
U;0;(Wind_Direction, S);(Weather_Condition, Fair);(Sunrise_Sunset, Night);0.008;;
U;0;(Street, Interstate);(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, NW);0.008;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(93.5-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');0.008;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, SW);(Junction, True);0.008;;
U;0;(Street, Interstate);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Cloudy);0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, large_local);(Humidity(%), '\'(93.5-inf)\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, local);(Humidity(%), '\'(68.5-82.5]\'');0.008;;
U;0;(Street, large_local);(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(43.5-55.5]\'');0.008;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Mostly Cloudy');0.008;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(30.055-inf)\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Interstate);(Wind_Direction, NE);0.008;;
U;0;(Street, Interstate);(Pressure(in), '\'(30.055-inf)\'');(Junction, True);0.008;;
U;0;(Street, Highway);(Temperature(F), '\'(56.9-67.05]\'');(Humidity(%), '\'(82.5-93.5]\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, W);0.008;;
U;0;(Street, Interstate);(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(93.5-inf)\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Fair);0.008;;
U;0;(Street, Interstate);(Temperature(F), '\'(56.9-67.05]\'');(Humidity(%), '\'(82.5-93.5]\'');0.008;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, 'Mostly Cloudy');0.007;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SW);0.007;;
U;0;(Street, Highway);(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(43.5-55.5]\'');0.007;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, NE);(Sunrise_Sunset, Night);0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SW);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Fair);0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, Calm);0.007;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Partly Cloudy');(Sunrise_Sunset, Night);0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, W);(Weather_Condition, Fair);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, large_local);(Humidity(%), '\'(68.5-82.5]\'');0.007;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Partly Cloudy');0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, local);(Humidity(%), '\'(55.5-68.5]\'');0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, NW);0.007;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Scattered Clouds');(Sunrise_Sunset, Night);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, local);(Temperature(F), '\'(76.9-inf)\'');0.007;;
U;0;(Street, Highway);(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(82.5-93.5]\'');0.007;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Wind_Direction, SE);(Traffic_Signal, False);0.007;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Clear);(Traffic_Signal, False);0.007;;
U;0;(Street, Interstate);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Partly Cloudy');0.007;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(30.055-inf)\'');0.007;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, SE);0.007;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Wind_Direction, N);(Sunrise_Sunset, Day);0.007;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, N);0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Partly Cloudy');0.007;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Drizzle);(Traffic_Signal, False);0.007;;
U;0;(Street, Interstate);(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Cloudy);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(76.9-inf)\'');(Wind_Direction, SE);0.007;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, SW);(Sunrise_Sunset, Night);0.007;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Wind_Direction, Calm);(Weather_Condition, Clear);0.007;;
U;0;(Street, Interstate);(Wind_Direction, SW);(Sunrise_Sunset, Night);0.007;;
U;0;(Street, Interstate);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NW);0.007;;
U;0;(Street, large_local);(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Drizzle);0.007;;
U;0;(Street, Interstate);(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(-inf-29.815]\'');0.007;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, NW);(Traffic_Signal, False);0.007;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, Calm);0.007;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, Calm);(Weather_Condition, 'Scattered Clouds');0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);0.007;;
U;0;(Street, local);(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Partly Cloudy');0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, N);0.007;;
U;0;(Street, Interstate);(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Cloudy);0.007;;
U;0;(Street, large_local);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, NE);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, E);(Crossing, False);0.007;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Humidity(%), '\'(82.5-93.5]\'');(Wind_Direction, SE);0.007;;
U;0;(Street, Highway);(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, 'Mostly Cloudy');0.007;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, SE);0.007;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(30.055-inf)\'');0.007;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);0.007;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Fair);0.007;;
U;0;(Street, Highway);(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);0.007;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Mostly Cloudy');0.007;;
U;0;(Street, large_local);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(68.5-82.5]\'');0.007;;
U;0;(Street, Interstate);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(55.5-68.5]\'');0.007;;
U;0;(Street, large_local);(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, 'Mostly Cloudy');0.007;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, SW);0.007;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, Calm);(Weather_Condition, 'Partly Cloudy');0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(76.9-inf)\'');(Wind_Direction, S);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, SE);0.007;;
U;0;(Street, local);(Crossing, True);(Sunrise_Sunset, Night);0.007;;
U;0;(Street, Interstate);(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(82.5-93.5]\'');0.007;;
U;0;(Street, large_local);(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, SE);0.007;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SW);0.007;;
U;0;(Street, Highway);(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Cloudy);0.007;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, E);(Traffic_Signal, False);0.007;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, SE);0.006;;
U;0;(Weather_Condition, Clear);(Traffic_Signal, True);(Sunrise_Sunset, Day);0.006;;
U;0;(Street, Beltway);(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Street, Interstate);(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, NW);0.006;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Street, Beltway);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, Calm);0.006;;
U;0;(Street, Interstate);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(43.5-55.5]\'');0.006;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Beltway);(Weather_Condition, 'Partly Cloudy');0.006;;
U;0;(Street, Interstate);(Temperature(F), '\'(46.1-56.9]\'');(Wind_Direction, NW);0.006;;
U;0;(Street, local);(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, SW);0.006;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Street, Interstate);(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Street, Interstate);(Wind_Direction, NW);(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Street, large_local);(Temperature(F), '\'(76.9-inf)\'');(Pressure(in), '\'(30.055-inf)\'');0.006;;
U;0;(Street, Interstate);(Weather_Condition, 'Partly Cloudy');(Sunrise_Sunset, Night);0.006;;
U;0;(Street, large_local);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(55.5-68.5]\'');0.006;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, SE);0.006;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, SW);(Sunrise_Sunset, Night);0.006;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Pressure(in), '\'(30.055-inf)\'');(Junction, True);0.006;;
U;0;(Street, Interstate);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(68.5-82.5]\'');0.006;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, SE);0.006;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, SE);0.006;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, SE);0.006;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);(Weather_Condition, 'Mostly Cloudy');0.006;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(67.05-76.9]\'');(Humidity(%), '\'(43.5-55.5]\'');0.006;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, large_local);(Temperature(F), '\'(76.9-inf)\'');0.006;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, E);(Junction, False);0.006;;
