Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, SE);0.010;;
U;0;(Weather_Condition, Clear);(Crossing, True);0.010;;
U;0;(Street, Beltway);(Wind_Direction, SE);0.010;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Partly Cloudy');0.009;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, W);0.009;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Rain);0.009;;
U;0;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.009;;
U;0;(Street, large_local);(Weather_Condition, 'Scattered Clouds');0.009;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, 'Scattered Clouds');0.009;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, Variable);0.009;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Clear);0.008;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, 'Scattered Clouds');0.008;;
U;0;(Weather_Condition, 'Scattered Clouds');(Junction, True);0.008;;
U;0;(Street, Highway);(Weather_Condition, 'Scattered Clouds');0.007;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, 'Scattered Clouds');0.007;;
U;0;(Weather_Condition, Fog);(Sunrise_Sunset, Night);0.007;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, NE);0.007;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Mostly Cloudy');0.007;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Stop, True);0.006;;
U;0;(Weather_Condition, 'Scattered Clouds');(Traffic_Signal, True);0.006;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Stop, True);0.006;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, W);0.006;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, 'Scattered Clouds');0.006;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');0.005;;
U;0;(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.005;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Rain);0.005;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, 'Scattered Clouds');0.005;;
U;0;(Wind_Direction, E);(Weather_Condition, Drizzle);0.005;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Rain);0.005;;
U;0;(Stop, True);(Sunrise_Sunset, Night);0.005;;
U;0;(Wind_Direction, N);(Weather_Condition, Clear);0.005;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Stop, True);0.005;;
U;0;(Wind_Direction, Calm);(Station, True);0.005;;
U;0;(Wind_Direction, W);(Weather_Condition, 'Scattered Clouds');0.005;;
U;0;(Wind_Direction, N);(Weather_Condition, Drizzle);0.005;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(93.5-inf)\'');0.005;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Rain);0.004;;
U;0;(Street, Beltway);(Weather_Condition, 'Scattered Clouds');0.004;;
U;0;(Street, Interstate);(Weather_Condition, Rain);0.004;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Scattered Clouds');0.004;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Scattered Clouds');0.004;;
U;0;(Wind_Direction, Variable);(Junction, True);0.004;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, Variable);0.004;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Rain);0.004;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, E);0.004;;
U;0;(Wind_Direction, NE);(Weather_Condition, Rain);0.004;;
U;0;(Street, local);(Weather_Condition, Rain);0.004;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Amenity, True);0.003;;
U;0;(Street, Interstate);(Weather_Condition, Fog);0.003;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Stop, True);0.003;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Station, True);0.003;;
U;0;(Street, Highway);(Weather_Condition, Fog);0.003;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Scattered Clouds');0.003;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Station, True);0.003;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Station, True);0.003;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Rain);0.003;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Station, True);0.003;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Clear);0.003;;
U;0;(Wind_Direction, W);(Weather_Condition, Drizzle);0.003;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Station, True);0.003;;
U;0;(Traffic_Calming, True);(Traffic_Signal, False);0.003;;
U;0;(Street, large_local);(Weather_Condition, Fog);0.003;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Station, True);0.003;;
U;0;(Wind_Direction, Calm);(Amenity, True);0.003;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Station, True);0.003;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Traffic_Calming, True);0.002;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, Thunderstorms);0.002;;
U;0;(Weather_Condition, 'Scattered Clouds');(Crossing, True);0.002;;
U;0;(Street, large_local);(Weather_Condition, Rain);0.002;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Stop, True);0.002;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Stop, True);0.002;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Rain);0.002;;
U;0;(Weather_Condition, Rain);(Junction, True);0.002;;
U;0;(Wind_Direction, unknown);(Crossing, False);0.002;;
U;0;(Wind_Direction, E);(Weather_Condition, Clear);0.002;;
U;0;(Amenity, True);(Sunrise_Sunset, Night);0.002;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Rain);0.002;;
U;0;(Wind_Direction, unknown);(Traffic_Signal, False);0.002;;
U;0;(Wind_Direction, NW);(Weather_Condition, Rain);0.002;;
U;0;(Wind_Direction, NE);(Weather_Condition, 'Scattered Clouds');0.002;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Haze);0.002;;
U;0;(Crossing, False);(Traffic_Calming, True);0.002;;
U;0;(Wind_Direction, SE);(Weather_Condition, Rain);0.002;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Haze);0.002;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Thunderstorms);0.002;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Amenity, True);0.002;;
U;0;(Traffic_Calming, True);(Sunrise_Sunset, Night);0.002;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, unknown);0.002;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Amenity, True);0.002;;
U;0;(Street, large_local);(Traffic_Calming, True);0.002;;
U;0;(Weather_Condition, Fog);(Junction, True);0.002;;
U;0;(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.002;;
U;0;(Weather_Condition, Rain);(Traffic_Signal, True);0.002;;
U;0;(Crossing, True);(Stop, True);0.002;;
U;0;(Weather_Condition, Clear);(Station, True);0.002;;
U;0;(Wind_Direction, SE);(Stop, True);0.002;;
U;0;(Wind_Direction, SE);(Station, True);0.002;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Amenity, True);0.002;;
U;0;(Wind_Direction, NE);(Stop, True);0.002;;
U;0;(Wind_Direction, E);(Weather_Condition, 'Scattered Clouds');0.002;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Scattered Clouds');0.002;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Haze);0.002;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Thunderstorms);0.002;;
U;0;(Amenity, True);(Station, True);0.001;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Amenity, True);0.001;;
U;0;(Wind_Direction, SW);(Station, True);0.001;;
U;0;(Wind_Direction, E);(Weather_Condition, Rain);0.001;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Amenity, True);0.001;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Amenity, True);0.001;;
U;0;(Wind_Direction, W);(Station, True);0.001;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Rain);0.001;;
U;0;(Street, Interstate);(Weather_Condition, Thunderstorms);0.001;;
U;0;(Wind_Direction, NE);(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Amenity, True);0.001;;
U;0;(Weather_Condition, Clear);(Stop, True);0.001;;
U;0;(Wind_Direction, NW);(Amenity, True);0.001;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Haze);0.001;;
U;0;(Wind_Direction, W);(Stop, True);0.001;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Traffic_Calming, True);0.001;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Wind_Direction, SW);(Weather_Condition, Rain);0.001;;
U;0;(Street, Beltway);(Weather_Condition, Rain);0.001;;
U;0;(Street, Highway);(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Street, Highway);(Weather_Condition, Haze);0.001;;
U;0;(Wind_Direction, SW);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, N);(Stop, True);0.001;;
U;0;(Wind_Direction, NW);(Traffic_Calming, True);0.001;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Thunderstorms);0.001;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Traffic_Calming, True);0.001;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Thunderstorms);0.001;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Traffic_Calming, True);0.001;;
U;0;(Street, Highway);(Station, True);0.001;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Scattered Clouds');0.001;;
U;0;(Street, local);(Weather_Condition, Thunderstorms);0.001;;
U;0;(Wind_Direction, S);(Weather_Condition, Rain);0.001;;
U;0;(Street, local);(Weather_Condition, Haze);0.001;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.001;;
U;0;(Weather_Condition, 'Partly Cloudy');(Amenity, True);0.001;;
U;0;(Weather_Condition, Drizzle);(Stop, True);0.001;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Traffic_Calming, True);0.001;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Traffic_Calming, True);0.001;;
U;0;(Stop, True);(Traffic_Signal, True);0.001;;
U;0;(Wind_Direction, SE);(Weather_Condition, Fog);0.001;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Traffic_Calming, True);0.001;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Traffic_Calming, True);0.001;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Fair);0.001;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Wind_Direction, N);(Station, True);0.001;;
U;0;(Street, Highway);(Traffic_Calming, True);0.001;;
U;0;(Wind_Direction, E);(Stop, True);0.001;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Traffic_Calming, True);0.001;;
U;0;(Street, Highway);(Weather_Condition, Thunderstorms);0.001;;
U;0;(Weather_Condition, Thunderstorms);(Sunrise_Sunset, Night);0.001;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Traffic_Calming, True);0.001;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Thunderstorms);0.001;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Traffic_Calming, True);0.001;;
U;0;(Wind_Direction, SW);(Weather_Condition, Thunderstorms);0.001;;
U;0;(Street, Highway);(Wind_Direction, unknown);0.001;;
U;0;(Wind_Direction, NW);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, SE);(Amenity, True);0.001;;
U;0;(Street, Beltway);(Wind_Direction, Variable);0.001;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Traffic_Calming, True);0.001;;
U;0;(Weather_Condition, Clear);(Amenity, True);0.001;;
U;0;(Weather_Condition, Cloudy);(Traffic_Calming, True);0.001;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Thunder);0.001;;
U;0;(Street, Interstate);(Traffic_Signal, True);0.001;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, unknown);0.001;;
U;0;(Weather_Condition, 'Heavy Rain');(Junction, True);0.001;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Drizzle);0.001;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, Haze);0.001;;
U;0;(Weather_Condition, Clear);(Traffic_Calming, True);0.001;;
U;0;(Wind_Direction, S);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, E);(Station, True);0.001;;
U;0;(Weather_Condition, 'Scattered Clouds');(Stop, True);0.001;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Rain);0.001;;
U;0;(Wind_Direction, NW);(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Weather_Condition, Rain);(Crossing, True);0.001;;
U;0;(Wind_Direction, N);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, W);(Amenity, True);0.001;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Haze);0.001;;
U;0;(Wind_Direction, SE);(Weather_Condition, Haze);0.001;;
U;0;(Station, True);(Traffic_Calming, True);0.001;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Wind_Direction, unknown);0.001;;
U;0;(Street, large_local);(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Weather_Condition, Drizzle);(Station, True);0.001;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Haze);0.001;;
U;0;(Wind_Direction, W);(Weather_Condition, Rain);0.001;;
U;0;(Street, Beltway);(Weather_Condition, Fog);0.001;;
U;0;(Wind_Direction, NW);(Weather_Condition, Thunderstorms);0.001;;
U;0;(Weather_Condition, Haze);(Junction, True);0.001;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Haze);0.001;;
U;0;(Street, Highway);(Amenity, True);0.001;;
U;0;(Wind_Direction, S);(Amenity, True);0.001;;
U;0;(Street, Interstate);(Traffic_Calming, True);0.001;;
U;0;(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.001;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Thunder);0.001;;
U;0;(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.001;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Wind_Direction, unknown);0.001;;
U;0;(Weather_Condition, Haze);(Traffic_Signal, True);0.001;;
U;0;(Weather_Condition, 'Scattered Clouds');(Station, True);0.001;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Station, True);(Stop, True);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Cloudy);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Street, large_local);(Weather_Condition, Haze);0.000;;
U;0;(Street, local);(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, Haze);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, unknown);(Sunrise_Sunset, Night);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, Haze);0.000;;
U;0;(Street, Interstate);(Wind_Direction, unknown);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Junction, True);0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Wind_Direction, unknown);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Traffic_Signal, True);0.000;;
U;0;(Street, local);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, S);(Traffic_Calming, True);0.000;;
U;0;(Amenity, True);(Stop, True);0.000;;
U;0;(Street, Beltway);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, SE);(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, SW);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Thunder);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, Fog);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, SW);(Weather_Condition, Thunder);0.000;;
U;0;(Street, Interstate);(Crossing, True);0.000;;
U;0;(Wind_Direction, Variable);(Station, True);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, E);(Amenity, True);0.000;;
U;0;(Wind_Direction, W);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Fog);(Stop, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, unknown);0.000;;
U;0;(Weather_Condition, 'Partly Cloudy');(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Rain);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Amenity, True);0.000;;
U;0;(Street, Highway);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, Rain);(Stop, True);0.000;;
U;0;(Wind_Direction, Variable);(Stop, True);0.000;;
U;0;(Street, Beltway);(Weather_Condition, Haze);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, N);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Drizzle);(Amenity, True);0.000;;
U;0;(Wind_Direction, NE);(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Haze);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Weather_Condition, Thunder);(Junction, True);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, 'Mostly Cloudy');0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Street, Beltway);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Stop, True);(Traffic_Calming, True);0.000;;
U;0;(Street, Interstate);(Station, True);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, Fog);(Station, True);0.000;;
U;0;(Wind_Direction, Variable);(Traffic_Calming, True);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Fog);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Rain);0.000;;
U;0;(Weather_Condition, Thunder);(Sunrise_Sunset, Night);0.000;;
U;0;(Junction, True);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, Thunder);0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, Thunder);0.000;;
U;0;(Street, large_local);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Street, Beltway);(Wind_Direction, unknown);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Haze);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Drizzle);0.000;;
U;0;(Weather_Condition, 'Heavy Rain');(Stop, True);0.000;;
U;0;(Weather_Condition, Rain);(Station, True);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Haze);0.000;;
U;0;(Weather_Condition, Haze);(Crossing, True);0.000;;
U;0;(Weather_Condition, Drizzle);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, E);(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Thunder);0.000;;
U;0;(Weather_Condition, Fog);(Amenity, True);0.000;;
U;0;(Wind_Direction, unknown);(Junction, True);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, Thunderstorms);(Crossing, True);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, Haze);0.000;;
U;0;(Weather_Condition, Haze);(Stop, True);0.000;;
U;0;(Wind_Direction, Variable);(Amenity, True);0.000;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Thunder);0.000;;
U;0;(Street, Beltway);(Traffic_Signal, True);0.000;;
U;0;(Amenity, True);(Junction, True);0.000;;
U;0;(Weather_Condition, Fog);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Thunder);(Traffic_Signal, True);0.000;;
U;0;(Weather_Condition, Rain);(Amenity, True);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Weather_Condition, 'Heavy Rain');(Crossing, True);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunder);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Drizzle);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, Thunderstorms);(Stop, True);0.000;;
U;0;(Wind_Direction, unknown);(Stop, True);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Amenity, True);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Fog);0.000;;
U;0;(Weather_Condition, 'Heavy Rain');(Station, True);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Rain);0.000;;
U;0;(Weather_Condition, Haze);(Station, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Fog);0.000;;
U;0;(Weather_Condition, Haze);(Amenity, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Station, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fog);0.000;;
U;0;(Junction, True);(Stop, True);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Thunderstorms);0.000;;
