Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;1;(Wind_Direction, unknown);(Weather_Condition, Fog);0.000;;
U;1;(Amenity, True);(Junction, True);0.000;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Weather_Condition, 'Light Freezing Fog');(Crossing, True);0.000;;
U;1;(Weather_Condition, 'Light Freezing Fog');(Traffic_Signal, True);0.000;;
U;1;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Ice Pellets');0.000;;
U;1;(Weather_Condition, Windy);(Railway, True);0.000;;
U;1;(Weather_Condition, Windy);(Amenity, True);0.000;;
U;1;(Weather_Condition, Thunderstorms);(Railway, True);0.000;;
U;1;(Distance(mi), '\'(0.5225-inf)\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Weather_Condition, 'Light Freezing Fog');(Sunrise_Sunset, Night);0.000;;
U;1;(Distance(mi), '\'(0.5225-inf)\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;1;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;1;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;1;(Street, Tunnel);(Weather_Condition, Rain);0.000;;
U;1;(Weather_Condition, Thunderstorms);(Station, True);0.000;;
U;1;(Street, local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Street, Tunnel);(Weather_Condition, Sleet);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, 'Wintry Mix');0.000;;
U;1;(Wind_Direction, unknown);(Stop, True);0.000;;
U;1;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Street, local);(Weather_Condition, 'Small Hail');0.000;;
U;1;(Street, Tunnel);(Weather_Condition, 'Heavy Rain');0.000;;
U;1;(Weather_Condition, 'Snow and Sleet');(Crossing, True);0.000;;
U;1;(Weather_Condition, 'Snow and Sleet');(Railway, True);0.000;;
U;1;(Street, local);(Weather_Condition, 'Ice Pellets');0.000;;
U;1;(Street, large_local);(Weather_Condition, Sleet);0.000;;
U;1;(Weather_Condition, Haze);(Railway, True);0.000;;
U;1;(Weather_Condition, 'Wintry Mix');(Stop, True);0.000;;
U;1;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fog);0.000;;
U;1;(Street, large_local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Weather_Condition, 'Wintry Mix');(Railway, True);0.000;;
U;1;(Weather_Condition, 'Wintry Mix');(Station, True);0.000;;
U;1;(Street, on_off_ramp);(Weather_Condition, unknown);0.000;;
U;1;(Weather_Condition, 'Snow and Sleet');(Sunrise_Sunset, Night);0.000;;
U;1;(Weather_Condition, 'Small Hail');(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, W);(Railway, True);0.000;;
U;1;(Junction, True);(Stop, True);0.000;;
U;1;(Weather_Condition, Haze);(Amenity, True);0.000;;
U;1;(Weather_Condition, Snow);(Station, True);0.000;;
U;1;(Weather_Condition, 'Light Freezing Rain');(Traffic_Signal, True);0.000;;
U;1;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Sleet);0.000;;
U;1;(Street, large_local);(Weather_Condition, 'Small Hail');0.000;;
U;1;(Street, on_off_ramp);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Wind_Direction, Variable);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Street, on_off_ramp);(Weather_Condition, Windy);0.000;;
U;1;(Wind_Direction, unknown);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Weather_Condition, Haze);(Traffic_Calming, True);0.000;;
U;1;(Weather_Condition, Thunder);(Station, True);0.000;;
U;1;(Weather_Condition, Thunderstorms);(Traffic_Calming, True);0.000;;
U;1;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorm);0.000;;
U;1;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Snow);0.000;;
U;1;(Street, Beltway);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Thunderstorms);0.000;;
U;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, Sleet);0.000;;
D;0;(Weather_Condition, Overcast);(Railway, True);0.000;15.836;
D;1;(Wind_Direction, NW);(Weather_Condition, 'Wintry Mix');0.001;12.377;
D;1;(Weather_Condition, Fair);(Railway, True);0.001;11.935;
D;1;(Railway, True);(Traffic_Signal, True);0.001;11.493;
D;0;(Wind_Direction, S);(Weather_Condition, 'Light Freezing Rain');0.000;11.311;
D;0;(Street, Tunnel);(Weather_Condition, 'Scattered Clouds');0.000;11.311;
D;1;(Station, True);(Traffic_Calming, True);0.001;10.167;
D;1;(Street, on_off_ramp);(Wind_Direction, NW);0.001;10.167;
D;1;(Temperature(F), '\'(36.95-46.1]\'');(Railway, True);0.000;8.841;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Amenity, True);0.003;8.620;
D;1;(Railway, True);(Station, True);0.001;7.957;
D;0;(Distance(mi), '\'(-inf-0.0135]\'');(Street, Beltway);0.090;7.763;
D;0;(Weather_Condition, 'Light Freezing Rain');(Junction, True);0.001;7.541;
D;1;(Street, large_local);(Weather_Condition, 'Wintry Mix');0.001;7.515;
D;1;(Amenity, True);(Station, True);0.001;7.367;
D;1;(Street, on_off_ramp);(Temperature(F), '\'(46.1-56.9]\'');0.001;7.294;
D;1;(Humidity(%), '\'(-inf-43.5]\'');(Traffic_Calming, True);0.001;7.294;
D;1;(Wind_Direction, SW);(Traffic_Calming, True);0.000;7.073;
D;0;(Distance(mi), '\'(-inf-0.0135]\'');(Street, Interstate);0.168;6.892;
D;0;(Street, local);(Weather_Condition, Thunderstorm);0.000;6.787;
D;0;(Wind_Direction, SE);(Weather_Condition, Thunderstorm);0.000;6.787;
D;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Light Freezing Rain');0.000;6.787;
D;1;(Street, on_off_ramp);(Wind_Direction, NE);0.000;6.630;
D;1;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Sleet);0.000;6.630;
D;1;(Wind_Direction, NE);(Weather_Condition, Sleet);0.000;6.630;
D;0;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.020;6.395;
D;0;(Street, Beltway);(Weather_Condition, Overcast);0.020;6.269;
D;1;(Wind_Direction, Calm);(Weather_Condition, 'Wintry Mix');0.001;6.188;
D;0;(Weather_Condition, Clear);(Junction, True);0.037;6.060;
D;0;(Weather_Condition, Overcast);(Junction, True);0.025;5.759;
D;1;(Wind_Direction, NE);(Weather_Condition, Windy);0.000;5.746;
D;1;(Wind_Direction, W);(Station, True);0.001;5.746;
D;0;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Haze);0.000;5.656;
D;1;(Distance(mi), '\'(0.5225-inf)\'');(Weather_Condition, 'Wintry Mix');0.002;5.599;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Traffic_Calming, True);0.002;5.557;
D;0;(Street, Interstate);(Weather_Condition, Overcast);0.031;5.541;
D;1;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Thunder);0.001;5.525;
D;0;(Weather_Condition, 'Scattered Clouds');(Junction, True);0.013;5.421;
D;1;(Street, Highway);(Railway, True);0.000;5.304;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, unknown);0.000;5.304;
D;1;(Temperature(F), '\'(36.95-46.1]\'');(Station, True);0.003;5.255;
D;0;(Distance(mi), '\'(-inf-0.0135]\'');(Junction, True);0.119;5.222;
D;0;(Street, Interstate);(Weather_Condition, Clear);0.035;5.186;
D;1;(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.001;5.157;
D;1;(Street, on_off_ramp);(Weather_Condition, Cloudy);0.001;5.083;
