Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;1;(Street, on_off_ramp);(Wind_Direction, SE);(Weather_Condition, Cloudy);0.000;;
U;1;(Street, Interstate);(Wind_Direction, W);(Weather_Condition, unknown);0.000;;
U;1;(Weather_Condition, 'Partly Cloudy');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;1;(Street, Beltway);(Weather_Condition, Fog);(Sunrise_Sunset, Day);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, E);(Weather_Condition, Windy);0.000;;
U;1;(Wind_Direction, W);(Amenity, True);(Crossing, True);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, S);(Sunrise_Sunset, Day);0.000;;
U;1;(Street, Beltway);(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, 'Wintry Mix');0.000;;
U;1;(Street, large_local);(Wind_Direction, W);(Stop, True);0.000;;
U;1;(Weather_Condition, Snow);(Stop, True);(Traffic_Signal, False);0.000;;
U;1;(Street, Beltway);(Wind_Direction, unknown);(Sunrise_Sunset, Day);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, Clear);(Station, True);0.000;;
U;1;(Street, Tunnel);(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Cloudy);0.000;;
U;1;(Street, Highway);(Crossing, True);(Traffic_Calming, True);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Overcast);(Amenity, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Cloudy);(Station, True);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, Drizzle);(Crossing, True);0.000;;
U;1;(Street, large_local);(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Street, local);(Weather_Condition, Snow);(Crossing, True);0.000;;
U;1;(Street, Tunnel);(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, Drizzle);0.000;;
U;1;(Street, local);(Weather_Condition, 'Wintry Mix');(Sunrise_Sunset, Day);0.000;;
U;1;(Wind_Direction, N);(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;1;(Street, local);(Weather_Condition, Thunderstorms);(Traffic_Signal, True);0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Crossing, False);(Sunrise_Sunset, Day);0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Traffic_Signal, False);(Sunrise_Sunset, Day);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Station, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, Clear);(Stop, True);0.000;;
U;0;(Street, Interstate);(Wind_Direction, Variable);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Mostly Cloudy');(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, unknown);(Junction, True);0.000;;
U;0;(Street, Tunnel);(Wind_Direction, NE);(Weather_Condition, Overcast);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Fog);(Junction, True);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Stop, True);(Traffic_Signal, True);0.000;;
U;0;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, unknown);(Crossing, True);0.000;;
U;0;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, unknown);(Traffic_Signal, True);0.000;;
U;0;(Street, Tunnel);(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Overcast);0.000;;
U;0;(Street, Tunnel);(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Overcast);0.000;;
U;1;(Street, Highway);(Weather_Condition, Rain);(Traffic_Signal, True);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, NE);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Street, large_local);(Humidity(_%), '\'(93.5-inf)\'');(Railway, True);0.000;;
U;1;(Street, local);(Weather_Condition, Overcast);(Traffic_Calming, True);0.000;;
U;1;(Street, local);(Wind_Direction, S);(Weather_Condition, Fog);0.000;;
U;1;(Street, on_off_ramp);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, SE);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Crossing, True);(Junction, True);0.000;;
U;1;(Street, large_local);(Wind_Direction, N);(Railway, True);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, SW);(Weather_Condition, Fog);0.000;;
U;1;(Street, Tunnel);(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, E);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, Fog);(Traffic_Signal, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;1;(Street, Highway);(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, NE);(Station, True);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, 'Partly Cloudy');(Station, True);0.000;;
U;1;(Street, Highway);(Wind_Direction, S);(Weather_Condition, Fog);0.000;;
U;1;(Street, Highway);(Wind_Direction, Calm);(Station, True);0.000;;
U;1;(Street, large_local);(Weather_Condition, Windy);(Sunrise_Sunset, Night);0.000;;
U;1;(Street, large_local);(Wind_Direction, NE);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Street, on_off_ramp);(Humidity(_%), '\'(69.5-83.5]\'');(Junction, True);0.000;;
U;1;(Street, large_local);(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, Windy);0.000;;
U;1;(Weather_Condition, 'Partly Cloudy');(Railway, True);(Stop, False);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, SW);(Weather_Condition, Snow);0.000;;
U;1;(Street, local);(Wind_Direction, SW);(Weather_Condition, Thunder);0.000;;
U;1;(Wind_Direction, E);(Weather_Condition, 'Wintry Mix');(Junction, False);0.000;;
U;1;(Street, Highway);(Amenity, True);(Crossing, True);0.000;;
U;1;(Street, local);(Weather_Condition, 'Scattered Clouds');(Station, True);0.000;;
U;1;(Street, large_local);(Weather_Condition, Thunderstorms);(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, E);(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, NE);(Amenity, True);(Crossing, True);0.000;;
U;1;(Wind_Direction, NE);(Railway, True);(Station, False);0.000;;
U;1;(Street, large_local);(Weather_Condition, Cloudy);(Railway, True);0.000;;
U;1;(Street, on_off_ramp);(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, SE);0.000;;
U;1;(Street, on_off_ramp);(Weather_Condition, 'Partly Cloudy');(Junction, True);0.000;;
U;1;(Wind_Direction, S);(Amenity, True);(Traffic_Signal, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Wind_Direction, SW);(Weather_Condition, Snow);0.000;;
U;1;(Wind_Direction, NW);(Crossing, True);(Junction, True);0.000;;
U;1;(Street, large_local);(Weather_Condition, Windy);(Traffic_Signal, True);0.000;;
U;1;(Wind_Direction, N);(Railway, True);(Sunrise_Sunset, Day);0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, Fair);(Amenity, True);0.000;;
U;1;(Street, Tunnel);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, E);0.000;;
U;1;(Street, Interstate);(Weather_Condition, 'Wintry Mix');(Junction, True);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, S);(Station, True);0.000;;
U;1;(Street, Highway);(Weather_Condition, Cloudy);(Station, True);0.000;;
U;1;(Street, Interstate);(Wind_Direction, S);(Weather_Condition, Snow);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, 'Partly Cloudy');(Stop, True);0.000;;
U;1;(Street, large_local);(Weather_Condition, 'Light Freezing Rain');(Sunrise_Sunset, Night);0.000;;
U;1;(Street, large_local);(Wind_Direction, W);(Amenity, True);0.000;;
U;1;(Street, Highway);(Railway, True);(Sunrise_Sunset, Day);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, 'Partly Cloudy');(Station, True);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, Snow);(Junction, True);0.000;;
U;1;(Street, Highway);(Wind_Direction, S);(Stop, True);0.000;;
U;1;(Weather_Condition, Snow);(Stop, True);(Sunrise_Sunset, Day);0.000;;
U;1;(Street, large_local);(Wind_Direction, SW);(Weather_Condition, Windy);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, unknown);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, 'Partly Cloudy');(Amenity, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Fair);(Amenity, True);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Fair);(Amenity, True);0.000;;
U;1;(Weather_Condition, Rain);(Crossing, True);(Traffic_Signal, False);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, Windy);(Traffic_Signal, True);0.000;;
U;1;(Street, Beltway);(Weather_Condition, 'Wintry Mix');(Junction, False);0.000;;
U;1;(Street, Highway);(Wind_Direction, N);(Crossing, True);0.000;;
U;1;(Wind_Direction, S);(Crossing, True);(Railway, True);0.000;;
U;1;(Wind_Direction, NW);(Weather_Condition, Cloudy);(Traffic_Calming, True);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, Overcast);(Crossing, True);0.000;;
U;1;(Street, Highway);(Weather_Condition, Clear);(Station, True);0.000;;
U;1;(Wind_Direction, N);(Station, True);(Sunrise_Sunset, Night);0.000;;
U;1;(Street, large_local);(Wind_Direction, W);(Weather_Condition, Rain);0.000;;
U;1;(Street, large_local);(Wind_Direction, SE);(Weather_Condition, Fog);0.000;;
U;0;(Street, Highway);(Wind_Direction, Calm);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Street, local);(Weather_Condition, Haze);(Junction, True);0.000;;
U;0;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, 'Light Freezing Fog');(Sunrise_Sunset, Day);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, 'Scattered Clouds');(Station, True);0.000;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Railway, True);(Stop, True);0.000;;
U;0;(Street, Interstate);(Wind_Direction, E);(Weather_Condition, Haze);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Railway, True);(Stop, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, Variable);(Weather_Condition, 'Scattered Clouds');0.000;;
U;0;(Street, Interstate);(Wind_Direction, W);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Clear);(Station, True);0.000;;
U;0;(Street, Tunnel);(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Clear);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Clear);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Tunnel);(Wind_Direction, E);(Weather_Condition, Overcast);0.000;;
U;0;(Wind_Direction, N);(Stop, True);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');(Traffic_Signal, True);0.000;;
U;0;(Street, Tunnel);(Wind_Direction, S);(Weather_Condition, 'Mostly Cloudy');0.000;;
U;0;(Street, Highway);(Weather_Condition, Drizzle);(Station, True);0.000;;
U;0;(Street, large_local);(Weather_Condition, Rain);(Stop, True);0.000;;
U;0;(Humidity(_%), '\'(93.5-inf)\'');(Wind_Direction, SW);(Weather_Condition, unknown);0.000;;
U;0;(Wind_Direction, SW);(Weather_Condition, Haze);(Junction, True);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, Fog);(Traffic_Signal, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Amenity, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Crossing, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Junction, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Railway, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Station, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Stop, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Traffic_Calming, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Traffic_Signal, False);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, 'Light Freezing Rain');(Sunrise_Sunset, Night);0.000;;
U;0;(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, Thunder);(Traffic_Signal, True);0.000;;
U;0;(Street, Interstate);(Wind_Direction, SE);(Traffic_Signal, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Partly Cloudy');(Stop, True);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, Variable);(Weather_Condition, Snow);0.000;;
U;0;(Wind_Direction, SE);(Stop, True);(Traffic_Signal, True);0.000;;
U;0;(Street, large_local);(Weather_Condition, Haze);(Crossing, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Haze);(Crossing, True);0.000;;
U;0;(Street, Interstate);(Wind_Direction, unknown);(Weather_Condition, Drizzle);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Drizzle);(Sunrise_Sunset, Day);0.000;;
U;0;(Weather_Condition, Drizzle);(Station, True);(Stop, True);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, Variable);(Weather_Condition, Thunder);0.000;;
U;0;(Street, Interstate);(Weather_Condition, Drizzle);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Amenity, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Beltway);(Wind_Direction, Variable);(Weather_Condition, Drizzle);0.000;;
U;0;(Wind_Direction, SE);(Weather_Condition, Snow);(Traffic_Signal, True);0.000;;
U;0;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, unknown);(Crossing, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, unknown);(Crossing, True);0.000;;
U;0;(Street, Tunnel);(Wind_Direction, E);(Weather_Condition, 'Partly Cloudy');0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, unknown);(Traffic_Signal, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Crossing, True);(Stop, True);0.000;;
U;1;(Wind_Direction, Calm);(Amenity, True);(Stop, True);0.000;;
U;1;(Street, local);(Wind_Direction, NE);(Railway, True);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Cloudy);(Railway, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Wind_Direction, Variable);(Weather_Condition, 'Wintry Mix');0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, 'Mostly Cloudy');(Station, True);0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, 'Mostly Cloudy');(Station, True);0.000;;
U;1;(Street, local);(Weather_Condition, Windy);(Junction, True);0.000;;
U;1;(Street, Highway);(Wind_Direction, unknown);(Weather_Condition, Cloudy);0.000;;
U;1;(Wind_Direction, SE);(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;1;(Street, local);(Wind_Direction, W);(Traffic_Calming, True);0.000;;
U;1;(Street, Tunnel);(Wind_Direction, NW);(Weather_Condition, Cloudy);0.000;;
U;1;(Street, Highway);(Wind_Direction, NE);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, Drizzle);(Crossing, True);0.000;;
U;1;(Street, Highway);(Wind_Direction, NW);(Weather_Condition, Haze);0.000;;
U;1;(Street, Tunnel);(Humidity(_%), '\'(93.5-inf)\'');(Wind_Direction, SE);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Railway, True);(Sunrise_Sunset, Day);0.000;;
U;1;(Street, large_local);(Weather_Condition, 'Mostly Cloudy');(Railway, True);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Crossing, False);(Railway, True);0.000;;
U;1;(Street, Highway);(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;1;(Street, Highway);(Weather_Condition, Drizzle);(Stop, True);0.000;;
U;1;(Street, Beltway);(Wind_Direction, NW);(Weather_Condition, Rain);0.000;;
U;1;(Street, Interstate);(Wind_Direction, N);(Weather_Condition, Haze);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Wind_Direction, S);(Weather_Condition, Fog);0.000;;
U;1;(Street, large_local);(Humidity(_%), '\'(69.5-83.5]\'');(Railway, True);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, E);(Weather_Condition, Cloudy);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, E);(Sunrise_Sunset, Day);0.000;;
U;1;(Street, Highway);(Wind_Direction, Variable);(Stop, True);0.000;;
U;1;(Street, Beltway);(Weather_Condition, Thunder);(Junction, True);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, NW);(Weather_Condition, Thunder);0.000;;
U;1;(Street, Highway);(Wind_Direction, S);(Weather_Condition, Snow);0.000;;
U;1;(Street, large_local);(Weather_Condition, Windy);(Crossing, True);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, W);(Station, True);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, 'Partly Cloudy');(Stop, True);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, NW);(Traffic_Calming, True);0.000;;
U;1;(Street, local);(Wind_Direction, SE);(Traffic_Calming, True);0.000;;
U;1;(Street, Tunnel);(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Cloudy);0.000;;
U;1;(Amenity, True);(Railway, True);(Traffic_Calming, False);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, SW);(Railway, True);0.000;;
U;1;(Street, large_local);(Weather_Condition, 'Partly Cloudy');(Railway, True);0.000;;
U;1;(Humidity(_%), '\'(93.5-inf)\'');(Wind_Direction, SE);(Station, True);0.000;;
U;1;(Street, Interstate);(Wind_Direction, SE);(Weather_Condition, Thunder);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, Windy);(Crossing, True);0.000;;
U;1;(Wind_Direction, NE);(Weather_Condition, Fog);(Traffic_Signal, True);0.000;;
U;1;(Street, Highway);(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.000;;
U;1;(Street, Beltway);(Wind_Direction, S);(Weather_Condition, Haze);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;1;(Street, large_local);(Wind_Direction, unknown);(Weather_Condition, Fair);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Railway, True);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, N);(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, SE);(Weather_Condition, Windy);(Junction, True);0.000;;
U;1;(Street, on_off_ramp);(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, SW);0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Cloudy);(Traffic_Calming, True);0.000;;
U;1;(Weather_Condition, 'Mostly Cloudy');(Crossing, True);(Junction, True);0.000;;
U;1;(Wind_Direction, NE);(Weather_Condition, 'Partly Cloudy');(Amenity, True);0.000;;
U;1;(Street, local);(Wind_Direction, W);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Street, Beltway);(Humidity(_%), '\'(93.5-inf)\'');(Weather_Condition, Snow);0.000;;
U;1;(Street, large_local);(Wind_Direction, S);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Street, local);(Wind_Direction, S);(Weather_Condition, 'Heavy Rain');0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, Clear);(Amenity, True);0.000;;
U;1;(Wind_Direction, S);(Railway, True);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Wind_Direction, S);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, SW);(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, NW);(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, NE);(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.000;;
U;1;(Street, local);(Wind_Direction, W);(Weather_Condition, Rain);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, Rain);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(_%), '\'(69.5-83.5]\'');(Weather_Condition, Cloudy);(Traffic_Calming, True);0.000;;
U;1;(Humidity(_%), '\'(83.5-93.5]\'');(Weather_Condition, Overcast);(Traffic_Calming, True);0.000;;
U;1;(Street, on_off_ramp);(Wind_Direction, SE);(Junction, True);0.000;;
