age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
63,Self-emp-not-inc,420629,11,Married-civ-spouse,Other-service,Husband,White,Male,45,0
45,Private,187370,14,Divorced,Exec-managerial,Unmarried,White,Male,70,1
34,Self-emp-not-inc,111985,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
58,Private,272902,13,Widowed,Exec-managerial,Unmarried,White,Female,40,0
49,Private,28334,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
51,Local-gov,184542,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
68,Private,107910,9,Never-married,Sales,Not-in-family,White,Female,40,0
28,Private,206351,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
25,Private,124590,9,Never-married,Exec-managerial,Other-relative,White,Male,40,0
23,Private,64292,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
22,Private,347867,9,Married-spouse-absent,Sales,Not-in-family,White,Male,40,0
43,Private,214781,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
42,Local-gov,142756,13,Divorced,Prof-specialty,Not-in-family,White,Female,50,0
24,Private,145964,13,Never-married,Exec-managerial,Unmarried,White,Male,40,1
64,Private,169604,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
64,Private,149775,14,Never-married,Prof-specialty,Other-relative,White,Female,8,0
17,Private,225507,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,15,0
43,Private,185129,13,Divorced,Tech-support,Own-child,White,Male,40,0
56,Private,117148,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,0
17,Private,154908,6,Never-married,Other-service,Own-child,White,Female,10,0
48,Private,146268,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
41,Self-emp-not-inc,226505,9,Divorced,Other-service,Unmarried,White,Female,40,0
56,Local-gov,255406,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
30,Private,196385,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,1
33,Private,178615,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26,Private,181666,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,0
28,Private,247445,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
32,Private,732102,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
37,Private,138940,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
38,Private,223433,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
56,Private,168625,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,0
42,Self-emp-inc,90693,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
48,Private,98524,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
48,Local-gov,121622,14,Never-married,Prof-specialty,Unmarried,White,Female,40,0
40,Private,104196,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
60,State-gov,152711,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
41,State-gov,47902,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,1
29,Local-gov,251854,9,Never-married,Protective-serv,Not-in-family,Black,Female,40,0
27,Private,205188,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
62,Local-gov,115763,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,1
56,Private,413373,4,Married-civ-spouse,Transport-moving,Husband,White,Male,36,0
27,Private,200500,4,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
42,Private,99679,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
24,Federal-gov,130534,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
38,Local-gov,115634,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
32,Self-emp-not-inc,182691,9,Never-married,Other-service,Unmarried,White,Male,60,0
49,Local-gov,170846,14,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
51,Private,193720,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
61,Private,56009,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
28,Private,149652,6,Never-married,Other-service,Own-child,Black,Female,30,0
41,Private,67065,11,Married-civ-spouse,Sales,Husband,White,Male,40,0
29,Local-gov,180916,10,Separated,Adm-clerical,Unmarried,White,Female,38,0
37,Federal-gov,194630,14,Never-married,Exec-managerial,Own-child,White,Female,40,0
26,Private,113571,9,Never-married,Transport-moving,Not-in-family,White,Male,70,0
30,Private,174543,12,Never-married,Prof-specialty,Own-child,White,Female,40,0
47,Self-emp-inc,186410,15,Never-married,Other-service,Not-in-family,White,Male,60,1
33,Private,149726,9,Married-civ-spouse,Sales,Husband,White,Male,40,1
62,Private,174711,9,Never-married,Adm-clerical,Not-in-family,White,Female,32,0
38,Private,359001,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,0
35,State-gov,80771,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
34,Private,30673,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
42,Private,182108,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,0
38,State-gov,203628,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
30,Self-emp-not-inc,455995,7,Never-married,Craft-repair,Not-in-family,White,Male,45,1
20,Private,210781,10,Never-married,Adm-clerical,Own-child,White,Female,20,0
28,Private,109001,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,1
39,Private,165743,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
43,Private,174196,9,Never-married,Other-service,Unmarried,Black,Female,40,0
49,Private,125421,9,Married-civ-spouse,Craft-repair,Wife,White,Female,40,1
34,Private,381153,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
84,Local-gov,163685,9,Widowed,Exec-managerial,Not-in-family,White,Female,33,0
27,Private,220754,9,Never-married,Adm-clerical,Not-in-family,White,Female,70,0
50,Private,107665,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
20,Private,387779,7,Never-married,Transport-moving,Own-child,White,Male,15,0
52,Private,194580,3,Divorced,Farming-fishing,Unmarried,White,Male,40,0
28,Self-emp-not-inc,398918,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,1
20,Private,289944,10,Never-married,Other-service,Own-child,White,Female,25,0
55,Local-gov,173296,14,Divorced,Prof-specialty,Unmarried,White,Female,45,0
31,Private,194055,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,0
37,Private,175130,9,Divorced,Adm-clerical,Unmarried,White,Female,45,0
20,Federal-gov,225515,10,Never-married,Tech-support,Own-child,White,Female,24,0
34,Private,190040,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
36,Local-gov,298717,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
24,Private,170277,9,Never-married,Other-service,Not-in-family,White,Female,35,0
38,Self-emp-not-inc,175732,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,15,0
39,Private,202027,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,1
32,Private,196342,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,1
19,Local-gov,210308,10,Never-married,Adm-clerical,Own-child,White,Female,30,0
41,State-gov,210094,9,Never-married,Other-service,Not-in-family,White,Female,40,0
62,Local-gov,249078,13,Divorced,Prof-specialty,Not-in-family,Black,Female,40,0
18,Private,469921,10,Never-married,Prof-specialty,Own-child,White,Female,40,0
33,Private,312055,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
34,Self-emp-not-inc,29254,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
24,Private,117363,13,Never-married,Sales,Own-child,White,Female,35,0
26,Private,195327,9,Never-married,Sales,Own-child,White,Male,40,0
24,Private,306779,10,Never-married,Sales,Not-in-family,White,Male,65,0
57,Private,145189,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
37,Private,262409,14,Divorced,Exec-managerial,Unmarried,White,Female,45,0
35,Private,49749,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,1
45,Self-emp-inc,311231,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
66,Local-gov,157942,9,Widowed,Transport-moving,Not-in-family,Black,Female,40,0
43,Private,172577,10,Divorced,Adm-clerical,Not-in-family,White,Female,44,0
34,Private,243165,13,Married-civ-spouse,Other-service,Husband,White,Male,30,1
40,Federal-gov,130749,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,0
52,Private,204322,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
40,Private,116632,9,Divorced,Sales,Not-in-family,White,Male,60,1
30,Federal-gov,48458,10,Never-married,Adm-clerical,Own-child,Black,Female,40,0
59,Self-emp-not-inc,132925,14,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
29,Local-gov,375655,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
24,Private,183594,11,Never-married,Craft-repair,Own-child,White,Male,20,0
23,Private,184665,9,Never-married,Adm-clerical,Not-in-family,White,Female,50,0
27,Self-emp-not-inc,141795,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,0
71,Private,196610,4,Widowed,Exec-managerial,Not-in-family,White,Male,40,1
22,Private,197838,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
22,Private,243923,9,Married-civ-spouse,Transport-moving,Other-relative,White,Male,80,0
50,Private,148953,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
20,Private,243010,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,32,0
40,Private,191196,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
36,Private,132879,9,Divorced,Exec-managerial,Unmarried,White,Male,45,0
41,Local-gov,177599,13,Divorced,Prof-specialty,Unmarried,White,Female,35,0
41,Self-emp-inc,177905,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,1
65,Self-emp-inc,81413,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,0
58,Private,372181,9,Divorced,Sales,Unmarried,White,Female,40,1
47,Private,114754,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
43,Private,180599,13,Separated,Exec-managerial,Unmarried,White,Male,40,1
37,Private,189251,16,Separated,Prof-specialty,Unmarried,White,Female,40,0
53,Private,36327,9,Married-civ-spouse,Sales,Husband,White,Male,40,1
58,Private,160662,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
37,Private,171090,5,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,48,0
44,Private,198282,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
37,Self-emp-not-inc,164526,16,Never-married,Prof-specialty,Not-in-family,White,Male,45,1
19,Private,172368,7,Never-married,Transport-moving,Own-child,White,Male,20,0
49,State-gov,185800,14,Divorced,Prof-specialty,Unmarried,Black,Female,40,1
52,Private,187356,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,41,0
36,Private,195516,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
67,Private,197816,10,Married-civ-spouse,Sales,Husband,White,Male,70,0
35,Self-emp-inc,186845,13,Married-civ-spouse,Sales,Own-child,White,Male,50,1
26,Private,142914,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,75,0
27,Private,38353,11,Married-civ-spouse,Sales,Husband,White,Male,60,0
51,Private,332243,13,Divorced,Prof-specialty,Not-in-family,White,Male,45,0
40,Private,225193,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,63,0
20,Private,137895,9,Married-civ-spouse,Sales,Husband,White,Male,45,0
29,Private,258862,13,Never-married,Craft-repair,Not-in-family,White,Female,45,0
26,Private,328663,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,40,0
22,Private,234641,9,Never-married,Transport-moving,Own-child,White,Male,40,0
42,Self-emp-not-inc,336513,13,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
30,Private,237903,10,Never-married,Handlers-cleaners,Unmarried,White,Female,40,0
38,Self-emp-not-inc,280169,13,Married-civ-spouse,Sales,Husband,White,Male,50,1
44,Private,206686,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
59,Private,200700,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,48,1
61,Private,477209,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,0
58,Federal-gov,81973,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,1
28,Private,90915,13,Married-spouse-absent,Tech-support,Unmarried,Black,Female,40,0
49,Private,193366,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,1
31,Private,149507,11,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0
30,Private,75167,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,0
53,State-gov,246820,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
50,Self-emp-not-inc,83311,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,0
53,Private,123429,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
28,Private,210765,9,Never-married,Craft-repair,Own-child,White,Male,40,0
41,Self-emp-not-inc,169023,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
47,Self-emp-not-inc,218676,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0
63,Private,20323,10,Divorced,Other-service,Not-in-family,White,Female,40,0
83,Self-emp-not-inc,213866,9,Widowed,Exec-managerial,Not-in-family,White,Male,8,0
27,Private,188519,9,Divorced,Sales,Own-child,White,Female,40,0
35,Private,261293,14,Never-married,Sales,Not-in-family,White,Male,60,0
30,Private,214063,10,Never-married,Farming-fishing,Other-relative,Black,Male,72,0
36,Local-gov,241998,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
37,Private,372525,14,Divorced,Prof-specialty,Unmarried,White,Male,48,0
41,Private,36699,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,0
39,State-gov,24721,10,Divorced,Adm-clerical,Unmarried,White,Female,35,0
27,Private,277760,9,Divorced,Exec-managerial,Unmarried,White,Female,40,0
29,Private,131088,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,0
51,Private,70767,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,0
39,Private,358753,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
36,Private,267556,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
46,Private,166003,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
45,Private,170871,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
52,Private,147629,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,1
53,Private,152373,10,Divorced,Craft-repair,Not-in-family,White,Male,48,1
41,Private,162140,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
24,Private,278130,9,Never-married,Craft-repair,Own-child,White,Male,40,0
32,Private,271276,9,Married-civ-spouse,Transport-moving,Husband,White,Male,80,1
61,Private,149981,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,5,0
19,Private,263338,9,Never-married,Other-service,Own-child,White,Male,15,0
35,Private,150057,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
22,Private,117779,13,Never-married,Prof-specialty,Own-child,White,Male,40,0
39,Private,146091,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,1
40,Private,240027,10,Never-married,Sales,Unmarried,Black,Female,45,0
37,Self-emp-inc,328466,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
68,Private,214521,15,Widowed,Prof-specialty,Unmarried,White,Female,16,0
22,Local-gov,123727,10,Never-married,Prof-specialty,Not-in-family,White,Female,21,0
25,Private,138765,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
56,Private,202220,10,Separated,Tech-support,Unmarried,Black,Female,38,0
35,Private,93225,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
41,Self-emp-not-inc,193459,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
48,Federal-gov,166634,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
22,Private,109039,9,Never-married,Exec-managerial,Not-in-family,White,Female,55,0
42,Private,149909,10,Married-civ-spouse,Sales,Husband,White,Male,25,1
22,Private,279802,10,Never-married,Adm-clerical,Own-child,White,Female,40,0
52,Local-gov,199995,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
38,Private,272950,10,Never-married,Sales,Not-in-family,White,Male,50,0
25,Private,194897,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,40,0
48,Private,118889,9,Married-civ-spouse,Sales,Husband,White,Male,15,0
23,Private,141264,10,Never-married,Exec-managerial,Other-relative,Black,Female,40,0
49,Private,166857,5,Divorced,Handlers-cleaners,Not-in-family,White,Female,40,0
43,Private,184321,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,1
37,Federal-gov,214542,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,0
26,Private,279145,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
44,Private,183342,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
40,State-gov,184378,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
27,Local-gov,151626,9,Never-married,Prof-specialty,Own-child,Black,Female,40,0
49,Private,179869,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
24,Private,24243,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
30,Local-gov,44566,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,0
25,Federal-gov,406955,9,Never-married,Adm-clerical,Other-relative,White,Female,40,0
26,Private,78172,10,Married-AF-spouse,Protective-serv,Husband,White,Male,40,0
20,Private,293297,10,Never-married,Other-service,Own-child,White,Male,35,0
47,Private,225456,9,Never-married,Tech-support,Other-relative,White,Male,50,0
37,Private,298539,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
33,Private,237833,10,Divorced,Tech-support,Not-in-family,White,Female,40,0
53,Private,46155,9,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,40,0
31,Private,154297,9,Never-married,Sales,Unmarried,Black,Female,24,0
17,Private,297246,7,Never-married,Priv-house-serv,Own-child,White,Female,9,0
29,Private,151382,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,0
24,Private,228686,10,Never-married,Other-service,Not-in-family,White,Male,45,0
38,Private,190759,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
55,Self-emp-inc,120920,14,Divorced,Prof-specialty,Not-in-family,White,Female,35,0
52,State-gov,125796,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,1
37,Private,280500,10,Never-married,Tech-support,Own-child,Black,Female,40,0
28,Private,273929,9,Married-civ-spouse,Sales,Husband,White,Male,60,0
29,Self-emp-not-inc,141185,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,0
40,Private,168071,11,Divorced,Tech-support,Not-in-family,White,Male,40,0
32,Private,125856,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
47,Self-emp-inc,192894,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
55,Private,256526,9,Separated,Machine-op-inspct,Not-in-family,White,Male,45,0
40,Local-gov,153489,9,Married-civ-spouse,Other-service,Other-relative,White,Male,40,0
54,Self-emp-inc,147239,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
64,Federal-gov,271550,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
29,Private,183009,13,Never-married,Prof-specialty,Not-in-family,Other,Female,40,0
49,Private,543922,9,Married-civ-spouse,Craft-repair,Husband,White,Male,42,1
43,Private,58447,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
17,Private,347322,6,Never-married,Sales,Own-child,White,Female,20,0
52,Local-gov,305053,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Private,192149,13,Never-married,Adm-clerical,Own-child,White,Female,40,0
51,Private,144084,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
48,State-gov,148738,10,Divorced,Other-service,Own-child,White,Male,40,0
41,Private,221172,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
54,Self-emp-inc,166459,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
43,Private,111895,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
53,Private,242606,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
19,Private,159796,10,Never-married,Other-service,Own-child,White,Female,12,0
22,Private,300871,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,0
74,Private,97167,9,Married-civ-spouse,Other-service,Husband,White,Male,15,0
30,Federal-gov,355789,9,Never-married,Adm-clerical,Not-in-family,Black,Female,50,0
58,Private,51662,6,Married-civ-spouse,Other-service,Wife,White,Female,8,0
67,Private,247566,9,Married-civ-spouse,Protective-serv,Husband,White,Male,24,0
34,Private,232475,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,0
32,Private,173351,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
46,Private,149388,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
37,Self-emp-not-inc,29814,9,Never-married,Farming-fishing,Unmarried,White,Male,50,0
20,State-gov,223515,12,Never-married,Other-service,Own-child,White,Male,20,0
53,Private,234721,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,0
44,Private,106900,9,Married-civ-spouse,Sales,Husband,White,Male,68,0
37,Local-gov,126569,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
43,State-gov,143939,9,Divorced,Adm-clerical,Unmarried,White,Female,50,1
30,Private,177531,9,Never-married,Sales,Unmarried,Black,Female,25,0
34,Private,134737,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
23,Private,129767,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
24,Private,262570,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
24,Private,203518,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
24,Private,32732,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
29,Private,147340,10,Never-married,Sales,Own-child,White,Female,40,0
25,Private,330695,10,Married-civ-spouse,Sales,Husband,White,Male,50,0
53,State-gov,229465,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
