age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
25,Private,339324,13,Never-married,Tech-support,Not-in-family,White,Male,40,0
18,Private,378707,6,Never-married,Sales,Own-child,White,Female,20,0
44,Private,175943,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,0
90,Private,226968,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
18,Private,365683,9,Never-married,Adm-clerical,Own-child,White,Female,16,0
20,Private,24008,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,24,0
36,Private,146311,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
23,Local-gov,177265,9,Never-married,Other-service,Own-child,White,Female,45,0
22,Private,181773,9,Never-married,Transport-moving,Own-child,Black,Male,40,0
23,State-gov,61743,3,Never-married,Transport-moving,Not-in-family,White,Male,35,0
26,Private,193945,12,Never-married,Tech-support,Not-in-family,White,Male,45,0
18,Private,127827,8,Never-married,Sales,Own-child,White,Female,25,0
23,Private,111450,8,Never-married,Other-service,Unmarried,Black,Male,38,0
80,Self-emp-not-inc,34340,4,Widowed,Farming-fishing,Not-in-family,White,Male,35,0
58,State-gov,300623,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
19,Private,206874,11,Never-married,Adm-clerical,Own-child,Black,Female,40,0
19,Private,372483,10,Never-married,Other-service,Other-relative,Black,Male,35,0
22,Private,113550,9,Never-married,Adm-clerical,Own-child,White,Female,40,0
44,Local-gov,409505,13,Divorced,Protective-serv,Not-in-family,White,Male,40,0
27,Private,68037,10,Never-married,Exec-managerial,Not-in-family,White,Male,45,0
64,Private,159715,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,0
31,Private,188246,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
36,Private,93225,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
33,Local-gov,173806,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
48,Private,102092,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
26,Local-gov,103148,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
31,Private,118966,9,Never-married,Craft-repair,Own-child,White,Male,18,0
37,Self-emp-not-inc,245372,13,Divorced,Tech-support,Not-in-family,White,Male,15,0
39,State-gov,176949,12,Married-civ-spouse,Protective-serv,Husband,White,Male,52,0
48,Private,498328,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
56,Private,175127,9,Divorced,Craft-repair,Unmarried,White,Male,35,0
26,Private,179772,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,0
34,Private,114955,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,0
46,Self-emp-inc,98929,13,Married-civ-spouse,Sales,Husband,White,Male,52,0
58,Private,72812,6,Never-married,Other-service,Not-in-family,White,Male,40,0
23,Private,344278,10,Divorced,Exec-managerial,Unmarried,White,Female,25,0
23,Private,198992,9,Never-married,Adm-clerical,Own-child,White,Female,35,0
24,Private,219510,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,32,0
39,Local-gov,316582,14,Never-married,Prof-specialty,Not-in-family,White,Female,55,0
70,Private,184176,9,Divorced,Other-service,Not-in-family,White,Female,28,0
59,Private,205759,16,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
25,Private,187502,9,Never-married,Sales,Own-child,Black,Male,24,0
36,Private,179666,8,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,0
46,Private,148738,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,0
26,Private,60726,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,0
44,State-gov,199551,7,Separated,Tech-support,Not-in-family,Black,Male,40,0
25,Private,57512,10,Never-married,Sales,Not-in-family,White,Male,45,0
28,Private,184078,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
30,Private,72630,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,0
35,Private,25955,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,40,0
39,Private,65027,10,Married-civ-spouse,Transport-moving,Husband,White,Male,43,0
65,Private,209831,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,0
42,Private,143046,9,Never-married,Other-service,Own-child,White,Female,40,0
18,Private,446771,10,Never-married,Adm-clerical,Own-child,White,Male,25,0
46,Private,185847,9,Divorced,Transport-moving,Not-in-family,White,Male,54,0
37,Self-emp-not-inc,150993,7,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
27,Private,145784,10,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,45,0
18,Private,150817,9,Never-married,Sales,Own-child,White,Female,20,0
25,Private,231357,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
39,Private,209397,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
57,Private,135796,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,0
59,Private,366618,5,Married-civ-spouse,Other-service,Husband,White,Male,30,0
31,Private,91666,9,Never-married,Transport-moving,Not-in-family,White,Male,50,0
40,Private,234633,10,Never-married,Craft-repair,Not-in-family,White,Male,40,0
28,Private,249541,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
37,Private,267085,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Private,259300,13,Never-married,Sales,Not-in-family,White,Female,16,0
23,Private,60409,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
40,Private,145649,9,Separated,Sales,Unmarried,Black,Female,25,0
37,Private,272950,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
31,Private,142038,9,Married-civ-spouse,Craft-repair,Wife,White,Female,45,0
25,Local-gov,125863,13,Never-married,Prof-specialty,Own-child,White,Male,35,0
35,Private,179579,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
19,Private,83930,9,Never-married,Other-service,Own-child,White,Female,20,0
40,Private,134026,7,Never-married,Other-service,Other-relative,White,Male,40,0
25,Private,213385,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
22,Private,54560,9,Never-married,Other-service,Own-child,White,Male,40,0
41,Private,180181,14,Divorced,Exec-managerial,Unmarried,White,Female,40,0
55,Local-gov,88856,4,Never-married,Other-service,Unmarried,Black,Female,40,0
23,Private,122272,9,Never-married,Craft-repair,Own-child,White,Female,40,0
20,Private,228649,9,Never-married,Other-service,Own-child,White,Male,40,0
29,Private,204862,12,Divorced,Prof-specialty,Not-in-family,White,Female,36,0
52,Private,245275,6,Married-civ-spouse,Other-service,Wife,White,Female,35,0
40,Self-emp-not-inc,129298,9,Married-civ-spouse,Other-service,Husband,White,Male,45,0
38,Private,334999,9,Married-civ-spouse,Sales,Husband,White,Male,45,0
27,Private,168827,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
39,Local-gov,327435,9,Divorced,Craft-repair,Unmarried,White,Female,40,0
22,Private,505980,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
32,Private,63910,9,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,0
35,Private,184655,7,Divorced,Transport-moving,Not-in-family,White,Male,50,0
70,Private,105376,10,Never-married,Tech-support,Other-relative,White,Male,40,0
39,Local-gov,149833,13,Divorced,Prof-specialty,Unmarried,White,Female,40,0
33,Private,408813,13,Never-married,Adm-clerical,Not-in-family,White,Female,50,0
23,Private,260617,6,Never-married,Craft-repair,Not-in-family,White,Male,40,0
40,Private,262872,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
46,Private,153254,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
36,Private,166606,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
51,Self-emp-not-inc,259323,9,Married-civ-spouse,Craft-repair,Husband,White,Male,70,0
24,Private,172987,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,0
41,State-gov,187322,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
20,Private,286166,9,Never-married,Sales,Not-in-family,White,Male,48,0
19,Private,84610,10,Never-married,Other-service,Own-child,White,Female,30,0
23,Private,197200,13,Never-married,Prof-specialty,Own-child,White,Male,60,0
44,Private,297991,12,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,50,0
47,Private,97419,9,Married-civ-spouse,Protective-serv,Wife,Black,Female,40,0
44,Private,267790,5,Never-married,Other-service,Unmarried,Black,Female,40,0
31,State-gov,255830,12,Never-married,Adm-clerical,Own-child,Black,Female,45,0
47,Private,223342,9,Divorced,Adm-clerical,Unmarried,White,Female,35,0
39,Local-gov,149833,13,Divorced,Prof-specialty,Unmarried,White,Female,40,0
41,Private,31221,9,Divorced,Other-service,Unmarried,White,Female,30,0
70,Private,315868,13,Divorced,Adm-clerical,Not-in-family,White,Male,40,0
43,State-gov,254817,10,Never-married,Other-service,Not-in-family,White,Female,40,0
24,Private,229826,9,Never-married,Sales,Not-in-family,White,Male,30,0
53,Private,165745,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Federal-gov,339956,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,0
29,Private,370242,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
59,Private,87510,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
31,Private,329301,9,Divorced,Transport-moving,Not-in-family,White,Male,55,0
41,Private,96741,12,Divorced,Sales,Unmarried,White,Male,40,0
60,State-gov,165827,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,0
80,Private,202483,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,0
39,Private,143445,9,Married-civ-spouse,Other-service,Other-relative,Black,Female,40,0
23,Private,292023,9,Never-married,Machine-op-inspct,Own-child,White,Male,30,0
20,Private,170800,10,Never-married,Adm-clerical,Own-child,White,Female,15,0
17,Private,206998,7,Never-married,Handlers-cleaners,Own-child,White,Male,10,0
30,Private,186346,13,Never-married,Exec-managerial,Not-in-family,White,Female,50,0
22,Private,184665,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
19,Private,29510,10,Never-married,Other-service,Own-child,White,Female,20,0
45,Private,178922,9,Never-married,Sales,Not-in-family,White,Female,20,0
37,Self-emp-not-inc,298444,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
25,Private,49092,13,Never-married,Other-service,Own-child,White,Male,40,0
33,Private,96245,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
59,Private,195176,13,Married-civ-spouse,Sales,Husband,White,Male,72,0
23,Federal-gov,173851,9,Never-married,Armed-Forces,Not-in-family,White,Male,8,0
40,Self-emp-not-inc,49156,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,0
32,Private,309513,12,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
88,Self-emp-not-inc,206291,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
21,Private,198259,10,Never-married,Adm-clerical,Own-child,White,Female,15,0
22,Private,185279,9,Never-married,Handlers-cleaners,Own-child,White,Male,16,0
58,Private,100960,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
34,Local-gov,166545,9,Never-married,Adm-clerical,Own-child,White,Female,40,0
48,Private,330470,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,0
18,Private,118938,7,Never-married,Sales,Own-child,White,Male,18,0
17,Private,369909,6,Never-married,Other-service,Own-child,White,Male,20,0
33,Private,174201,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
43,Private,403276,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
31,Private,211334,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,0
23,Private,120046,12,Never-married,Adm-clerical,Own-child,White,Male,40,0
46,Self-emp-inc,112320,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,0
23,Private,193089,7,Never-married,Craft-repair,Own-child,White,Male,40,0
43,Private,227065,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
48,Private,139290,6,Separated,Machine-op-inspct,Own-child,White,Female,48,0
21,Private,121407,11,Never-married,Other-service,Own-child,White,Female,36,0
50,Private,200618,12,Divorced,Craft-repair,Not-in-family,White,Male,40,0
33,Private,187560,11,Married-civ-spouse,Sales,Husband,White,Male,36,0
22,Private,204160,9,Divorced,Machine-op-inspct,Own-child,White,Female,40,0
38,Private,201454,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
34,Private,127195,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
31,Private,400535,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
30,Private,262994,10,Divorced,Craft-repair,Not-in-family,Black,Male,40,0
24,Private,204172,9,Never-married,Handlers-cleaners,Own-child,White,Female,48,0
43,Self-emp-not-inc,64112,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
30,Local-gov,346122,12,Married-civ-spouse,Protective-serv,Husband,White,Male,45,0
46,Private,111979,4,Married-civ-spouse,Craft-repair,Husband,White,Male,47,0
19,Private,172368,7,Never-married,Transport-moving,Own-child,White,Male,20,0
43,Private,187861,9,Separated,Transport-moving,Unmarried,White,Female,44,0
56,Self-emp-inc,119891,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
28,Private,274964,9,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0
32,Private,137076,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
30,Private,149531,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
55,Self-emp-not-inc,95149,10,Married-civ-spouse,Transport-moving,Husband,White,Male,99,0
59,Self-emp-inc,255822,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,0
31,Private,137681,10,Married-civ-spouse,Other-service,Husband,White,Male,40,0
61,Private,175331,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
19,Local-gov,210308,10,Never-married,Adm-clerical,Own-child,White,Female,30,0
31,State-gov,188900,12,Never-married,Adm-clerical,Not-in-family,White,Female,35,0
37,Private,236328,6,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
35,Private,194490,9,Divorced,Adm-clerical,Unmarried,White,Female,38,0
26,Private,383306,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
49,Private,83622,12,Separated,Adm-clerical,Not-in-family,White,Female,40,0
33,Private,219034,7,Never-married,Sales,Not-in-family,White,Female,40,0
39,Private,150217,10,Divorced,Sales,Not-in-family,White,Female,38,0
23,Private,60331,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,0
23,Self-emp-inc,284651,13,Divorced,Sales,Not-in-family,White,Female,43,0
27,Private,175387,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
39,Private,370795,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
24,Private,163053,13,Never-married,Sales,Not-in-family,White,Female,40,0
70,State-gov,345339,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
33,Private,143851,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
19,Private,123718,10,Never-married,Sales,Own-child,White,Female,20,0
17,Private,47425,7,Never-married,Other-service,Own-child,White,Female,15,0
25,Private,218667,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
39,Private,305597,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27,Private,176683,9,Never-married,Transport-moving,Own-child,White,Male,40,0
43,Self-emp-not-inc,227298,13,Never-married,Sales,Not-in-family,White,Male,45,0
69,Self-emp-not-inc,37745,11,Married-civ-spouse,Sales,Husband,White,Male,8,0
31,Private,351187,9,Divorced,Other-service,Unmarried,White,Male,40,0
24,Private,196675,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,70,0
38,Self-emp-not-inc,112158,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,0
34,Private,27153,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
28,Self-emp-not-inc,188278,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,0
28,Private,198258,11,Married-civ-spouse,Sales,Husband,White,Male,40,0
79,Private,333230,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6,0
29,Private,190765,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,44,0
30,Private,232475,9,Separated,Craft-repair,Not-in-family,White,Male,40,0
56,State-gov,274111,14,Divorced,Prof-specialty,Not-in-family,White,Male,40,0
39,Self-emp-not-inc,48063,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,0
53,Private,71772,16,Divorced,Prof-specialty,Not-in-family,White,Male,50,0
39,Private,65738,14,Never-married,Other-service,Not-in-family,White,Female,32,0
70,Private,90245,9,Widowed,Adm-clerical,Unmarried,White,Female,5,0
34,Private,159442,9,Never-married,Prof-specialty,Not-in-family,White,Female,30,0
27,Private,335764,7,Married-civ-spouse,Sales,Own-child,Black,Male,35,0
38,Private,179262,10,Divorced,Adm-clerical,Unmarried,White,Female,30,0
19,Federal-gov,27433,8,Never-married,Other-service,Own-child,White,Female,30,0
18,Private,138557,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
31,Self-emp-not-inc,323020,10,Married-civ-spouse,Other-service,Wife,White,Female,30,0
37,Private,278632,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
68,Self-emp-inc,136218,9,Widowed,Other-service,Unmarried,White,Female,15,0
