age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
29,Federal-gov,360527,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
49,Private,248895,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,0
40,Private,79531,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,1
45,Private,360393,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
65,Self-emp-inc,208452,10,Married-civ-spouse,Sales,Husband,White,Male,35,1
18,Private,160984,7,Never-married,Other-service,Own-child,White,Female,15,0
40,Private,96129,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
23,Private,352139,10,Never-married,Other-service,Not-in-family,White,Female,24,0
32,Private,63564,9,Never-married,Other-service,Own-child,Black,Female,40,0
83,Self-emp-inc,153183,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,1
54,Private,145098,10,Married-civ-spouse,Sales,Husband,White,Male,40,1
42,Private,319016,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
56,Federal-gov,156229,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
51,Private,59590,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,0
53,Private,31588,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,52,1
22,Private,306967,10,Never-married,Adm-clerical,Not-in-family,White,Female,25,0
34,Private,155151,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
33,Private,91811,9,Separated,Transport-moving,Not-in-family,White,Male,40,0
33,Private,59944,9,Never-married,Transport-moving,Not-in-family,White,Male,40,0
24,Private,109869,10,Never-married,Other-service,Own-child,White,Male,40,0
42,Private,76487,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0
75,Self-emp-not-inc,213349,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,0
37,Local-gov,221740,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,1
23,State-gov,305498,11,Never-married,Tech-support,Not-in-family,White,Female,40,0
24,Private,223515,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
24,Private,102493,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
22,Private,256504,13,Never-married,Adm-clerical,Own-child,White,Female,40,0
25,Private,361493,13,Never-married,Sales,Not-in-family,White,Male,40,0
35,Private,191502,13,Married-civ-spouse,Sales,Husband,White,Male,60,1
47,Private,104068,9,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,0
40,Private,30682,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,1
27,Private,38599,8,Never-married,Transport-moving,Not-in-family,White,Male,40,0
58,Local-gov,489085,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,0
18,Private,231562,9,Never-married,Sales,Own-child,White,Female,33,0
19,Private,111232,9,Never-married,Sales,Own-child,White,Male,40,0
49,Private,171301,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,0
42,Private,70055,7,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
23,Private,173851,10,Never-married,Craft-repair,Not-in-family,White,Male,40,0
26,State-gov,130557,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,0
21,Private,182823,13,Never-married,Sales,Own-child,White,Male,30,0
45,Private,72896,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
33,Private,609789,12,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,0
27,Private,357348,9,Separated,Other-service,Unmarried,White,Female,50,0
23,Private,208946,13,Never-married,Sales,Own-child,White,Male,32,0
50,Private,166565,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
53,Private,49715,9,Divorced,Transport-moving,Unmarried,White,Male,40,0
28,Private,81540,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
25,Private,267284,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,0
25,Private,112847,9,Married-civ-spouse,Transport-moving,Own-child,Other,Male,40,0
24,Private,72310,10,Never-married,Sales,Own-child,White,Male,43,0
33,Private,187560,11,Married-civ-spouse,Sales,Husband,White,Male,36,0
49,Self-emp-not-inc,199326,10,Married-civ-spouse,Sales,Husband,White,Male,50,0
20,Self-emp-inc,104443,10,Never-married,Adm-clerical,Own-child,White,Female,20,0
61,Private,355645,9,Married-civ-spouse,Sales,Husband,Black,Male,40,0
36,Private,117073,9,Never-married,Craft-repair,Own-child,White,Male,40,0
22,Private,117363,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,0
17,Private,181580,7,Never-married,Other-service,Own-child,White,Female,16,0
28,Private,109001,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
23,Private,107801,13,Never-married,Adm-clerical,Own-child,White,Female,20,0
70,Private,220589,10,Widowed,Exec-managerial,Not-in-family,White,Female,12,0
19,Private,219189,8,Never-married,Other-service,Own-child,White,Male,25,0
52,Self-emp-inc,177727,6,Married-civ-spouse,Sales,Husband,White,Male,45,0
32,Local-gov,169837,12,Divorced,Exec-managerial,Not-in-family,Black,Female,40,0
25,State-gov,257064,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,38,0
20,Private,117476,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
40,Private,315321,9,Divorced,Exec-managerial,Unmarried,White,Female,52,0
38,Private,208379,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,0
37,Private,236328,6,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
40,Private,151365,9,Divorced,Craft-repair,Not-in-family,White,Female,40,0
31,Private,91964,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
35,Local-gov,331395,11,Married-civ-spouse,Protective-serv,Husband,White,Male,42,0
65,Self-emp-not-inc,223580,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
26,Private,163747,13,Never-married,Sales,Not-in-family,White,Female,55,0
27,Private,161087,9,Married-civ-spouse,Prof-specialty,Wife,Black,Female,40,0
40,Private,139193,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
57,Self-emp-not-inc,95280,10,Married-civ-spouse,Sales,Husband,White,Male,45,1
40,Private,327573,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
20,Private,146706,10,Married-civ-spouse,Sales,Other-relative,White,Female,30,0
42,Self-emp-not-inc,32546,15,Divorced,Prof-specialty,Unmarried,White,Male,40,1
33,Private,206280,9,Never-married,Adm-clerical,Not-in-family,Black,Male,40,0
61,Private,69867,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
60,Private,181953,9,Married-civ-spouse,Transport-moving,Husband,White,Male,28,0
38,Self-emp-not-inc,120985,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0
23,State-gov,33551,13,Married-civ-spouse,Tech-support,Husband,White,Male,38,0
36,State-gov,212143,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,1
19,Private,131615,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
60,Private,121832,7,Married-civ-spouse,Sales,Husband,White,Male,40,1
49,Federal-gov,216453,11,Divorced,Exec-managerial,Unmarried,Black,Female,45,0
22,State-gov,190625,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,0
36,Self-emp-not-inc,182898,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
24,Private,109307,9,Never-married,Sales,Own-child,White,Male,45,0
21,Private,118657,9,Separated,Machine-op-inspct,Other-relative,White,Male,40,0
26,Private,291968,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
64,Self-emp-not-inc,134960,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,1
18,Private,111476,7,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
19,Private,198668,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
22,Private,117363,10,Never-married,Adm-clerical,Not-in-family,White,Female,35,0
36,Private,317040,11,Divorced,Adm-clerical,Unmarried,Black,Female,54,0
37,Self-emp-not-inc,48063,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
21,State-gov,142766,10,Never-married,Other-service,Own-child,White,Male,10,0
30,Federal-gov,164552,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
28,Local-gov,207213,12,Never-married,Craft-repair,Own-child,White,Male,5,0
37,Private,102953,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
25,Self-emp-not-inc,72338,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,0
52,Self-emp-not-inc,41496,10,Married-civ-spouse,Sales,Husband,White,Male,45,0
30,Private,186932,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
35,Self-emp-not-inc,198841,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
19,Self-emp-not-inc,206599,10,Never-married,Other-service,Own-child,White,Female,22,0
39,Private,174242,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
25,State-gov,260754,13,Never-married,Protective-serv,Not-in-family,Black,Male,40,0
46,Private,167882,9,Divorced,Tech-support,Not-in-family,White,Female,43,0
29,Self-emp-not-inc,85572,7,Married-civ-spouse,Other-service,Wife,White,Female,5,0
39,Private,305597,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
20,Private,234663,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
22,Private,235853,5,Never-married,Sales,Not-in-family,White,Male,40,0
20,Private,107801,12,Never-married,Other-service,Own-child,White,Female,18,0
38,Private,226106,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,0
24,Private,206861,13,Never-married,Adm-clerical,Own-child,White,Male,40,0
58,Private,281792,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
25,Private,242464,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
34,Self-emp-not-inc,319165,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
41,Private,178002,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
39,Local-gov,189911,7,Divorced,Adm-clerical,Unmarried,White,Female,40,0
51,Federal-gov,100653,9,Divorced,Adm-clerical,Not-in-family,White,Female,8,0
30,Private,121142,13,Never-married,Sales,Not-in-family,White,Male,40,1
38,Private,36989,13,Married-civ-spouse,Other-service,Husband,White,Male,70,0
38,Private,165302,10,Divorced,Adm-clerical,Unmarried,Other,Female,40,0
24,Private,321435,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
24,Private,163665,13,Never-married,Other-service,Own-child,White,Female,40,0
32,Private,77634,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0
23,Private,183789,9,Never-married,Sales,Own-child,White,Male,40,0
24,Private,100345,13,Never-married,Prof-specialty,Own-child,White,Male,20,0
60,Private,145664,10,Divorced,Sales,Not-in-family,White,Female,48,0
28,Private,55360,10,Never-married,Sales,Not-in-family,Black,Male,50,0
50,Private,163002,9,Separated,Adm-clerical,Other-relative,White,Female,40,0
26,Private,172230,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
39,Private,194404,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
26,Private,164018,13,Married-civ-spouse,Sales,Husband,White,Male,50,0
40,Private,155190,6,Never-married,Craft-repair,Other-relative,Black,Male,55,0
42,State-gov,192397,10,Divorced,Adm-clerical,Own-child,White,Female,38,0
34,Private,509364,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,30,0
44,Self-emp-not-inc,115896,11,Widowed,Prof-specialty,Unmarried,White,Female,40,0
31,Local-gov,80058,9,Never-married,Machine-op-inspct,Own-child,White,Male,64,0
41,Private,118853,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
58,Private,94741,8,Married-civ-spouse,Other-service,Wife,White,Female,24,0
38,Private,187346,9,Never-married,Sales,Own-child,White,Female,40,0
21,State-gov,166704,10,Never-married,Other-service,Own-child,White,Female,14,0
51,Private,192182,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
40,Private,192381,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1
44,Federal-gov,244054,10,Divorced,Exec-managerial,Unmarried,White,Male,60,1
38,Private,200220,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
46,Local-gov,272780,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,24,0
26,Private,101150,9,Divorced,Exec-managerial,Not-in-family,White,Female,41,0
35,Private,347491,11,Never-married,Craft-repair,Not-in-family,White,Male,40,0
58,Private,212864,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,0
21,Private,225541,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
33,Private,150570,13,Married-civ-spouse,Sales,Husband,White,Male,40,0
30,Private,198183,11,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
31,Private,120672,7,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,0
33,Private,111567,11,Never-married,Craft-repair,Not-in-family,White,Male,40,0
35,Self-emp-not-inc,168475,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,1
22,Private,270436,9,Never-married,Other-service,Own-child,White,Male,40,0
25,Self-emp-not-inc,282631,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
56,Self-emp-not-inc,163212,9,Widowed,Adm-clerical,Unmarried,White,Female,40,1
39,Private,269455,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,0
52,Self-emp-inc,100506,10,Married-civ-spouse,Sales,Husband,White,Male,50,1
35,Private,128876,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
58,Private,136841,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,1
58,Private,224854,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
55,Private,127014,9,Married-civ-spouse,Other-service,Husband,White,Male,60,0
52,Federal-gov,617021,13,Married-civ-spouse,Tech-support,Husband,Black,Male,40,1
25,Private,134821,9,Never-married,Adm-clerical,Own-child,White,Female,40,0
21,Private,57916,9,Separated,Farming-fishing,Own-child,White,Male,40,0
33,Private,23871,12,Divorced,Prof-specialty,Unmarried,White,Female,32,0
42,Private,383493,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
27,Private,292120,9,Divorced,Tech-support,Not-in-family,White,Female,45,0
51,Private,392668,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,84,1
40,Self-emp-not-inc,34037,9,Never-married,Farming-fishing,Not-in-family,White,Male,70,0
35,Private,126569,10,Married-civ-spouse,Sales,Husband,White,Male,40,0
42,Private,251795,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,1
43,Self-emp-inc,244945,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
22,Private,185452,13,Never-married,Exec-managerial,Own-child,White,Female,40,0
23,Private,615367,13,Never-married,Sales,Not-in-family,White,Female,40,0
27,Private,311446,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
48,Private,216214,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
46,Private,175925,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
53,Local-gov,192982,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,1
63,Private,237379,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
47,Local-gov,219632,12,Separated,Exec-managerial,Not-in-family,White,Male,40,0
60,Private,76127,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,1
38,Private,166585,9,Never-married,Exec-managerial,Own-child,White,Female,40,0
39,Local-gov,149833,13,Divorced,Prof-specialty,Unmarried,White,Female,40,0
31,Private,150324,7,Divorced,Farming-fishing,Not-in-family,White,Male,50,0
42,Private,106698,10,Divorced,Other-service,Unmarried,White,Female,32,0
37,Private,233490,9,Never-married,Farming-fishing,Not-in-family,White,Male,50,0
52,Self-emp-not-inc,77336,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
41,State-gov,355756,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
