age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
23,Private,55215,13,Never-married,Sales,Own-child,White,Male,55,0
24,Private,227594,10,Never-married,Sales,Own-child,White,Female,20,0
64,Private,165020,7,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
53,Private,340723,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
43,Private,117728,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0
37,Private,267085,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
31,Private,207685,9,Never-married,Other-service,Unmarried,Black,Female,34,0
25,Private,404951,13,Never-married,Exec-managerial,Not-in-family,Black,Female,38,0
34,Private,107624,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
50,Private,138514,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,0
19,Self-emp-not-inc,137578,9,Never-married,Other-service,Own-child,White,Male,53,0
29,Self-emp-not-inc,164607,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
21,Private,231160,10,Never-married,Other-service,Own-child,White,Male,25,0
52,Private,181755,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
61,Private,123273,3,Divorced,Transport-moving,Not-in-family,White,Male,56,0
57,Private,124771,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
27,Private,59068,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
42,Private,332401,13,Never-married,Sales,Not-in-family,White,Male,40,0
27,Self-emp-not-inc,37302,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,0
44,Private,173682,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
43,Private,174575,10,Divorced,Adm-clerical,Not-in-family,White,Male,45,0
28,Private,133625,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,0
46,Private,102102,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
27,Private,314240,12,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
54,Self-emp-not-inc,168723,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
55,Self-emp-not-inc,99551,13,Widowed,Sales,Unmarried,White,Female,15,0
27,Private,160731,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
40,Private,43711,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,0
62,Private,24515,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
30,Private,188798,10,Divorced,Other-service,Own-child,White,Female,20,0
48,Private,39530,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
43,Private,243476,9,Divorced,Tech-support,Not-in-family,White,Female,40,0
43,Private,180599,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,0
27,Local-gov,289039,10,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Female,40,0
33,Private,101562,14,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
50,Private,146429,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
46,State-gov,102628,14,Widowed,Protective-serv,Unmarried,White,Male,40,0
43,Self-emp-inc,151089,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
40,Self-emp-inc,104235,14,Never-married,Other-service,Own-child,White,Male,99,0
20,Private,41721,10,Never-married,Other-service,Own-child,White,Male,60,0
47,Private,188330,9,Married-civ-spouse,Transport-moving,Husband,White,Male,25,0
50,Local-gov,231725,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
28,Local-gov,210945,13,Never-married,Prof-specialty,Not-in-family,Black,Female,60,0
35,Private,27408,10,Never-married,Sales,Not-in-family,White,Male,40,0
52,Private,53497,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
34,Private,178615,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
33,Private,226629,10,Married-civ-spouse,Other-service,Wife,White,Female,35,0
42,Private,115178,13,Divorced,Prof-specialty,Unmarried,White,Female,15,0
50,Private,256861,9,Married-civ-spouse,Sales,Husband,White,Male,80,0
28,Private,137898,12,Never-married,Sales,Own-child,White,Female,35,0
23,Private,125525,13,Never-married,Prof-specialty,Own-child,White,Male,42,0
36,Private,174887,10,Never-married,Tech-support,Not-in-family,White,Female,40,0
21,Private,253612,10,Never-married,Prof-specialty,Own-child,White,Female,32,0
17,Private,183066,6,Never-married,Other-service,Own-child,White,Female,25,0
59,Private,294395,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,0
47,Private,198223,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
27,Private,408623,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,50,0
50,State-gov,307392,14,Divorced,Prof-specialty,Unmarried,White,Female,40,0
50,Local-gov,164127,9,Never-married,Other-service,Not-in-family,Black,Female,40,0
29,Private,24562,13,Divorced,Other-service,Unmarried,Other,Female,40,0
25,Private,123586,10,Never-married,Adm-clerical,Unmarried,Other,Male,40,0
25,Private,255004,6,Never-married,Craft-repair,Not-in-family,White,Male,40,0
26,Self-emp-not-inc,151626,9,Never-married,Prof-specialty,Own-child,Black,Female,40,0
51,Local-gov,143865,6,Widowed,Other-service,Not-in-family,White,Female,24,0
21,Private,118023,9,Never-married,Farming-fishing,Own-child,White,Male,24,0
32,Local-gov,95530,10,Married-civ-spouse,Other-service,Husband,White,Male,40,0
22,Private,186452,6,Never-married,Craft-repair,Not-in-family,White,Male,30,0
31,State-gov,77634,1,Never-married,Other-service,Not-in-family,White,Male,24,0
22,Local-gov,39236,10,Never-married,Prof-specialty,Own-child,White,Female,25,0
24,Private,199444,13,Never-married,Exec-managerial,Own-child,White,Female,15,0
19,Private,71650,9,Never-married,Farming-fishing,Own-child,White,Male,40,0
24,Private,306779,11,Never-married,Exec-managerial,Own-child,White,Male,35,0
30,Private,111567,9,Never-married,Craft-repair,Own-child,White,Male,48,0
25,Private,178421,13,Never-married,Other-service,Not-in-family,White,Female,20,0
40,Private,337456,9,Divorced,Protective-serv,Unmarried,White,Female,40,0
19,Private,164320,9,Never-married,Transport-moving,Own-child,White,Male,40,0
17,Private,141590,7,Never-married,Priv-house-serv,Own-child,White,Female,12,0
40,Private,151408,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
32,Private,44677,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
28,Private,157391,13,Never-married,Sales,Own-child,White,Female,40,0
39,Private,150217,10,Divorced,Sales,Not-in-family,White,Female,38,0
33,Private,166961,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,0
24,Private,275395,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,0
28,Private,273269,10,Never-married,Craft-repair,Not-in-family,Black,Male,40,0
17,Private,202344,6,Never-married,Other-service,Own-child,White,Male,25,0
23,Private,46561,9,Divorced,Craft-repair,Not-in-family,White,Male,60,0
23,Private,179423,13,Never-married,Adm-clerical,Not-in-family,White,Female,5,0
36,Self-emp-not-inc,219611,13,Never-married,Sales,Not-in-family,Black,Female,50,0
37,Private,497300,9,Never-married,Other-service,Unmarried,Black,Male,40,0
57,Private,71367,9,Divorced,Other-service,Unmarried,White,Female,40,0
47,Private,216734,13,Divorced,Sales,Unmarried,White,Female,50,0
32,Private,173998,10,Never-married,Adm-clerical,Not-in-family,White,Female,60,0
19,Private,184710,10,Never-married,Tech-support,Own-child,White,Male,30,0
19,Private,210308,10,Never-married,Adm-clerical,Own-child,White,Female,15,0
55,Private,106498,6,Widowed,Transport-moving,Not-in-family,Black,Female,35,0
71,Self-emp-not-inc,130731,9,Widowed,Adm-clerical,Not-in-family,White,Female,35,0
32,Private,118161,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
34,Private,64830,12,Divorced,Exec-managerial,Not-in-family,White,Female,45,0
36,State-gov,170861,9,Separated,Other-service,Own-child,White,Female,32,0
29,Private,124953,13,Never-married,Prof-specialty,Own-child,White,Male,50,0
43,State-gov,114537,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
44,Private,336513,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0
20,Private,79691,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,0
27,Private,133937,14,Never-married,Sales,Own-child,White,Male,40,0
23,Private,203240,10,Never-married,Other-service,Not-in-family,White,Female,40,0
50,Private,240612,9,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,10,0
37,Private,46385,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
30,Self-emp-inc,84119,13,Never-married,Exec-managerial,Own-child,White,Male,43,0
18,Private,157131,7,Never-married,Sales,Own-child,White,Female,30,0
32,Private,295282,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
38,State-gov,272944,9,Divorced,Other-service,Not-in-family,White,Male,40,0
58,Self-emp-not-inc,234841,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,0
46,Private,28419,11,Never-married,Transport-moving,Not-in-family,White,Male,50,0
42,Self-emp-not-inc,53956,9,Divorced,Exec-managerial,Unmarried,White,Male,55,0
47,Private,216999,9,Married-civ-spouse,Sales,Husband,White,Male,45,0
21,Private,209955,9,Never-married,Craft-repair,Not-in-family,White,Male,48,0
34,Self-emp-not-inc,49707,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,0
62,State-gov,198686,9,Married-civ-spouse,Other-service,Husband,White,Male,40,0
45,Private,220641,10,Divorced,Exec-managerial,Unmarried,White,Female,40,0
53,Private,233369,10,Widowed,Exec-managerial,Unmarried,White,Female,40,0
44,Private,223308,14,Separated,Sales,Unmarried,White,Female,48,0
36,Private,348960,9,Never-married,Tech-support,Not-in-family,White,Male,50,0
34,Self-emp-inc,154227,10,Never-married,Sales,Not-in-family,White,Male,75,0
23,Local-gov,254127,13,Never-married,Prof-specialty,Other-relative,White,Female,50,0
36,Self-emp-inc,164866,12,Separated,Exec-managerial,Not-in-family,White,Male,50,0
32,Private,257978,11,Widowed,Tech-support,Unmarried,Black,Female,40,0
46,Private,29437,12,Married-civ-spouse,Sales,Husband,White,Male,50,0
31,Private,118966,9,Never-married,Craft-repair,Own-child,White,Male,18,0
19,Private,285750,9,Never-married,Handlers-cleaners,Other-relative,White,Male,30,0
42,Private,66118,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,0
23,Private,695136,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,30,0
37,Private,65390,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
47,Federal-gov,98726,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,0
20,Private,224059,9,Never-married,Other-service,Not-in-family,White,Male,40,0
36,State-gov,89508,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
47,Private,115813,12,Separated,Adm-clerical,Unmarried,White,Female,57,0
40,Private,210275,9,Separated,Transport-moving,Unmarried,Black,Female,40,0
67,Self-emp-not-inc,45814,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0
25,Private,159603,9,Never-married,Other-service,Unmarried,White,Female,34,0
54,Private,118793,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0
48,Private,191858,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
35,Private,297485,13,Divorced,Exec-managerial,Unmarried,White,Female,40,0
42,Local-gov,255847,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
20,Private,317443,10,Never-married,Adm-clerical,Own-child,Black,Female,15,0
26,Private,289700,10,Married-civ-spouse,Other-service,Husband,White,Male,25,0
45,Private,97842,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,0
20,Private,138768,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,0
50,Private,192964,9,Divorced,Sales,Unmarried,White,Female,65,0
54,Private,346014,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,0
29,Private,244566,9,Divorced,Machine-op-inspct,Unmarried,White,Male,40,0
29,Private,99369,13,Never-married,Prof-specialty,Not-in-family,Other,Female,50,0
47,State-gov,80282,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0
25,Private,235795,12,Never-married,Sales,Not-in-family,White,Male,48,0
30,State-gov,234824,9,Married-civ-spouse,Other-service,Wife,White,Female,72,0
29,Private,267989,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
60,Private,156889,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,0
21,Private,222490,11,Never-married,Adm-clerical,Own-child,White,Female,40,0
60,Self-emp-not-inc,73091,9,Separated,Other-service,Not-in-family,Black,Male,50,0
52,Private,99184,9,Divorced,Transport-moving,Not-in-family,White,Male,40,0
52,Private,31460,9,Divorced,Other-service,Not-in-family,White,Male,38,0
77,Self-emp-inc,155761,10,Married-civ-spouse,Sales,Husband,White,Male,8,0
39,Private,196308,10,Married-civ-spouse,Other-service,Wife,White,Female,24,0
22,Private,137510,10,Never-married,Adm-clerical,Own-child,White,Male,40,0
43,Private,227065,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,0
65,Private,149131,7,Divorced,Machine-op-inspct,Other-relative,White,Male,40,0
33,Private,167309,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,0
54,Self-emp-not-inc,82551,11,Married-civ-spouse,Tech-support,Other-relative,White,Female,10,0
33,Private,254221,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,0
60,Self-emp-not-inc,224377,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
45,Private,186473,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
36,Private,123151,7,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
32,State-gov,169583,16,Never-married,Prof-specialty,Not-in-family,White,Female,70,0
25,Private,200318,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,0
35,Private,220585,8,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
25,Private,218667,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
51,Self-emp-not-inc,291755,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,0
19,Private,151801,6,Never-married,Handlers-cleaners,Own-child,White,Male,39,0
44,Self-emp-inc,269733,13,Married-civ-spouse,Sales,Husband,White,Male,30,0
21,Private,197997,10,Never-married,Adm-clerical,Own-child,White,Male,30,0
27,Local-gov,74056,13,Never-married,Tech-support,Not-in-family,White,Male,50,0
17,Private,342752,7,Never-married,Handlers-cleaners,Own-child,White,Male,20,0
18,Private,141626,10,Never-married,Tech-support,Own-child,White,Male,20,0
20,Private,179423,10,Never-married,Transport-moving,Own-child,White,Female,40,0
26,Private,150062,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
71,Private,162297,9,Widowed,Sales,Unmarried,White,Female,20,0
33,Private,58582,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
61,Local-gov,35001,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
27,Private,159897,9,Never-married,Exec-managerial,Not-in-family,Black,Female,37,0
44,Federal-gov,206553,11,Divorced,Tech-support,Not-in-family,White,Male,40,0
56,Self-emp-not-inc,179594,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,0
41,Federal-gov,160467,14,Divorced,Prof-specialty,Unmarried,White,Female,40,0
39,Private,382802,6,Widowed,Machine-op-inspct,Not-in-family,Black,Male,40,0
27,Private,164607,13,Separated,Tech-support,Own-child,White,Male,50,0
48,Local-gov,187969,14,Divorced,Prof-specialty,Unmarried,White,Female,80,0
48,Private,395368,10,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,0
17,Private,211870,5,Never-married,Other-service,Not-in-family,White,Male,6,0
36,Private,141420,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,30,0
28,Private,212640,15,Never-married,Prof-specialty,Not-in-family,White,Female,85,0
25,Private,60358,13,Never-married,Exec-managerial,Own-child,White,Male,40,0
31,Private,129775,13,Married-civ-spouse,Sales,Husband,White,Male,65,0
24,Private,493034,13,Never-married,Prof-specialty,Not-in-family,Black,Male,40,0
33,Private,147700,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,0
68,Private,75913,8,Widowed,Sales,Not-in-family,White,Female,30,0
45,Local-gov,234195,9,Divorced,Adm-clerical,Unmarried,White,Female,35,0
32,Private,107417,9,Never-married,Other-service,Not-in-family,White,Male,37,0
31,Private,74501,9,Divorced,Other-service,Unmarried,White,Female,30,0
18,Private,395026,7,Never-married,Other-service,Own-child,White,Male,12,0
24,Private,113515,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
20,Private,107658,10,Never-married,Tech-support,Not-in-family,White,Female,10,0
51,Private,145166,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,0
68,Federal-gov,422013,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,0
27,Private,33429,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
24,Private,241951,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,0
39,Private,216552,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
22,Private,134746,6,Married-civ-spouse,Sales,Wife,White,Female,40,0
24,Private,208882,9,Never-married,Craft-repair,Not-in-family,Black,Male,40,0
23,Private,419554,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,54,0
24,Private,23438,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
51,Private,97005,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
20,Private,157595,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
55,Private,151474,13,Never-married,Tech-support,Other-relative,White,Female,38,0
19,Self-emp-not-inc,227310,10,Never-married,Other-service,Own-child,White,Female,25,0
27,Private,165519,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
38,Private,123833,10,Never-married,Other-service,Not-in-family,White,Male,40,0
17,Private,115551,7,Never-married,Other-service,Own-child,White,Female,20,0
38,Private,218729,9,Divorced,Other-service,Not-in-family,White,Female,25,0
48,Local-gov,78859,9,Never-married,Exec-managerial,Own-child,White,Female,40,0
51,Private,94432,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
67,Private,165082,9,Never-married,Adm-clerical,Not-in-family,White,Female,38,0
31,Private,182237,6,Separated,Transport-moving,Unmarried,White,Male,40,0
23,Private,664670,9,Never-married,Craft-repair,Own-child,Black,Male,40,0
82,Self-emp-inc,120408,10,Widowed,Sales,Not-in-family,White,Male,20,0
58,Local-gov,489085,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,0
21,Private,306850,9,Never-married,Transport-moving,Own-child,White,Male,40,0
30,Federal-gov,355789,9,Never-married,Adm-clerical,Not-in-family,Black,Female,50,0
24,Private,174461,13,Never-married,Sales,Not-in-family,White,Female,50,0
22,Private,34747,9,Never-married,Other-service,Own-child,White,Female,35,0
46,Private,59767,10,Divorced,Sales,Not-in-family,White,Male,50,0
39,Private,347814,12,Never-married,Other-service,Own-child,White,Female,56,0
43,Local-gov,413760,10,Separated,Craft-repair,Not-in-family,Black,Male,40,0
37,Private,99233,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
37,Private,177181,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
45,Private,363087,9,Separated,Machine-op-inspct,Unmarried,Black,Female,40,0
21,Private,197918,9,Never-married,Transport-moving,Own-child,White,Male,40,0
27,Private,220754,9,Never-married,Adm-clerical,Not-in-family,White,Female,70,0
42,Private,123816,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,0
40,Local-gov,108765,11,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,40,0
43,State-gov,230961,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
28,Private,55360,10,Never-married,Sales,Not-in-family,Black,Male,50,0
46,Private,265097,9,Never-married,Handlers-cleaners,Other-relative,White,Male,5,0
23,Private,182117,10,Never-married,Adm-clerical,Own-child,White,Male,40,0
27,Private,193122,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
34,Self-emp-not-inc,111985,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
39,Private,269186,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
23,Private,227594,8,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
52,Self-emp-not-inc,41496,10,Married-civ-spouse,Sales,Husband,White,Male,45,0
34,Private,304030,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,0
35,Private,474136,9,Never-married,Craft-repair,Not-in-family,White,Male,40,0
37,Private,338033,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
38,Private,323269,10,Married-civ-spouse,Other-service,Wife,Black,Female,40,0
28,Private,95725,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,0
27,Private,200227,11,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,0
19,Private,236396,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
41,Private,192712,9,Never-married,Adm-clerical,Other-relative,White,Female,40,0
32,State-gov,167049,8,Never-married,Adm-clerical,Unmarried,White,Female,40,0
24,Private,151443,9,Never-married,Machine-op-inspct,Other-relative,Black,Female,30,0
29,Private,213842,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
