age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week,label
28,Private,186720,10,Never-married,Other-service,Own-child,White,Female,50,0
27,Private,93021,9,Never-married,Adm-clerical,Unmarried,Other,Female,40,0
24,Private,103064,9,Never-married,Sales,Own-child,White,Female,55,0
49,Private,337666,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40,0
25,Self-emp-not-inc,182809,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
32,Private,172714,9,Never-married,Craft-repair,Own-child,White,Male,40,0
24,Private,241951,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,40,0
61,Private,423297,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
48,Private,141944,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
50,Private,34832,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,1
34,Private,183778,9,Divorced,Transport-moving,Not-in-family,White,Male,40,0
49,Private,188515,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
20,Private,94401,9,Never-married,Exec-managerial,Unmarried,White,Female,40,0
45,Private,102597,9,Widowed,Adm-clerical,Unmarried,White,Female,35,0
47,Private,191957,9,Married-civ-spouse,Sales,Husband,Black,Male,40,1
47,Private,198223,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
19,Private,251579,10,Never-married,Other-service,Own-child,White,Male,14,0
49,Self-emp-inc,102771,13,Married-civ-spouse,Sales,Husband,White,Male,52,1
59,Federal-gov,178660,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
41,Private,144947,13,Divorced,Exec-managerial,Unmarried,Black,Female,40,0
41,Private,125831,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
32,Private,270968,13,Divorced,Exec-managerial,Not-in-family,White,Female,50,1
22,Private,127768,10,Never-married,Other-service,Own-child,White,Male,32,1
52,Private,198824,11,Separated,Other-service,Unmarried,White,Female,35,0
20,Private,238685,10,Never-married,Other-service,Not-in-family,White,Female,32,0
37,State-gov,160910,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,0
41,Private,282948,10,Married-civ-spouse,Tech-support,Husband,Black,Male,40,0
46,Private,169953,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,0
39,Private,205359,12,Widowed,Adm-clerical,Unmarried,White,Female,45,0
28,Private,115549,10,Never-married,Machine-op-inspct,Own-child,White,Male,60,0
63,Self-emp-inc,137940,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1
43,Private,183273,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,1
54,Private,118793,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,0
27,Private,198258,13,Never-married,Sales,Own-child,White,Male,35,0
34,Local-gov,177675,10,Never-married,Protective-serv,Not-in-family,White,Male,50,1
17,Private,29571,8,Never-married,Handlers-cleaners,Own-child,White,Male,15,0
31,Private,127610,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1
37,Self-emp-inc,126569,13,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
61,Self-emp-not-inc,201965,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
54,Private,143804,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
28,Private,114158,10,Never-married,Adm-clerical,Own-child,White,Female,26,0
42,Self-emp-not-inc,29320,15,Divorced,Prof-specialty,Unmarried,White,Male,60,1
41,Private,69333,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
46,Private,249935,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,0
25,Private,40915,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,1
27,Private,55743,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,45,1
44,Private,162184,10,Separated,Adm-clerical,Unmarried,White,Female,40,0
40,Private,225978,10,Separated,Exec-managerial,Not-in-family,Black,Male,40,0
45,Private,84790,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1
28,Private,242482,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
45,Private,44489,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0
22,Private,105043,10,Never-married,Adm-clerical,Unmarried,White,Female,40,0
41,Private,155106,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
21,Private,170302,9,Never-married,Farming-fishing,Other-relative,White,Male,50,0
50,State-gov,54709,9,Divorced,Adm-clerical,Unmarried,White,Female,46,0
44,Private,116825,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,1
29,Private,285290,7,Never-married,Other-service,Unmarried,Black,Female,40,0
18,Private,79443,7,Never-married,Other-service,Own-child,White,Male,8,0
55,Private,174478,6,Never-married,Other-service,Not-in-family,White,Male,29,0
47,Private,57534,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
31,Private,143653,11,Married-civ-spouse,Sales,Husband,White,Male,50,0
50,Private,196232,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
30,Local-gov,73796,13,Separated,Prof-specialty,Not-in-family,White,Female,40,0
27,Private,333990,11,Never-married,Exec-managerial,Own-child,White,Female,40,0
38,Private,207202,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,1
31,Private,217460,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,1
36,Private,113481,9,Divorced,Craft-repair,Not-in-family,White,Male,40,0
63,Private,196725,9,Widowed,Other-service,Unmarried,White,Female,24,0
61,State-gov,130466,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,40,0
29,Federal-gov,116394,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,50,1
26,Self-emp-not-inc,284343,12,Never-married,Craft-repair,Not-in-family,White,Male,40,0
56,Private,56331,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,32,0
38,Private,111499,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,1
60,Self-emp-not-inc,89884,9,Married-civ-spouse,Sales,Husband,White,Male,50,0
42,Local-gov,201495,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,1
40,State-gov,50093,14,Divorced,Prof-specialty,Unmarried,White,Female,20,0
32,Private,141490,11,Divorced,Exec-managerial,Unmarried,White,Female,50,0
58,Private,316849,10,Divorced,Other-service,Not-in-family,White,Male,40,0
33,Private,382764,13,Never-married,Exec-managerial,Own-child,White,Male,40,0
21,Private,83141,9,Never-married,Farming-fishing,Not-in-family,White,Male,53,0
41,Private,208470,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
18,Private,94196,9,Never-married,Handlers-cleaners,Own-child,White,Female,25,0
48,Local-gov,121622,14,Never-married,Prof-specialty,Unmarried,White,Female,40,0
34,Private,115040,9,Married-civ-spouse,Craft-repair,Husband,White,Male,44,0
59,Private,214052,3,Divorced,Machine-op-inspct,Unmarried,White,Female,40,0
27,Private,220754,9,Never-married,Adm-clerical,Not-in-family,White,Female,70,0
28,Private,46868,14,Never-married,Tech-support,Not-in-family,White,Female,40,0
27,Private,203776,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,0
43,Self-emp-not-inc,56920,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
24,Private,278107,9,Never-married,Craft-repair,Own-child,White,Male,60,0
58,Private,210673,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
27,Private,136448,13,Never-married,Adm-clerical,Not-in-family,Black,Female,40,0
28,Private,51961,10,Never-married,Tech-support,Own-child,Black,Male,24,0
25,Private,265618,9,Separated,Protective-serv,Own-child,Black,Male,40,0
55,Self-emp-not-inc,185195,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,0
57,Self-emp-not-inc,24473,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
24,Private,437666,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
64,Private,137205,11,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
26,Federal-gov,218782,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,40,0
55,Private,160362,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
23,Private,27776,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,0
36,Private,281021,9,Never-married,Transport-moving,Not-in-family,White,Male,45,0
24,Private,274398,10,Never-married,Adm-clerical,Own-child,Black,Female,20,0
32,Private,97723,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
50,Private,166220,12,Married-civ-spouse,Sales,Wife,White,Female,40,0
23,State-gov,215443,10,Never-married,Adm-clerical,Not-in-family,White,Male,15,0
35,Private,82622,9,Never-married,Other-service,Own-child,White,Male,40,0
60,State-gov,152711,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
32,Private,207937,10,Never-married,Craft-repair,Not-in-family,White,Male,40,0
43,Private,393354,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,1
51,Private,144084,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,0
52,Private,217663,9,Married-civ-spouse,Sales,Husband,White,Male,45,1
37,Local-gov,365430,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
65,Private,212562,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,0
37,Private,176293,10,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,30,0
30,Private,77266,9,Divorced,Transport-moving,Not-in-family,White,Male,55,0
33,Self-emp-not-inc,192256,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
50,Self-emp-inc,195322,16,Separated,Prof-specialty,Not-in-family,White,Male,40,1
24,Private,222005,9,Never-married,Other-service,Other-relative,White,Male,30,0
58,Private,123436,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
26,State-gov,175044,10,Never-married,Protective-serv,Own-child,White,Male,40,0
66,Private,86010,6,Widowed,Transport-moving,Not-in-family,White,Female,11,0
50,Private,108435,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
44,Private,268098,8,Never-married,Transport-moving,Not-in-family,Black,Male,36,0
24,State-gov,197731,9,Married-civ-spouse,Transport-moving,Husband,White,Male,49,1
66,Federal-gov,38621,11,Widowed,Other-service,Unmarried,Black,Female,40,0
26,Private,336404,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
52,Self-emp-not-inc,129311,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,95,1
35,State-gov,349066,9,Divorced,Machine-op-inspct,Own-child,White,Male,40,0
38,Private,358682,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
21,Private,182117,10,Never-married,Other-service,Own-child,White,Male,15,0
51,Self-emp-inc,210736,9,Never-married,Exec-managerial,Not-in-family,White,Male,40,1
35,Private,199753,9,Never-married,Machine-op-inspct,Own-child,White,Male,48,0
30,Private,340917,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1
44,State-gov,185832,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,46,1
41,Local-gov,195897,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,0
33,Private,194901,9,Never-married,Craft-repair,Not-in-family,White,Male,45,0
57,Private,300104,9,Married-civ-spouse,Craft-repair,Husband,White,Male,84,1
54,Private,346014,10,Married-civ-spouse,Craft-repair,Wife,White,Female,40,0
46,Private,273575,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,1
65,Local-gov,24824,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
28,Self-emp-inc,115705,10,Never-married,Exec-managerial,Not-in-family,White,Male,50,0
28,Private,116372,13,Never-married,Exec-managerial,Not-in-family,White,Female,60,0
30,Private,373213,11,Divorced,Sales,Not-in-family,White,Female,40,1
39,Private,286789,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
58,State-gov,40925,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0
40,Private,445382,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
37,State-gov,252939,11,Never-married,Prof-specialty,Unmarried,Black,Female,40,0
47,Self-emp-not-inc,117865,9,Married-AF-spouse,Craft-repair,Husband,White,Male,90,0
44,Private,203761,13,Never-married,Prof-specialty,Own-child,White,Male,40,1
26,Private,115717,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
24,Self-emp-not-inc,267396,13,Never-married,Sales,Not-in-family,White,Male,40,0
27,State-gov,192257,9,Never-married,Protective-serv,Own-child,White,Male,40,0
32,State-gov,171111,13,Never-married,Adm-clerical,Not-in-family,White,Male,37,0
45,Local-gov,189890,9,Never-married,Adm-clerical,Unmarried,White,Female,40,0
34,Private,265706,14,Never-married,Sales,Unmarried,White,Male,60,1
19,Local-gov,210308,10,Never-married,Adm-clerical,Own-child,White,Female,30,0
53,Private,126592,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,1
41,Private,425049,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1
33,Local-gov,175509,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
40,Self-emp-not-inc,325159,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,1
43,Private,141858,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0
26,Private,104746,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
20,Private,110597,10,Never-married,Sales,Own-child,White,Female,30,0
17,Private,159849,7,Never-married,Protective-serv,Own-child,White,Female,30,0
24,Private,170070,13,Never-married,Tech-support,Not-in-family,White,Female,20,0
51,Private,195105,9,Divorced,Priv-house-serv,Own-child,White,Female,40,0
43,Local-gov,174395,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,0
23,Private,39182,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
29,Private,176760,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,0
57,Self-emp-not-inc,47857,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,0
48,Self-emp-not-inc,139212,10,Divorced,Craft-repair,Not-in-family,White,Male,40,0
18,Private,172076,10,Never-married,Other-service,Own-child,White,Female,25,0
55,Private,282753,3,Divorced,Other-service,Unmarried,Black,Male,25,0
41,Private,45366,9,Married-civ-spouse,Craft-repair,Husband,White,Male,72,1
39,Local-gov,207853,8,Married-civ-spouse,Tech-support,Husband,White,Male,50,0
25,Private,197871,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,0
52,Private,127315,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
42,Private,230684,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0
57,Private,204751,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
29,Private,119170,10,Separated,Tech-support,Unmarried,White,Female,40,0
62,Private,128092,9,Widowed,Adm-clerical,Not-in-family,White,Female,32,0
22,Private,51985,10,Never-married,Craft-repair,Own-child,White,Male,30,0
47,Private,178686,11,Never-married,Other-service,Not-in-family,White,Male,40,0
27,Private,97490,10,Divorced,Craft-repair,Unmarried,White,Female,40,0
32,Private,120426,9,Separated,Adm-clerical,Unmarried,White,Female,40,0
22,Private,122272,13,Never-married,Adm-clerical,Own-child,White,Female,35,0
39,Private,421633,10,Divorced,Protective-serv,Unmarried,Black,Female,30,0
34,State-gov,240283,9,Divorced,Transport-moving,Unmarried,White,Female,40,0
37,Private,210945,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,24,0
25,Private,234665,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,0
18,Self-emp-inc,147612,9,Never-married,Farming-fishing,Own-child,White,Female,8,0
46,Local-gov,236827,5,Separated,Other-service,Unmarried,Black,Female,40,0
47,Private,192984,10,Widowed,Adm-clerical,Unmarried,White,Female,40,0
54,Self-emp-not-inc,118365,6,Divorced,Other-service,Not-in-family,Black,Female,10,0
23,Private,137214,9,Married-civ-spouse,Sales,Husband,Black,Male,37,0
17,Private,41979,6,Never-married,Farming-fishing,Own-child,White,Male,40,0
50,Private,149770,14,Never-married,Prof-specialty,Unmarried,White,Female,40,0
18,Self-emp-not-inc,157131,7,Never-married,Sales,Own-child,White,Female,40,0
45,Private,128378,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,0
30,Private,269723,9,Never-married,Exec-managerial,Not-in-family,White,Female,40,0
28,Private,136985,9,Married-civ-spouse,Other-service,Husband,White,Male,35,0
20,Private,109813,7,Never-married,Tech-support,Other-relative,White,Male,40,0
34,Private,202450,9,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1
48,Private,138970,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
39,Self-emp-inc,329980,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
34,Private,114691,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
28,Self-emp-inc,219705,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,0
32,Private,215047,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
41,Private,166662,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1
42,Private,44121,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,0
42,Private,204235,9,Married-civ-spouse,Sales,Husband,White,Male,40,0
39,State-gov,141420,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0
24,Private,165064,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,0
39,Private,167482,9,Married-civ-spouse,Other-service,Husband,White,Male,60,1
46,Private,161508,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,0
60,Federal-gov,237317,11,Divorced,Prof-specialty,Unmarried,White,Male,40,1
22,Private,129172,10,Never-married,Other-service,Own-child,White,Male,16,0
38,Local-gov,225605,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,0
42,Private,204235,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
31,Private,206051,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1
46,Private,233511,13,Divorced,Craft-repair,Not-in-family,White,Male,48,0
33,Private,268451,10,Divorced,Exec-managerial,Unmarried,White,Female,40,0
19,Private,151506,9,Never-married,Other-service,Own-child,White,Female,30,0
55,Private,80445,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0
24,Private,216469,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,0
47,Private,239865,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1
51,State-gov,243631,6,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,0
49,Private,215389,13,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,48,0
22,Private,113550,9,Never-married,Adm-clerical,Own-child,White,Female,40,0
23,Private,193090,13,Never-married,Adm-clerical,Own-child,White,Female,30,0
42,Private,168515,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,0
70,Self-emp-inc,247383,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1
34,Private,27494,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,48,1
40,Private,175686,10,Divorced,Adm-clerical,Unmarried,White,Female,40,0
37,Private,179671,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,0
38,Private,123833,10,Never-married,Other-service,Not-in-family,White,Male,40,0
25,Local-gov,58441,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,0
21,Private,180052,10,Never-married,Transport-moving,Own-child,White,Male,30,0
54,Federal-gov,175083,9,Never-married,Adm-clerical,Unmarried,White,Female,20,0
36,Private,343476,9,Divorced,Craft-repair,Not-in-family,White,Male,30,0
35,State-gov,126569,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1
38,Private,289148,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,40,0
52,Private,99736,14,Divorced,Prof-specialty,Unmarried,White,Male,50,1
27,State-gov,206889,12,Never-married,Protective-serv,Not-in-family,White,Male,40,0
47,Self-emp-not-inc,107231,12,Married-civ-spouse,Craft-repair,Husband,White,Male,65,0
17,Private,27032,6,Never-married,Sales,Own-child,White,Female,12,0
35,Private,268661,10,Married-civ-spouse,Sales,Husband,White,Male,50,0
34,State-gov,189843,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
48,Private,47343,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1
57,State-gov,283635,10,Divorced,Craft-repair,Not-in-family,White,Female,40,0
51,Self-emp-not-inc,306784,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,0
32,Private,73621,10,Divorced,Exec-managerial,Unmarried,White,Female,42,0
51,Private,206775,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,0
49,Private,323798,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,0
36,Private,175759,9,Divorced,Exec-managerial,Unmarried,White,Male,40,0
58,Private,106546,9,Divorced,Adm-clerical,Unmarried,White,Female,40,0
51,Self-emp-not-inc,174824,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,1
25,Private,112847,9,Married-civ-spouse,Transport-moving,Own-child,Other,Male,40,0
41,Federal-gov,192589,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
17,Private,198124,7,Never-married,Sales,Own-child,White,Male,20,0
28,Private,203776,6,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0
49,Private,309033,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,1
24,Private,234640,11,Never-married,Other-service,Own-child,White,Female,35,0
20,Private,244406,9,Never-married,Adm-clerical,Own-child,Black,Female,40,0
62,Private,159841,9,Widowed,Other-service,Not-in-family,White,Female,24,0
44,Private,120057,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1
39,Self-emp-not-inc,363418,13,Separated,Craft-repair,Own-child,White,Male,35,0
25,Private,120238,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,0
38,Private,320305,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,0
23,Private,113601,10,Never-married,Handlers-cleaners,Own-child,White,Male,30,0
46,Self-emp-not-inc,157117,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0
18,Private,118938,7,Never-married,Sales,Own-child,White,Male,18,0
22,Private,216181,7,Never-married,Craft-repair,Own-child,White,Male,45,0
17,Private,286960,7,Never-married,Prof-specialty,Own-child,White,Male,40,0
30,Federal-gov,49593,15,Never-married,Prof-specialty,Not-in-family,Black,Female,40,0
31,Private,236861,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0
62,Private,271431,5,Married-civ-spouse,Other-service,Husband,Black,Male,42,0
32,Private,396745,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,1
50,Self-emp-inc,174855,9,Divorced,Exec-managerial,Unmarried,White,Female,40,0
51,Private,182944,9,Widowed,Tech-support,Unmarried,Black,Female,40,0
45,Private,89028,9,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,1
47,Local-gov,36169,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1
53,Private,194259,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1
42,Self-emp-not-inc,120837,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,0
32,Private,29933,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1
58,Self-emp-not-inc,33309,9,Widowed,Farming-fishing,Not-in-family,White,Male,80,0
52,Private,109413,9,Never-married,Sales,Not-in-family,White,Male,40,0
31,Private,206609,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0
55,State-gov,181641,10,Divorced,Prof-specialty,Not-in-family,Black,Female,37,0
