Street,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
large_local,50.0,96.0,30.18,4.0,S,Overcast,False,False,False,False,False,False,False,False,Day
Highway,66.0,93.0,29.66,10.0,SE,Fair,False,False,False,False,False,False,False,False,Night
large_local,47.0,32.0,30.31,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
Highway,46.0,96.0,30.19,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
Beltway,91.0,53.0,30.19,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,67.8,95.0,30.03,7.0,E,Drizzle,False,False,False,False,False,True,False,False,Day
local,76.0,74.0,29.36,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
Highway,54.0,37.0,30.33,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
local,80.0,74.0,29.83,10.0,SE,Cloudy,False,True,False,False,False,False,False,False,Day
Interstate,73.4,100.0,30.1,6.0,E,Drizzle,False,False,False,False,False,False,False,False,Day
Interstate,65.0,98.0,29.87,6.0,E,Drizzle,False,False,True,False,False,False,False,False,Day
large_local,72.0,55.0,30.05,10.0,Variable,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,57.0,38.0,29.99,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,32.0,41.0,30.11,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,82.0,56.0,29.36,10.0,N,Fair,False,False,False,False,False,False,False,False,Night
Highway,54.0,46.0,30.06,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
local,51.0,49.0,30.02,10.0,N,Mostly Cloudy,False,True,False,False,False,False,False,False,Day
Highway,69.0,100.0,29.95,6.0,S,Rain,False,False,False,False,False,False,False,False,Night
Interstate,67.0,81.0,29.91,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
Highway,93.0,57.0,29.8,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,60.0,13.0,29.94,10.0,W,Fair,False,False,False,False,False,False,False,True,Day
Interstate,73.0,100.0,30.06,10.0,N,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,80.0,47.0,29.12,10.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,50.0,54.0,30.18,10.0,Variable,Partly Cloudy,False,False,False,False,False,False,False,False,Day
local,41.0,57.0,26.91,10.0,SW,unknown,False,False,False,False,False,False,False,False,Night
Highway,37.0,90.0,29.75,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
large_local,56.0,95.0,30.13,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Beltway,41.0,51.0,29.86,10.0,S,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,50.0,61.0,30.26,10.0,SW,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
local,40.0,49.0,29.95,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,30.0,100.0,29.73,1.0,NE,Snow,False,False,False,False,False,False,False,False,Night
large_local,57.0,50.0,29.88,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,84.2,55.0,30.17,10.0,E,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,69.0,90.0,29.39,4.0,SE,Drizzle,False,False,False,False,False,False,False,False,Day
large_local,43.0,87.0,30.3,10.0,SE,Fair,False,False,False,False,False,False,False,True,Day
Highway,62.0,59.0,29.2,10.0,SE,Drizzle,False,False,False,False,False,False,False,False,Night
Interstate,72.0,100.0,29.94,10.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Night
large_local,60.0,69.0,30.15,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
Highway,69.0,96.0,29.42,3.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,61.0,59.0,30.25,8.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
Highway,69.3,77.0,29.9,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
Highway,35.6,52.0,29.77,10.0,W,Scattered Clouds,False,False,False,False,False,False,False,False,Night
local,77.0,45.0,29.38,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
local,39.2,81.0,30.23,6.0,SE,Overcast,False,False,False,False,False,False,False,False,Night
local,33.8,60.0,29.73,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,77.0,83.0,30.15,7.0,S,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
local,67.0,93.0,29.82,6.0,NE,Drizzle,False,False,False,False,False,False,False,True,Day
Interstate,79.0,69.0,29.17,10.0,NE,Drizzle,False,False,False,False,False,False,False,False,Day
large_local,87.8,40.0,30.05,10.0,NW,Clear,False,False,True,False,False,False,False,False,Day
Highway,39.0,70.0,29.74,10.0,W,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
local,70.0,68.0,29.08,10.0,NE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,40.0,63.0,29.94,10.0,N,Cloudy,False,False,True,False,False,False,False,False,Night
local,89.0,53.0,29.77,10.0,NE,Fair,False,False,False,False,False,False,False,True,Day
Highway,61.0,93.0,29.52,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,39.0,61.0,30.0,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,82.0,20.0,29.97,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,60.0,99.0,29.65,5.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,50.0,82.0,30.08,7.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,32.0,88.0,29.82,4.0,NE,Wintry Mix,False,False,False,False,False,False,False,False,Night
Highway,75.0,69.0,30.25,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,67.0,66.0,30.24,10.0,SE,Cloudy,False,False,False,False,False,False,False,False,Day
Highway,76.0,91.0,30.21,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,46.0,63.0,29.49,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,66.0,100.0,30.0,3.0,E,Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,66.0,88.0,30.07,3.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
large_local,69.1,70.0,30.04,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
Beltway,53.0,89.0,30.08,10.0,NE,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,82.9,24.0,29.85,10.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
Beltway,87.0,59.0,29.78,10.0,N,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,36.0,81.0,30.53,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,45.0,93.0,30.11,5.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Day
local,76.0,60.0,29.96,10.0,NW,Fair,False,False,False,False,False,False,False,True,Day
Beltway,43.0,62.0,30.35,10.0,NE,Fair,False,False,False,False,False,False,False,False,Day
Highway,53.0,100.0,29.98,0.0,SW,Fog,False,False,True,False,False,False,False,False,Day
large_local,50.0,94.0,29.46,5.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,94.0,56.0,29.8,10.0,SE,Partly Cloudy,False,False,True,False,False,False,False,False,Day
local,76.0,60.0,29.98,10.0,NW,Fair,False,False,False,False,False,True,False,True,Day
Highway,80.0,42.0,29.72,10.0,SW,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
large_local,43.0,56.0,29.45,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,68.0,31.0,29.86,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
Beltway,29.0,88.0,29.8,10.0,N,Cloudy,False,False,False,False,False,False,False,False,Night
local,77.0,74.0,30.1,10.0,E,Fair,False,False,False,False,False,False,False,False,Night
large_local,62.0,32.0,29.85,10.0,N,Fair,False,False,False,False,False,False,False,True,Day
local,67.0,79.0,29.88,10.0,SW,Cloudy,False,False,False,False,False,False,False,False,Day
Tunnel,41.0,39.0,30.25,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
large_local,32.0,56.0,29.92,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
Beltway,62.6,91.0,29.9,7.0,N,Overcast,False,False,False,False,False,False,False,False,Day
Interstate,34.0,85.0,30.01,4.0,E,Rain,False,False,False,False,False,False,False,False,Night
Interstate,48.9,27.0,30.25,10.0,Variable,Clear,False,False,False,False,False,False,False,False,Day
Interstate,33.0,96.0,29.3,5.0,SW,Snow,False,False,False,False,False,False,False,False,Day
Highway,45.0,48.0,29.73,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,75.0,94.0,29.95,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
Interstate,87.0,39.0,29.22,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
Interstate,54.0,93.0,29.9,3.0,SE,Drizzle,False,False,False,False,False,False,False,False,Day
Beltway,54.0,59.0,30.06,10.0,SE,Fair,False,False,False,False,False,False,False,False,Night
Interstate,36.0,55.0,29.0,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
local,100.0,35.0,29.67,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
local,50.0,94.0,30.06,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
Highway,23.0,94.0,30.11,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,70.0,68.0,29.87,10.0,SE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
local,91.0,49.0,29.85,10.0,NW,Fair,False,False,True,False,False,False,False,False,Day
Beltway,48.0,95.0,29.79,10.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
Beltway,30.0,100.0,29.61,5.0,NE,Light Freezing Rain,False,False,False,False,False,False,False,False,Night
Highway,67.1,67.0,30.03,10.0,SW,Scattered Clouds,False,False,True,False,False,False,False,False,Day
Interstate,46.0,46.0,29.77,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Night
local,79.0,83.0,29.81,9.0,NE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,55.0,80.0,29.88,10.0,S,Cloudy,False,True,False,False,False,False,False,True,Day
large_local,72.0,93.0,29.88,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
Interstate,53.1,34.0,29.91,10.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,71.0,76.0,29.9,10.0,NE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,80.6,70.0,29.88,10.0,SE,Clear,False,False,False,False,False,False,False,False,Day
Highway,28.0,93.0,29.79,0.25,NE,Snow,False,False,False,False,False,False,False,False,Day
Beltway,44.6,93.0,29.77,5.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
large_local,72.0,83.0,29.61,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,74.0,97.0,29.25,8.0,W,Cloudy,False,True,False,False,False,False,False,True,Day
Interstate,21.0,100.0,30.31,5.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,55.0,100.0,30.08,0.25,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
Tunnel,30.9,79.0,29.92,10.0,SE,Overcast,False,False,True,False,False,False,False,False,Day
Interstate,66.0,98.0,29.17,7.0,SE,Rain,False,False,False,False,False,False,False,False,Night
large_local,71.6,63.0,29.98,10.0,W,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
Interstate,73.0,68.0,29.7,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,33.8,25.0,30.58,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
Interstate,83.0,67.0,29.92,10.0,Variable,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,50.0,87.0,29.48,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,63.0,100.0,29.75,4.0,NE,Drizzle,False,False,False,False,False,False,False,False,Day
Highway,30.0,51.0,30.29,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
Interstate,87.0,57.0,29.65,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,64.0,94.0,30.15,2.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,89.0,57.0,29.85,10.0,S,Thunder,False,False,False,False,False,False,False,False,Day
local,66.9,93.0,29.76,10.0,S,Scattered Clouds,False,False,False,False,False,False,False,False,Night
local,68.0,30.0,29.79,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
local,84.0,37.0,29.67,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Highway,33.1,78.0,30.1,9.0,SE,Clear,False,False,False,False,False,False,False,False,Day
Interstate,82.0,35.0,30.01,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
local,61.0,100.0,29.51,5.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Day
Interstate,70.0,35.0,30.09,10.0,NW,Partly Cloudy,False,False,True,False,False,False,False,False,Day
Highway,82.0,74.0,29.93,10.0,SE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Tunnel,61.0,82.0,29.96,7.0,NW,Drizzle,False,False,False,False,False,False,False,False,Day
large_local,69.1,65.0,29.96,10.0,Variable,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
local,33.0,97.0,29.56,1.0,NW,Snow,False,False,False,False,False,False,False,False,Night
Highway,78.0,62.0,29.83,10.0,SE,Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,48.0,41.0,30.1,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,62.6,72.0,29.77,4.0,NW,Rain,False,False,False,False,False,False,False,False,Day
local,20.0,36.0,30.52,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,26.6,43.0,30.5,10.0,S,Overcast,False,False,False,False,False,False,False,False,Day
Highway,90.0,75.0,29.9,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Beltway,64.0,69.0,29.99,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Highway,68.0,87.0,29.56,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
Interstate,91.0,42.0,29.92,10.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
large_local,65.0,93.0,29.76,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Highway,53.6,51.0,30.18,10.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
Highway,67.0,70.0,29.83,10.0,S,Fair,False,False,False,False,False,False,False,False,Night
local,47.0,42.0,30.06,10.0,Variable,Cloudy,False,False,False,False,False,False,False,True,Day
Beltway,34.0,92.0,30.11,5.0,Calm,Clear,False,False,True,False,False,False,False,False,Day
local,56.0,39.0,29.96,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
large_local,46.4,62.0,30.01,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
large_local,79.0,89.0,29.73,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Interstate,29.0,84.0,30.0,10.0,N,Fair,False,False,False,False,False,False,False,False,Night
Beltway,87.0,50.0,29.79,10.0,SE,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
Beltway,71.6,94.0,29.83,4.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
Beltway,75.0,58.0,29.97,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
local,27.0,78.0,30.51,9.0,NW,Fair,False,False,False,False,False,False,False,False,Day
local,45.0,93.0,29.85,10.0,SW,Cloudy,False,False,False,False,False,False,False,True,Night
large_local,60.8,94.0,30.02,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
Highway,45.0,27.0,30.03,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,52.0,50.0,30.17,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,55.0,72.0,29.77,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,60.8,100.0,30.12,2.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
local,46.4,100.0,30.35,0.5,SW,Fog,False,False,False,False,False,False,False,False,Night
local,44.1,65.0,30.13,10.0,N,Scattered Clouds,False,False,False,False,False,False,False,False,Day
Beltway,55.0,94.0,29.7,10.0,W,Drizzle,False,False,True,False,False,False,False,False,Night
Beltway,61.7,48.0,30.02,10.0,S,Clear,False,False,False,False,False,False,False,False,Night
Interstate,44.1,79.0,30.37,10.0,NE,Overcast,False,False,True,False,False,False,False,False,Day
local,75.2,83.0,30.09,10.0,SE,Overcast,False,False,True,False,False,False,False,False,Day
local,53.0,76.0,29.83,10.0,E,Partly Cloudy,False,False,False,False,False,False,False,True,Day
local,27.0,100.0,30.21,1.0,NE,Cloudy,False,False,True,False,False,False,False,False,Day
Beltway,84.0,54.0,29.86,10.0,S,Partly Cloudy,False,False,True,False,False,False,False,False,Day
large_local,48.0,93.0,30.38,10.0,Calm,Fair,False,False,False,False,False,True,False,False,Night
Highway,81.7,53.0,30.18,10.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
local,73.0,42.0,30.37,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
local,21.2,50.0,30.28,10.0,NW,Clear,False,True,False,False,False,False,False,False,Night
Highway,52.7,64.0,29.91,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
Highway,59.0,69.0,29.31,10.0,Variable,Clear,False,False,False,False,False,False,True,False,Day
local,72.0,94.0,29.69,10.0,SE,Fair,False,False,False,False,False,False,False,True,Night
large_local,59.0,96.0,29.94,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,58.0,62.0,29.71,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
Interstate,39.9,100.0,30.0,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Night
large_local,50.0,43.0,29.57,10.0,NW,Clear,False,False,True,False,False,False,False,False,Day
Interstate,70.0,94.0,29.77,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,50.0,76.0,30.48,10.0,S,Fair,False,False,False,False,False,True,False,False,Day
Beltway,83.0,68.0,29.6,10.0,SW,Fair,False,False,False,False,False,False,False,False,Night
local,90.0,55.0,29.71,10.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,79.0,33.0,29.9,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,89.6,33.0,30.1,10.0,S,Scattered Clouds,False,False,False,False,False,False,False,False,Day
large_local,61.0,99.0,29.94,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Interstate,53.1,57.0,30.12,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,73.0,96.0,29.95,7.0,SE,Overcast,False,False,True,False,False,False,False,False,Day
Interstate,46.0,89.0,30.1,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,53.0,31.0,29.97,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,55.4,94.0,29.96,2.0,S,Rain,False,False,False,False,False,False,False,False,Day
local,81.0,37.0,29.83,10.0,NE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,77.0,90.0,30.18,10.0,S,Rain,False,False,True,False,False,False,False,False,Day
Highway,61.0,82.0,29.84,10.0,SE,Windy,False,False,True,False,False,False,False,False,Day
Highway,60.0,47.0,30.05,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,32.0,64.0,29.81,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,50.0,96.0,29.9,10.0,W,Fair,False,False,False,False,False,False,False,False,Night
Interstate,89.0,38.0,29.28,10.0,S,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Highway,79.0,51.0,29.85,7.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Interstate,36.0,87.0,29.95,7.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
Beltway,50.0,100.0,29.48,10.0,NE,Cloudy,False,False,True,False,False,False,False,False,Day
Highway,65.0,97.0,29.92,0.06,NE,Drizzle,False,False,True,False,False,False,False,False,Night
large_local,36.0,55.0,30.09,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
Interstate,28.4,93.0,30.54,10.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Night
large_local,65.0,93.0,30.05,2.0,E,Fog,False,False,False,False,True,False,False,True,Day
Interstate,28.4,93.0,30.35,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
Beltway,47.7,56.0,30.12,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
large_local,88.0,40.0,29.72,10.0,NW,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
local,41.0,76.0,30.12,7.0,SE,Drizzle,False,False,False,False,False,False,False,False,Day
local,59.0,67.0,29.48,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
large_local,48.9,59.0,30.22,10.0,Variable,Overcast,False,False,False,False,False,False,False,False,Night
Highway,61.0,100.0,30.34,2.0,Calm,Fog,False,False,False,False,False,False,False,False,Day
local,88.0,55.0,29.63,10.0,S,Mostly Cloudy,False,True,False,False,False,False,False,True,Day
Interstate,34.0,70.0,30.49,10.0,Calm,Fair,False,False,True,False,False,False,False,False,Day
large_local,66.0,29.0,29.48,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
Beltway,81.0,82.0,30.0,10.0,S,Scattered Clouds,False,False,False,False,False,False,False,False,Night
Highway,63.0,63.0,29.48,10.0,S,Cloudy,False,False,False,False,False,False,False,True,Day
Highway,71.0,93.0,29.94,8.0,NW,Fair,False,False,False,False,False,False,False,False,Night
Interstate,82.0,71.0,29.73,10.0,SW,Thunder,False,False,False,False,False,False,False,False,Night
local,90.0,57.0,29.92,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
local,93.7,47.0,29.88,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
Beltway,33.0,72.0,30.05,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
Highway,84.0,69.0,29.98,7.0,SE,Fair,False,False,True,False,False,False,False,False,Day
large_local,51.0,62.0,30.22,10.0,N,Fair,False,False,False,False,False,False,False,False,Night
Interstate,35.0,59.0,29.51,10.0,SW,Fair,False,False,False,False,False,False,False,False,Night
Interstate,44.6,53.0,30.13,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Night
local,64.4,88.0,29.83,10.0,N,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
local,81.0,67.0,29.62,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
Interstate,35.0,92.0,30.21,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
