Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;0;(Weather_Condition, Haze);(Station, True);0.000;;
U;0;(Street, Highway);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, Thunderstorm);(Traffic_Signal, True);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Rain);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Small Hail');0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Street, local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Street, local);(Weather_Condition, 'Small Hail');0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Crossing, True);0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Railway, True);0.000;;
U;0;(Street, local);(Weather_Condition, 'Ice Pellets');0.000;;
U;0;(Weather_Condition, Haze);(Railway, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fog);0.000;;
U;0;(Street, large_local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Sunrise_Sunset, Night);0.000;;
U;0;(Weather_Condition, 'Small Hail');(Sunrise_Sunset, Night);0.000;;
U;0;(Wind_Direction, W);(Railway, True);0.000;;
U;0;(Weather_Condition, Snow);(Railway, True);0.000;;
U;0;(Weather_Condition, Snow);(Station, True);0.000;;
U;0;(Weather_Condition, 'Small Hail');(Junction, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Station, True);0.000;;
U;0;(Weather_Condition, 'Light Freezing Rain');(Traffic_Signal, True);0.000;;
U;0;(Street, large_local);(Weather_Condition, 'Small Hail');0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, 'Light Freezing Rain');(Station, True);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Weather_Condition, Thunderstorm);(Crossing, True);0.000;;
U;0;(Weather_Condition, Haze);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Thunder);(Station, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorm);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Snow);0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, Thunderstorm);0.000;;
D;1;(Street, Interstate);(Weather_Condition, Thunderstorm);0.000;22.152;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, Tunnel);0.002;19.502;
D;1;(Street, Tunnel);(Weather_Condition, 'Scattered Clouds');0.000;18.460;
D;0;(Crossing, True);(Railway, True);0.001;18.147;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Railway, True);0.001;14.897;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Windy);0.004;13.204;
D;0;(Station, True);(Traffic_Signal, False);0.005;13.001;
D;0;(Visibility(mi), '\'(-inf-9.5]\'');(Station, True);0.002;12.053;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Street, Beltway);0.131;11.509;
D;0;(Weather_Condition, Cloudy);(Station, True);0.002;11.105;
D;1;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Light Freezing Rain');0.000;11.076;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Cloudy);0.073;10.644;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Street, Interstate);0.244;10.613;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Station, True);0.005;10.518;
D;0;(Temperature(F), '\'(-inf-36.95]\'');(Station, True);0.002;9.615;
D;0;(Weather_Condition, Overcast);(Station, True);0.001;9.480;
D;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Windy);0.002;9.390;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Fair);0.122;9.271;
D;0;(Wind_Direction, S);(Weather_Condition, Fog);0.001;9.209;
D;0;(Wind_Direction, NW);(Traffic_Calming, True);0.001;9.209;
D;1;(Street, Beltway);(Weather_Condition, Overcast);0.029;9.152;
D;0;(Humidity(%), '\'(68.5-82.5]\'');(Station, True);0.002;9.119;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Thunderstorms);0.001;9.074;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Snow);0.001;8.938;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Junction, True);0.171;8.855;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Station, True);0.002;8.848;
D;1;(Weather_Condition, Overcast);(Junction, True);0.034;8.608;
D;1;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.028;8.507;
D;1;(Weather_Condition, Clear);(Junction, True);0.049;8.427;
D;1;(Weather_Condition, 'Scattered Clouds');(Junction, True);0.019;8.180;
D;0;(Humidity(%), '\'(-inf-43.5]\'');(Traffic_Calming, True);0.001;7.855;
D;1;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Haze);0.000;7.384;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, 'Snow and Sleet');0.000;7.384;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, 'Small Hail');0.000;7.384;
D;1;(Wind_Direction, unknown);(Weather_Condition, Drizzle);0.000;7.384;
D;1;(Wind_Direction, Variable);(Weather_Condition, Thunderstorm);0.000;7.384;
D;0;(Crossing, True);(Junction, True);0.001;7.313;
D;0;(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.001;7.313;
D;0;(Pressure(in), '\'(29.815-30.055]\'');(Station, True);0.005;7.212;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Thunder);0.001;7.042;
D;0;(Humidity(%), '\'(82.5-93.5]\'');(Station, True);0.002;6.975;
D;1;(Street, Interstate);(Weather_Condition, Overcast);0.042;6.924;
D;1;(Street, Beltway);(Weather_Condition, 'Scattered Clouds');0.012;6.922;
D;0;(Railway, True);(Traffic_Signal, True);0.001;6.771;
D;0;(Wind_Direction, unknown);(Weather_Condition, Cloudy);0.001;6.501;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, local);0.113;6.388;
D;1;(Street, Beltway);(Weather_Condition, Clear);0.035;6.310;
D;0;(Temperature(F), '\'(56.9-67.05]\'');(Traffic_Calming, True);0.001;6.230;
D;0;(Street, large_local);(Railway, True);0.001;6.230;
D;0;(Wind_Direction, E);(Station, True);0.001;6.230;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Snow);0.006;6.180;
D;0;(Wind_Direction, W);(Station, True);0.001;6.094;
D;1;(Street, Interstate);(Weather_Condition, Clear);0.046;6.015;
D;1;(Street, Tunnel);(Weather_Condition, Overcast);0.001;5.907;
D;0;(Weather_Condition, Fair);(Crossing, True);0.021;5.903;
D;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Windy);0.001;5.823;
D;0;(Humidity(%), '\'(43.5-55.5]\'');(Station, True);0.002;5.688;
D;0;(Wind_Direction, NE);(Station, True);0.001;5.688;
D;0;(Street, local);(Weather_Condition, Thunder);0.000;5.688;
D;0;(Wind_Direction, Calm);(Station, True);0.004;5.553;
D;1;(Weather_Condition, 'Light Freezing Fog');(Crossing, False);0.000;5.538;
D;1;(Weather_Condition, 'Light Freezing Fog');(Traffic_Signal, False);0.000;5.538;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Pressure(in), '\'(-inf-29.815]\'');0.130;5.425;
D;0;(Distance(mi), '\'(0.5225-inf)\'');(Station, True);0.001;5.417;
D;0;(Pressure(in), '\'(30.055-inf)\'');(Station, True);0.005;5.368;
D;0;(Street, large_local);(Station, True);0.004;5.357;
D;0;(Crossing, False);(Station, True);0.007;5.265;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Street, Tunnel);0.005;5.261;
D;0;(Weather_Condition, 'Partly Cloudy');(Station, True);0.001;5.237;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, Thunderstorm);0.001;5.169;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Fog);0.006;5.166;
D;0;(Station, True);(Stop, False);0.012;5.166;
D;0;(Street, local);(Station, True);0.007;5.162;
D;0;(Street, local);(Traffic_Calming, True);0.002;5.146;
D;0;(Street, large_local);(Wind_Direction, unknown);0.000;5.146;
D;1;(Street, Tunnel);(Junction, True);0.002;5.128;
D;0;(Station, True);(Sunrise_Sunset, Night);0.004;5.116;
D;0;(Temperature(F), '\'(76.9-inf)\'');(Station, True);0.002;5.092;
D;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Partly Cloudy');0.036;5.058;
