Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Traffic_Calming, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Traffic_Calming, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Wind_Direction, E);(Weather_Condition, Rain);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;0;(Weather_Condition, Fog);(Crossing, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Wind_Direction, NE);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Haze);0.000;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, S);(Weather_Condition, 'Scattered Clouds');0.000;;
U;0;(Street, Highway);(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;0;(Street, Highway);(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, Variable);(Traffic_Signal, True);0.000;;
U;0;(Street, large_local);(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Windy);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, NE);(Weather_Condition, Fog);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, SE);(Crossing, True);0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Rain);(Traffic_Signal, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Drizzle);(Crossing, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, NW);(Station, True);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(55.5-68.5]\'');(Station, True);0.000;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, NW);(Weather_Condition, Windy);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Traffic_Calming, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Humidity(%), '\'(68.5-82.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, N);0.000;;
U;0;(Street, local);(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Rain);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, SE);(Weather_Condition, Windy);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, N);(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Windy);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Temperature(F), '\'(36.95-46.1]\'');(Traffic_Calming, True);0.000;;
U;0;(Street, Highway);(Wind_Direction, E);(Crossing, True);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;1;(Street, Interstate);(Wind_Direction, NW);(Railway, True);0.000;;
U;1;(Humidity(%), '\'(-inf-43.5]\'');(Wind_Direction, NW);(Weather_Condition, Haze);0.000;;
U;1;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Light Freezing Rain');(Junction, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Windy);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Wind_Direction, W);(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Tunnel);(Visibility(mi), '\'(-inf-9.5]\'');0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, SW);(Amenity, False);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, SW);(Railway, False);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Windy);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Beltway);(Weather_Condition, Thunder);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Tunnel);(Temperature(F), '\'(36.95-46.1]\'');0.000;;
U;0;(Street, Beltway);(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Windy);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, 'Light Freezing Rain');(Sunrise_Sunset, Day);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, NE);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Crossing, True);0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Wind_Direction, Calm);(Weather_Condition, Haze);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, Highway);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Snow);(Junction, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Tunnel);(Humidity(%), '\'(43.5-55.5]\'');0.000;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Railway, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, unknown);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, S);(Weather_Condition, unknown);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, 'Mostly Cloudy');(Traffic_Calming, True);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Wind_Direction, SW);(Weather_Condition, unknown);0.000;;
U;0;(Weather_Condition, Windy);(Junction, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Tunnel);(Wind_Direction, Calm);(Weather_Condition, Fair);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, Windy);(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Drizzle);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, unknown);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Haze);0.000;;
U;0;(Street, large_local);(Wind_Direction, SE);(Weather_Condition, Rain);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Rain);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Snow);(Sunrise_Sunset, Night);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Clear);(Crossing, True);0.000;;
U;0;(Street, Highway);(Humidity(%), '\'(68.5-82.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Street, Highway);(Pressure(in), '\'(30.055-inf)\'');(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, Calm);(Railway, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, SE);(Weather_Condition, Snow);0.000;;
U;0;(Street, Highway);(Wind_Direction, SE);(Weather_Condition, Fog);0.000;;
U;0;(Weather_Condition, 'Mostly Cloudy');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Mostly Cloudy');(Station, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, SW);(Weather_Condition, Snow);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Junction, True);(Traffic_Signal, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, NW);(Weather_Condition, Fog);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Temperature(F), '\'(46.1-56.9]\'');(Traffic_Calming, True);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Crossing, False);(Traffic_Calming, True);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Street, large_local);(Weather_Condition, Fog);(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, S);(Weather_Condition, Rain);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, W);(Weather_Condition, Rain);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, SE);(Weather_Condition, Windy);0.000;;
U;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, Overcast);(Railway, True);0.000;;
U;1;(Temperature(F), '\'(46.1-56.9]\'');(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, unknown);0.000;;
U;1;(Temperature(F), '\'(46.1-56.9]\'');(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, unknown);0.000;;
U;1;(Distance(mi), '\'(-inf-0.0135]\'');(Wind_Direction, E);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Temperature(F), '\'(46.1-56.9]\'');(Wind_Direction, Calm);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Thunderstorms);(Junction, True);0.000;;
U;1;(Humidity(%), '\'(43.5-55.5]\'');(Wind_Direction, NE);(Weather_Condition, Snow);0.000;;
U;1;(Distance(mi), '\'(-inf-0.0135]\'');(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Street, Tunnel);(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(82.5-93.5]\'');0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Fair);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, W);(Weather_Condition, Snow);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, W);(Crossing, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Rain);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Humidity(%), '\'(82.5-93.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Distance(mi), '\'(-inf-0.0135]\'');(Temperature(F), '\'(76.9-inf)\'');(Traffic_Calming, True);0.000;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, S);(Weather_Condition, unknown);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Partly Cloudy');(Traffic_Signal, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, unknown);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, Calm);(Weather_Condition, unknown);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, large_local);(Weather_Condition, unknown);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, Variable);(Weather_Condition, Snow);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Fair);(Station, True);0.000;;
U;0;(Weather_Condition, 'Partly Cloudy');(Crossing, True);(Traffic_Calming, True);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, S);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Fair);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, SW);(Traffic_Calming, True);(Traffic_Signal, False);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, E);(Weather_Condition, 'Partly Cloudy');0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Wind_Direction, S);(Weather_Condition, Snow);0.000;;
U;0;(Street, Tunnel);(Temperature(F), '\'(56.9-67.05]\'');(Sunrise_Sunset, Night);0.000;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, 'Mostly Cloudy');(Station, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, SW);(Weather_Condition, Windy);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Snow);0.000;;
U;0;(Street, local);(Weather_Condition, Haze);(Traffic_Signal, True);0.000;;
U;0;(Street, local);(Wind_Direction, W);(Weather_Condition, Snow);0.000;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Cloudy);(Traffic_Calming, True);0.000;;
U;0;(Street, local);(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, SW);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, NE);(Weather_Condition, Fog);0.000;;
U;0;(Street, Beltway);(Temperature(F), '\'(67.05-76.9]\'');(Weather_Condition, Rain);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Windy);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Tunnel);(Wind_Direction, SW);0.000;;
U;0;(Street, local);(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Drizzle);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, unknown);0.000;;
U;0;(Street, local);(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Windy);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Crossing, True);(Sunrise_Sunset, Night);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Street, large_local);(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Highway);(Wind_Direction, S);(Weather_Condition, Haze);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Street, Beltway);(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(93.5-inf)\'');0.000;;
U;0;(Street, large_local);(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Visibility(mi), '\'(9.5-10.25]\'');(Wind_Direction, NW);(Weather_Condition, Snow);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, N);0.000;;
U;0;(Street, Highway);(Weather_Condition, Fair);(Station, True);0.000;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, NE);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, SE);(Station, True);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, Clear);(Crossing, True);0.000;;
U;0;(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, SW);(Weather_Condition, Windy);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Haze);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, E);(Weather_Condition, Fair);0.000;;
U;0;(Street, large_local);(Wind_Direction, SW);(Weather_Condition, Snow);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Wind_Direction, W);(Weather_Condition, unknown);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, NW);(Weather_Condition, Haze);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Beltway);(Weather_Condition, Windy);(Sunrise_Sunset, Night);0.000;;
U;0;(Pressure(in), '\'(29.815-30.055]\'');(Wind_Direction, Calm);(Railway, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, large_local);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, Snow);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Railway, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, Variable);(Weather_Condition, 'Partly Cloudy');0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, unknown);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, unknown);(Sunrise_Sunset, Night);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Clear);(Station, True);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Clear);(Crossing, True);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Pressure(in), '\'(30.055-inf)\'');(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Fog);(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, Interstate);(Traffic_Signal, True);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(76.9-inf)\'');(Wind_Direction, unknown);0.000;;
U;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(55.5-68.5]\'');(Wind_Direction, unknown);0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(68.5-82.5]\'');(Wind_Direction, NW);0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Cloudy);0.000;;
U;0;(Weather_Condition, 'Partly Cloudy');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Street, Highway);(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, Haze);0.000;;
U;0;(Street, Beltway);(Weather_Condition, Fog);(Sunrise_Sunset, Day);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, E);(Weather_Condition, Windy);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');(Crossing, True);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Street, Interstate);(Weather_Condition, Haze);0.000;;
U;0;(Street, local);(Wind_Direction, SW);(Weather_Condition, Snow);0.000;;
U;0;(Street, local);(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Distance(mi), '\'(0.0135-0.5225]\'');(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Haze);0.000;;
U;0;(Wind_Direction, SW);(Railway, True);(Traffic_Calming, False);0.000;;
U;0;(Street, local);(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, SW);(Weather_Condition, Fog);0.000;;
