Class,Distance(mi),County,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements,Freezing
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,1,0,0,0,0,0,1,0,0,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Howard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,0,0,1,0,1,Summer,0,1,0,1,0
1,'\'(0.0015-1.125]\'','Baltimore City',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,2,0
1,'\'(1.125-inf)\'',Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(1.125-inf)\'','Baltimore City',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,1,0,1,0
1,'\'(-inf-0.0015]\'',Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,1,0,1,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,2,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,1,0,0,1,0,1,Summer,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,1,0,1,0
1,'\'(-inf-0.0015]\'',Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,1,0,0,0,1,Summer,0,1,0,1,0
1,'\'(0.0015-1.125]\'','Baltimore City',0,0,1,0,0,0,0,0,0,1,0,0,0,1,Summer,0,1,0,2,0
1,'\'(-inf-0.0015]\'',Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Caroline,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Charles,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,1,0,0,0,0,0,0,0,1,1,0,1,Summer,0,0,0,3,0
1,'\'(-inf-0.0015]\'',Howard,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,1,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,0,0,0,0,1,Summer,0,1,0,0,0
1,'\'(1.125-inf)\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,1,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,1,0,0,1,0,0,Spring,0,1,0,2,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',1,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,0,0,1,0,1,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,0,2,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,1,0,0,1,0,1,Spring,0,1,0,2,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,1,0,0,0,0,0,0,0,1,0,1,Spring,0,0,1,2,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,0,0,0,0,0,0,1,0,0,0,0,0,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,1,0,0,0,0,0,0,0,1,1,0,1,Spring,0,0,0,3,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
1,'\'(-inf-0.0015]\'',Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(1.125-inf)\'',Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,2,1
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Winter,0,0,0,2,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Winter,0,1,0,1,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Winter,0,1,0,2,0
1,'\'(-inf-0.0015]\'',Cecil,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Fall,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,1,0,1
1,'\'(-inf-0.0015]\'',Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Baltimore City',1,0,1,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,1,0,1,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(0.0015-1.125]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,2,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
1,'\'(0.0015-1.125]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Baltimore City',0,0,1,0,0,0,0,0,1,0,0,1,0,1,Summer,0,1,0,2,0
1,'\'(0.0015-1.125]\'','Baltimore City',0,0,1,0,0,0,0,0,1,0,0,1,0,1,Summer,0,1,0,2,0
1,'\'(-inf-0.0015]\'','Baltimore City',1,0,1,0,0,0,0,0,1,0,0,1,0,1,Summer,0,1,0,2,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
1,'\'(1.125-inf)\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Spring,0,0,1,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,1,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,1,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,1,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(0.0015-1.125]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,1,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
1,'\'(1.125-inf)\'',Carroll,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(1.125-inf)\'',Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,1,0,0,0,1,Spring,0,0,0,1,0
1,'\'(1.125-inf)\'',Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,1,0,1,0,0,0,0,0,0,1,0,1,Spring,0,0,0,3,0
1,'\'(-inf-0.0015]\'',Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','St Marys',0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1,'\'(1.125-inf)\'',Cecil,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,1,1,0
1,'\'(1.125-inf)\'',Cecil,1,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,1,2,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
1,'\'(-inf-0.0015]\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,1,0,0,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
1,'\'(0.0015-1.125]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(1.125-inf)\'',Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,1,0,0,1,0,1,Summer,0,0,1,2,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(1.125-inf)\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,1,0,0,0,1,Summer,0,0,0,1,0
1,'\'(1.125-inf)\'',Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1,'\'(0.0015-1.125]\'','Anne Arundel',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1,'\'(0.0015-1.125]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,1,2,0
1,'\'(-inf-0.0015]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
1,'\'(0.0015-1.125]\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(0.0015-1.125]\'',Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(0.0015-1.125]\'',Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring,0,1,0,1,0
1,'\'(-inf-0.0015]\'',Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'',Washington,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'','Anne Arundel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'','Prince Georges',0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
1,'\'(1.125-inf)\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(1.125-inf)\'',Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(0.0015-1.125]\'','Prince Georges',0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1,'\'(-inf-0.0015]\'','Prince Georges',0,0,0,0,0,0,0,0,0,1,0,0,0,1,Spring,0,0,0,1,0
