Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;1;(Humidity(%), '\'(56.5-69.5]\'');(Visibility(mi), '\'(10.25-inf)\'');0.000;;
U;1;(Visibility(mi), '\'(10.25-inf)\'');(Wind_Direction, Calm);0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Weather_Condition, Thunderstorm);(Crossing, True);0.000;;
U;1;(Wind_Direction, Calm);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Weather_Condition, 'Snow and Sleet');(Junction, True);0.000;;
U;1;(Wind_Direction, unknown);(Weather_Condition, unknown);0.000;;
D;1;(Weather_Condition, Clear);(Junction, True);0.040;5.680;
D;1;(Street, Interstate);(Weather_Condition, Overcast);0.032;6.766;
D;1;(Street, Beltway);(Weather_Condition, Clear);0.025;5.246;
D;1;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.020;7.951;
D;1;(Street, Beltway);(Weather_Condition, Overcast);0.020;6.624;
D;1;(Street, Beltway);(Weather_Condition, 'Scattered Clouds');0.009;5.857;
D;1;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Overcast);0.006;5.499;
D;0;(Amenity, True);(Crossing, True);0.003;5.238;
D;0;(Temperature(F), '\'(67.4-76.9]\'');(Amenity, True);0.002;5.092;
D;0;(Weather_Condition, Fair);(Railway, True);0.002;12.003;
D;0;(Amenity, True);(Station, True);0.002;8.002;
D;0;(Street, large_local);(Railway, True);0.001;5.183;
D;0;(Wind_Direction, NW);(Traffic_Calming, True);0.001;6.547;
D;0;(Crossing, True);(Junction, True);0.001;5.819;
D;0;(Humidity(%), '\'(56.5-69.5]\'');(Weather_Condition, Thunder);0.001;5.456;
D;0;(Weather_Condition, 'Mostly Cloudy');(Amenity, True);0.001;5.092;
D;0;(Wind_Direction, Calm);(Weather_Condition, 'Wintry Mix');0.001;5.092;
D;1;(Wind_Direction, SE);(Weather_Condition, Haze);0.001;6.874;
D;0;(Railway, True);(Station, True);0.001;7.092;
D;0;(Street, large_local);(Weather_Condition, 'Wintry Mix');0.001;7.092;
D;0;(Wind_Direction, NE);(Amenity, True);0.001;6.547;
D;0;(Wind_Direction, NW);(Weather_Condition, 'Wintry Mix');0.001;12.003;
D;1;(Wind_Direction, SE);(Weather_Condition, Thunderstorms);0.001;5.499;
D;0;(Railway, True);(Traffic_Signal, True);0.001;5.456;
D;0;(Station, True);(Traffic_Calming, True);0.001;9.820;
D;0;(Weather_Condition, Snow);(Stop, True);0.001;8.729;
D;0;(Wind_Direction, N);(Amenity, True);0.001;8.729;
D;0;(Temperature(F), '\'(67.4-76.9]\'');(Railway, True);0.001;8.729;
D;0;(Weather_Condition, Drizzle);(Amenity, True);0.000;7.638;
D;0;(Wind_Direction, NW);(Weather_Condition, Thunder);0.000;7.638;
D;0;(Street, large_local);(Wind_Direction, unknown);0.000;7.638;
D;1;(Street, Tunnel);(Wind_Direction, E);0.000;6.415;
D;0;(Humidity(%), '\'(44.5-56.5]\'');(Railway, True);0.000;6.547;
D;0;(Wind_Direction, Variable);(Weather_Condition, 'Wintry Mix');0.000;6.547;
D;0;(Wind_Direction, S);(Amenity, True);0.000;6.547;
D;0;(Wind_Direction, Calm);(Weather_Condition, 'Light Freezing Rain');0.000;5.456;
D;0;(Street, on_off_ramp);(Wind_Direction, N);0.000;5.456;
