Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Cloudy);(Traffic_Calming, True);0.000;;
U;0;(Street, on_off_ramp);(Pressure(in), '\'(-inf-29.835]\'');(Weather_Condition, 'Partly Cloudy');0.000;;
U;0;(Street, Beltway);(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, Windy);0.000;;
U;0;(Weather_Condition, Fog);(Stop, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Street, Highway);(Wind_Direction, Calm);(Station, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Drizzle);(Stop, True);0.000;;
U;0;(Street, local);(Humidity(%), '\'(93.5-inf)\'');(Traffic_Calming, True);0.000;;
U;0;(Pressure(in), '\'(30.065-inf)\'');(Visibility(mi), '\'(-inf-9.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Crossing, True);(Station, True);(Stop, True);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, NW);(Railway, True);0.000;;
U;0;(Street, Highway);(Pressure(in), '\'(-inf-29.835]\'');(Amenity, True);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Weather_Condition, Cloudy);(Railway, True);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(67.4-76.9]\'');(Humidity(%), '\'(69.5-83.5]\'');0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Snow);(Traffic_Signal, True);0.000;;
U;0;(Street, Highway);(Wind_Direction, S);(Weather_Condition, Snow);0.000;;
U;0;(Street, on_off_ramp);(Humidity(%), '\'(44.5-56.5]\'');(Sunrise_Sunset, Night);0.000;;
U;0;(Street, Beltway);(Humidity(%), '\'(44.5-56.5]\'');(Visibility(mi), '\'(-inf-9.5]\'');0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Cloudy);(Station, True);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, Drizzle);(Crossing, True);0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Cloudy);0.000;;
U;0;(Street, Highway);(Humidity(%), '\'(83.5-93.5]\'');(Amenity, True);0.000;;
U;0;(Street, Interstate);(Weather_Condition, Fair);(Crossing, True);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(67.4-76.9]\'');(Humidity(%), '\'(-inf-44.5]\'');0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, 'Wintry Mix');(Junction, False);0.000;;
U;0;(Pressure(in), '\'(29.835-30.065]\'');(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Street, local);(Humidity(%), '\'(-inf-44.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Traffic_Calming, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(-inf-44.5]\'');(Pressure(in), '\'(30.065-inf)\'');(Wind_Direction, unknown);0.000;;
U;0;(Street, local);(Temperature(F), '\'(36.95-46.3]\'');(Traffic_Calming, True);0.000;;
U;0;(Street, local);(Wind_Direction, W);(Traffic_Calming, True);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, 'Partly Cloudy');(Stop, True);0.000;;
U;0;(Pressure(in), '\'(-inf-29.835]\'');(Wind_Direction, unknown);(Weather_Condition, 'Mostly Cloudy');0.000;;
U;0;(Street, Highway);(Temperature(F), '\'(36.95-46.3]\'');(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(-inf-44.5]\'');(Wind_Direction, SE);(Station, True);0.000;;
U;0;(Street, local);(Crossing, False);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Wind_Direction, Calm);(Traffic_Calming, True);0.000;;
U;0;(Street, Highway);(Temperature(F), '\'(46.3-56.9]\'');(Amenity, True);0.000;;
U;0;(Pressure(in), '\'(30.065-inf)\'');(Weather_Condition, 'Partly Cloudy');(Amenity, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Cloudy);(Station, True);0.000;;
U;0;(Temperature(F), '\'(67.4-76.9]\'');(Wind_Direction, Variable);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, Variable);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, Windy);0.000;;
U;0;(Temperature(F), '\'(67.4-76.9]\'');(Humidity(%), '\'(-inf-44.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Humidity(%), '\'(-inf-44.5]\'');(Weather_Condition, Haze);(Traffic_Signal, True);0.000;;
U;0;(Wind_Direction, SW);(Crossing, True);(Stop, True);0.000;;
U;0;(Humidity(%), '\'(56.5-69.5]\'');(Wind_Direction, NE);(Station, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(-inf-44.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Humidity(%), '\'(93.5-inf)\'');(Station, True);0.000;;
U;0;(Wind_Direction, Calm);(Stop, True);(Traffic_Signal, True);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(46.3-56.9]\'');(Weather_Condition, Fair);0.000;;
U;0;(Street, large_local);(Weather_Condition, Fog);(Crossing, True);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, unknown);(Sunrise_Sunset, Night);0.000;;
U;1;(Humidity(%), '\'(-inf-44.5]\'');(Wind_Direction, NW);(Weather_Condition, Haze);0.000;;
U;1;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, Variable);(Weather_Condition, 'Scattered Clouds');0.000;;
U;1;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, SE);(Weather_Condition, Snow);0.000;;
U;1;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, E);0.000;;
U;1;(Wind_Direction, SE);(Weather_Condition, Overcast);(Stop, True);0.000;;
U;1;(Street, Interstate);(Wind_Direction, NW);(Railway, True);0.000;;
U;1;(Pressure(in), '\'(29.835-30.065]\'');(Wind_Direction, NW);(Weather_Condition, 'Heavy Rain');0.000;;
U;1;(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, 'Scattered Clouds');(Amenity, True);0.000;;
U;1;(Wind_Direction, SE);(Weather_Condition, Snow);(Sunrise_Sunset, Night);0.000;;
U;1;(Wind_Direction, SE);(Weather_Condition, 'Mostly Cloudy');(Stop, True);0.000;;
U;1;(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, Thunderstorms);(Junction, True);0.000;;
U;1;(Street, Tunnel);(Temperature(F), '\'(46.3-56.9]\'');(Humidity(%), '\'(-inf-44.5]\'');0.000;;
U;1;(Street, Interstate);(Temperature(F), '\'(46.3-56.9]\'');(Traffic_Signal, True);0.000;;
U;1;(Pressure(in), '\'(30.065-inf)\'');(Weather_Condition, 'Heavy Rain');(Sunrise_Sunset, Night);0.000;;
U;1;(Pressure(in), '\'(30.065-inf)\'');(Wind_Direction, N);(Weather_Condition, Rain);0.000;;
U;1;(Street, Tunnel);(Temperature(F), '\'(67.4-76.9]\'');(Wind_Direction, SW);0.000;;
U;1;(Temperature(F), '\'(67.4-76.9]\'');(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Rain);0.000;;
U;1;(Street, large_local);(Pressure(in), '\'(-inf-29.835]\'');(Weather_Condition, Haze);0.000;;
U;1;(Pressure(in), '\'(-inf-29.835]\'');(Weather_Condition, Haze);(Junction, True);0.000;;
U;1;(Temperature(F), '\'(36.95-46.3]\'');(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, unknown);0.000;;
U;1;(Temperature(F), '\'(46.3-56.9]\'');(Pressure(in), '\'(30.065-inf)\'');(Weather_Condition, Haze);0.000;;
U;1;(Street, Interstate);(Humidity(%), '\'(93.5-inf)\'');(Traffic_Calming, True);0.000;;
U;1;(Street, Interstate);(Visibility(mi), '\'(-inf-9.5]\'');(Traffic_Calming, True);0.000;;
U;1;(Street, Tunnel);(Pressure(in), '\'(30.065-inf)\'');(Weather_Condition, Overcast);0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, SE);0.000;;
U;0;(Street, Highway);(Pressure(in), '\'(-inf-29.835]\'');(Traffic_Calming, True);0.000;;
U;0;(Street, local);(Wind_Direction, W);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Street, Highway);(Humidity(%), '\'(-inf-44.5]\'');(Weather_Condition, Haze);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Weather_Condition, Overcast);(Station, True);0.000;;
U;0;(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Overcast);(Station, True);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(56.5-69.5]\'');0.000;;
U;0;(Street, on_off_ramp);(Humidity(%), '\'(56.5-69.5]\'');(Wind_Direction, SE);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Humidity(%), '\'(-inf-44.5]\'');(Amenity, True);0.000;;
U;0;(Humidity(%), '\'(56.5-69.5]\'');(Wind_Direction, SW);(Amenity, True);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Windy);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, local);(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, N);(Stop, True);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(46.3-56.9]\'');(Humidity(%), '\'(44.5-56.5]\'');0.000;;
U;0;(Street, on_off_ramp);(Wind_Direction, NW);(Weather_Condition, Cloudy);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Wind_Direction, N);(Stop, True);0.000;;
U;0;(Street, Tunnel);(Pressure(in), '\'(-inf-29.835]\'');(Wind_Direction, SE);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, Windy);0.000;;
U;0;(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, S);(Weather_Condition, Snow);0.000;;
U;0;(Street, Interstate);(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Snow);0.000;;
U;0;(Humidity(%), '\'(69.5-83.5]\'');(Wind_Direction, NE);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Street, local);(Humidity(%), '\'(69.5-83.5]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, Variable);(Stop, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, Variable);(Stop, True);0.000;;
U;0;(Wind_Direction, SW);(Amenity, True);(Stop, True);0.000;;
U;0;(Street, local);(Temperature(F), '\'(67.4-76.9]\'');(Traffic_Calming, True);0.000;;
U;0;(Pressure(in), '\'(30.065-inf)\'');(Station, True);(Stop, True);0.000;;
U;0;(Pressure(in), '\'(30.065-inf)\'');(Stop, True);(Traffic_Calming, True);0.000;;
U;0;(Visibility(mi), '\'(-inf-9.5]\'');(Stop, True);(Traffic_Calming, True);0.000;;
U;0;(Street, Highway);(Weather_Condition, Cloudy);(Amenity, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.4]\'');(Crossing, True);(Stop, True);0.000;;
U;0;(Wind_Direction, W);(Crossing, True);(Stop, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, 'Mostly Cloudy');(Station, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Temperature(F), '\'(36.95-46.3]\'');(Humidity(%), '\'(83.5-93.5]\'');(Weather_Condition, Snow);0.000;;
U;0;(Street, on_off_ramp);(Humidity(%), '\'(56.5-69.5]\'');(Weather_Condition, 'Mostly Cloudy');0.000;;
U;0;(Street, on_off_ramp);(Wind_Direction, W);(Junction, False);0.000;;
U;0;(Street, on_off_ramp);(Wind_Direction, W);(Sunrise_Sunset, Day);0.000;;
U;0;(Wind_Direction, W);(Weather_Condition, 'Partly Cloudy');(Stop, True);0.000;;
U;0;(Street, Tunnel);(Humidity(%), '\'(93.5-inf)\'');(Wind_Direction, SE);0.000;;
U;0;(Street, Highway);(Visibility(mi), '\'(9.5-10.25]\'');(Railway, True);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Pressure(in), '\'(-inf-29.835]\'');(Railway, True);0.000;;
U;0;(Pressure(in), '\'(29.835-30.065]\'');(Wind_Direction, Calm);(Railway, True);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, W);(Station, True);0.000;;
U;0;(Wind_Direction, S);(Traffic_Calming, True);(Traffic_Signal, True);0.000;;
U;0;(Weather_Condition, 'Scattered Clouds');(Amenity, True);(Traffic_Signal, True);0.000;;
U;0;(Street, Highway);(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Wintry Mix');(Junction, False);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Humidity(%), '\'(44.5-56.5]\'');(Weather_Condition, Drizzle);0.000;;
U;0;(Street, on_off_ramp);(Humidity(%), '\'(44.5-56.5]\'');(Junction, True);0.000;;
U;0;(Street, Highway);(Temperature(F), '\'(-inf-36.95]\'');(Amenity, True);0.000;;
U;0;(Street, Highway);(Wind_Direction, Calm);(Amenity, True);0.000;;
U;0;(Street, local);(Humidity(%), '\'(-inf-44.5]\'');(Traffic_Calming, True);0.000;;
U;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, Fair);(Amenity, True);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, NW);(Station, True);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Haze);(Station, False);0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, Haze);(Traffic_Signal, False);0.000;;
U;0;(Street, Highway);(Wind_Direction, NE);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Street, local);(Wind_Direction, NE);(Weather_Condition, 'Wintry Mix');0.000;;
U;0;(Street, Beltway);(Pressure(in), '\'(29.835-30.065]\'');(Weather_Condition, Fog);0.000;;
U;0;(Humidity(%), '\'(83.5-93.5]\'');(Wind_Direction, SW);(Weather_Condition, Fog);0.000;;
U;0;(Wind_Direction, SE);(Railway, True);(Sunrise_Sunset, Day);0.000;;
U;0;(Street, Highway);(Weather_Condition, Haze);(Sunrise_Sunset, Night);0.000;;
U;0;(Street, on_off_ramp);(Temperature(F), '\'(67.4-76.9]\'');(Wind_Direction, SE);0.000;;
U;0;(Street, local);(Weather_Condition, 'Wintry Mix');(Sunrise_Sunset, Day);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Wind_Direction, unknown);(Weather_Condition, 'Mostly Cloudy');0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, unknown);(Sunrise_Sunset, Day);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Wind_Direction, S);(Weather_Condition, Fog);0.000;;
U;0;(Street, large_local);(Wind_Direction, SW);(Weather_Condition, Windy);0.000;;
U;0;(Wind_Direction, SE);(Crossing, False);(Railway, True);0.000;;
