Distance(mi),Street,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
1.192,large_local,66.0,96.0,29.44,8.0,Calm,Cloudy,False,False,True,False,False,False,False,False,Night
0.24,Beltway,52.7,94.0,30.36,10.0,S,Overcast,False,False,False,False,False,False,False,False,Day
0.0,local,59.2,88.0,29.85,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,large_local,46.4,76.0,30.14,10.0,Calm,Overcast,False,False,False,False,False,False,False,True,Night
0.01,large_local,44.6,71.0,30.2,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
2.515,Highway,48.0,96.0,29.59,10.0,S,Drizzle,False,False,False,False,False,False,False,False,Night
0.0,Beltway,25.0,46.0,30.12,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
0.0,large_local,70.0,61.0,29.96,10.0,Variable,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
0.0,Interstate,39.9,26.0,30.56,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Interstate,66.0,38.0,30.05,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
1.039,Interstate,75.0,56.0,29.81,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
0.157,Interstate,33.1,82.0,29.77,10.0,S,Overcast,False,False,False,False,False,False,True,False,Night
0.0,Highway,70.0,88.0,29.7,6.0,SW,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,87.1,59.0,29.95,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Tunnel,82.0,39.0,29.67,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Tunnel,80.0,69.0,29.99,10.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
1.281,Interstate,33.1,92.0,29.48,4.0,NW,Snow,False,False,True,False,False,False,False,False,Day
0.0,large_local,59.0,94.0,29.36,6.0,E,Drizzle,False,False,False,False,False,False,False,False,Day
0.0,Beltway,78.0,86.0,30.03,10.0,S,Fair,False,False,False,False,False,False,False,False,Night
0.0,Beltway,67.0,88.0,30.04,10.0,Calm,Cloudy,False,False,True,False,False,False,False,False,Day
0.0,Highway,64.4,100.0,30.11,2.5,Calm,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,70.0,31.0,29.68,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,55.0,39.0,29.81,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.0,large_local,71.0,29.0,30.09,10.0,NE,Fair,False,False,False,False,False,False,False,False,Day
0.0,Highway,64.4,88.0,30.11,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,large_local,16.0,84.0,30.45,0.8,NE,Snow,False,False,False,False,False,False,False,False,Day
0.087,Interstate,57.0,98.0,29.43,5.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Night
0.293,local,90.0,59.0,30.04,10.0,SW,Clear,False,True,False,False,False,False,False,True,Day
0.0,Beltway,60.8,94.0,29.87,3.0,NE,Heavy Rain,False,False,True,False,False,False,False,False,Day
0.351,Interstate,42.8,93.0,29.75,3.0,SE,Rain,False,False,True,False,False,False,False,False,Night
0.0,Beltway,69.0,93.0,29.89,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
0.01,Interstate,62.1,90.0,29.55,10.0,W,Overcast,False,False,False,False,False,False,False,False,Day
0.0,local,57.0,96.0,30.36,10.0,Calm,Clear,False,False,False,False,False,False,False,True,Day
1.1599999666213991,Interstate,46.0,96.0,30.09,2.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Night
0.0,local,65.0,76.0,30.1,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
0.0,Interstate,16.0,77.0,30.06,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
7.039999961853027,Interstate,50.0,82.0,30.22,10.0,SW,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,large_local,82.4,58.0,30.14,10.0,E,Scattered Clouds,False,False,False,False,False,False,False,True,Day
0.0,large_local,44.6,76.0,30.33,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
0.511,Highway,58.0,57.0,29.7,10.0,SW,Fair,False,False,False,False,False,False,False,True,Day
0.0,Interstate,70.0,100.0,29.87,2.0,Calm,Fair,False,False,True,False,False,False,False,False,Day
0.0,Beltway,70.0,44.0,29.74,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.221,Highway,32.0,96.0,30.47,1.8,N,Snow,False,False,False,False,False,False,False,False,Day
0.0099999997764825,large_local,66.2,32.0,29.95,10.0,S,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,26.6,93.0,29.96,1.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Interstate,51.8,38.0,30.06,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.352,large_local,32.0,69.0,30.31,10.0,S,Clear,False,False,False,False,False,False,False,False,Night
0.0,large_local,66.0,64.0,29.62,5.0,W,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,22.1,91.0,30.54,7.0,Calm,Clear,False,False,True,False,False,False,False,False,Day
0.0,Highway,84.2,55.0,29.95,7.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,local,49.0,31.0,30.12,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
0.01,Highway,38.8,82.0,30.03,10.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.255,local,44.1,99.0,30.03,1.5,Calm,Overcast,False,False,False,False,False,False,False,False,Night
0.0,Interstate,73.4,88.0,30.01,9.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.0,Highway,46.0,100.0,29.38,1.0,Calm,Drizzle,False,False,True,False,False,False,False,False,Night
0.0,large_local,36.0,75.0,30.11,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.332,Highway,23.0,55.0,30.66,10.0,S,Clear,False,False,False,False,False,False,False,False,Night
0.4370000000000001,Interstate,39.2,33.0,30.3,10.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
2.299999952316284,local,52.0,80.0,29.25,10.0,SW,Fair,False,False,False,False,False,False,False,False,Night
0.0,Interstate,32.0,37.0,29.77,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,Interstate,39.2,87.0,30.41,10.0,SE,Mostly Cloudy,False,False,True,False,False,False,False,False,Night
0.0,large_local,32.9,55.0,30.14,10.0,NW,Clear,False,False,False,False,False,False,False,False,Night
0.089,large_local,59.0,48.0,30.25,10.0,W,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,62.1,93.0,29.96,7.0,NW,Drizzle,False,False,False,False,False,False,False,False,Night
0.0,large_local,30.2,93.0,30.21,3.0,SE,Overcast,False,False,False,False,False,False,False,False,Night
0.0,Highway,72.0,91.0,30.14,0.2,NW,Heavy Rain,False,False,False,False,False,False,False,False,Day
0.0,large_local,55.9,93.0,30.17,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,Beltway,59.0,19.0,29.93,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
2.880000114440918,Highway,82.0,42.0,29.49,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,True,Day
0.501,Beltway,39.2,87.0,30.21,10.0,Calm,Overcast,False,False,False,False,False,False,False,False,Night
0.0,large_local,79.5,30.0,30.05,10.0,W,Scattered Clouds,False,False,True,False,False,False,False,False,Day
0.0,Beltway,84.7,52.0,30.0,10.0,SE,Overcast,False,False,True,False,False,False,False,False,Day
0.0,local,64.4,94.0,30.05,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Interstate,37.4,81.0,29.88,8.0,S,Ice Pellets,False,False,False,False,False,False,False,False,Day
0.01,large_local,55.0,100.0,29.9,4.0,NE,Overcast,False,False,True,False,False,False,False,False,Day
0.0,Interstate,83.0,67.0,29.65,10.0,SE,Mostly Cloudy,False,True,False,False,False,False,False,False,Day
0.0,local,61.0,90.0,30.17,10.0,W,Clear,False,False,False,False,False,False,False,False,Night
0.0,large_local,50.0,94.0,29.95,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,large_local,51.0,71.0,29.46,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,large_local,77.0,88.0,29.77,10.0,SW,Drizzle,False,False,False,False,False,False,False,False,Day
0.01,Interstate,51.8,26.0,30.3,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.0,local,68.0,60.0,30.16,10.0,SW,Clear,False,False,False,False,False,False,False,True,Night
0.0,Beltway,44.2,39.0,30.12,10.0,W,Clear,False,False,False,False,False,False,False,False,Day
7.829999923706055,Interstate,35.0,96.0,30.35,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.0,Interstate,78.8,100.0,29.89,8.0,S,Overcast,False,False,False,False,False,False,False,False,Day
0.933,Interstate,46.4,50.0,30.08,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
0.0,Highway,37.0,65.0,29.52,10.0,W,Fair,False,False,False,False,False,False,False,False,Night
0.3499999940395355,local,64.0,88.0,29.87,7.0,E,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Interstate,58.0,31.0,29.43,10.0,S,Fair,False,False,False,False,False,False,False,False,Day
0.0,Beltway,73.4,94.0,29.94,5.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,Highway,74.0,68.0,29.49,10.0,Variable,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Highway,53.6,67.0,29.9,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Highway,41.0,100.0,30.11,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,Highway,57.0,77.0,30.02,10.0,Variable,Cloudy,False,True,False,False,False,False,False,True,Night
0.01,local,48.2,54.0,30.16,5.0,NW,Haze,False,False,True,False,False,False,False,False,Day
0.0,Interstate,64.0,87.0,30.32,6.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Interstate,32.0,100.0,29.93,7.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Highway,41.0,43.0,30.07,10.0,NW,Clear,False,False,False,False,False,False,False,False,Night
4.689,Highway,32.0,93.0,30.25,2.5,N,Snow,False,False,False,False,False,False,False,False,Night
0.0,large_local,71.6,50.0,30.26,10.0,NE,Clear,False,False,False,False,False,False,False,False,Day
0.01,Interstate,28.0,53.0,29.82,10.0,W,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Highway,55.4,94.0,29.67,10.0,NE,Overcast,False,False,False,False,False,False,False,False,Night
0.0,Beltway,71.0,26.0,30.16,10.0,N,Partly Cloudy,False,False,False,False,False,False,False,False,Day
2.990000009536743,Highway,79.0,78.0,29.87,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,71.2,43.0,29.89,10.0,NE,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
0.0099999997764825,Highway,50.0,96.0,29.89,1.8,N,Drizzle,False,False,False,False,False,False,False,False,Day
0.0,Interstate,70.0,93.0,29.88,2.0,E,Drizzle,False,False,False,False,False,False,False,False,Day
0.0,Interstate,86.0,57.0,29.92,10.0,E,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.0,Highway,34.0,75.0,29.92,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
8.270000457763674,Highway,70.0,33.0,29.79,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.0,large_local,91.4,66.0,29.99,6.0,SE,Haze,False,False,False,False,False,False,False,True,Day
0.0,Interstate,34.0,64.0,30.15,10.0,N,Mostly Cloudy,False,False,True,False,False,False,False,False,Night
0.0,Highway,60.0,93.0,30.1,9.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
2.139,Beltway,29.8,96.0,30.04,7.0,Calm,Clear,False,False,True,False,False,False,False,False,Night
0.0,Highway,72.0,94.0,29.7,7.0,Calm,Cloudy,False,False,True,False,False,False,False,False,Night
0.0,large_local,39.0,70.0,30.24,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Night
1.067,Interstate,51.0,77.0,29.92,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.146,Interstate,44.1,60.0,30.18,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Night
2.649,Beltway,93.0,54.0,29.99,10.0,S,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.0,Highway,38.7,25.0,30.58,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
0.0099999997764825,large_local,72.0,87.0,29.76,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,large_local,59.0,82.0,30.01,10.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.0,Interstate,90.0,48.0,29.57,10.0,SW,Partly Cloudy,False,False,True,False,False,False,False,False,Day
0.0,local,50.5,85.0,29.44,4.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Highway,71.1,75.0,30.17,10.0,SE,Partly Cloudy,False,False,True,False,False,False,False,False,Night
0.01,local,75.2,78.0,29.94,7.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,local,49.0,93.0,29.89,3.0,Calm,Cloudy,False,True,False,False,True,False,False,True,Day
0.0,Highway,84.2,51.0,29.94,7.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,local,21.2,58.0,30.16,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
0.0,Beltway,41.0,51.0,29.61,10.0,W,Fair,False,False,True,False,False,False,False,False,Day
0.0,Beltway,45.0,59.0,29.86,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Day
0.5920000000000001,Beltway,30.2,34.0,30.24,10.0,SE,Overcast,False,False,False,False,False,False,False,False,Night
0.0,local,77.0,96.0,29.04,10.0,S,Fair,False,False,False,False,False,False,False,False,Day
0.0,large_local,86.0,57.0,30.15,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,84.2,51.0,30.1,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
0.288,large_local,18.9,61.0,30.36,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
0.01,Interstate,69.1,49.0,29.7,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Day
0.01,Interstate,61.0,38.0,30.23,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,35.1,61.0,30.17,10.0,W,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.0,Interstate,50.0,58.0,30.14,10.0,SW,Fair,False,False,True,False,False,False,False,False,Day
0.0,Highway,56.0,44.0,29.28,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
0.0,Highway,44.6,93.0,30.33,3.0,Calm,Overcast,False,False,False,False,False,False,False,False,Night
0.0,local,64.0,96.0,30.04,1.0,SE,Drizzle,False,False,False,False,False,False,False,False,Day
7.090000152587893,Interstate,44.6,100.0,29.67,0.5,W,Fog,False,False,False,False,False,False,False,False,Night
0.593,large_local,52.0,49.0,30.19,10.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
6.119999885559082,Interstate,44.6,49.0,30.27,10.0,NW,Clear,False,False,True,False,False,False,False,False,Day
0.0,large_local,51.0,26.0,29.86,10.0,W,Fair,False,False,False,False,False,False,False,False,Night
0.0,large_local,87.0,43.0,30.24,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.01,Highway,34.0,92.0,29.57,3.0,N,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Interstate,44.6,93.0,30.12,1.2,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,local,66.2,100.0,29.99,10.0,Calm,Fog,False,False,True,False,False,False,False,False,Day
0.0,Highway,66.2,100.0,29.95,2.0,NE,Heavy Rain,False,False,False,False,False,False,False,False,Day
0.0,Beltway,38.0,93.0,30.05,7.0,Calm,Cloudy,False,False,True,False,False,False,False,False,Night
0.0,Interstate,57.2,100.0,29.96,10.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Day
0.0,Beltway,39.9,93.0,30.01,10.0,S,Partly Cloudy,False,False,False,False,False,False,False,True,Day
0.0,local,88.2,45.0,30.11,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.649,Interstate,85.0,67.0,29.75,10.0,SE,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,local,55.0,82.0,29.43,10.0,Calm,Drizzle,False,False,True,False,False,False,False,False,Day
0.01,Highway,32.0,100.0,29.54,3.0,Calm,unknown,False,False,False,False,False,False,False,False,Day
0.332,large_local,59.0,94.0,29.51,2.0,NE,Overcast,False,False,True,False,False,False,False,False,Day
0.0,large_local,36.5,56.0,30.06,10.0,SW,Overcast,False,False,False,False,False,False,False,False,Day
0.0,large_local,43.0,58.0,30.47,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.333,Interstate,57.0,87.0,30.27,10.0,Calm,Partly Cloudy,False,False,True,False,False,False,False,False,Night
4.130000114440918,Highway,81.0,34.0,29.77,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
0.0,Highway,22.1,53.0,30.32,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.01,Beltway,39.2,87.0,30.22,3.0,SE,Overcast,False,False,False,False,False,False,False,False,Day
0.01,Interstate,55.4,51.0,29.92,10.0,W,Clear,False,False,True,False,False,False,False,False,Day
0.0,Highway,68.0,33.0,29.52,10.0,S,Fair,False,False,True,False,False,False,False,False,Day
0.0,Interstate,56.0,100.0,30.09,1.0,SE,Fog,False,False,False,False,False,False,False,False,Day
0.01,Interstate,35.6,100.0,30.21,0.1,Calm,Fog,False,False,False,False,False,False,False,False,Day
0.0,Beltway,45.3,80.0,30.4,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,large_local,78.8,100.0,30.11,10.0,S,Clear,False,False,False,False,False,False,False,False,Day
0.0,Interstate,23.0,82.0,30.14,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.0,local,68.0,100.0,30.12,7.0,Calm,Heavy Rain,False,False,True,False,False,False,False,False,Night
0.01,Highway,63.7,59.0,29.65,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.0,Beltway,57.4,72.0,30.12,10.0,Calm,Clear,False,False,True,False,False,False,False,False,Day
0.01,local,35.6,81.0,30.23,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
0.0,Beltway,77.0,71.0,30.14,10.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,large_local,32.0,92.0,29.57,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.0,Interstate,87.1,33.0,29.96,10.0,W,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.01,Beltway,54.0,72.0,30.29,10.0,S,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Beltway,66.0,96.0,29.92,10.0,S,Cloudy,False,False,False,False,False,False,False,False,Night
0.0,Highway,78.0,84.0,29.39,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
0.0,large_local,77.0,74.0,29.27,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,85.0,56.0,29.9,10.0,Calm,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
0.0,local,71.0,75.0,29.59,10.0,Variable,Cloudy,False,False,False,False,False,False,False,True,Day
0.0,local,66.2,88.0,30.2,10.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Night
0.0,Beltway,62.6,94.0,30.13,7.0,NE,Overcast,False,False,False,False,False,False,False,False,Night
0.0,Highway,39.0,57.0,29.2,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Night
0.01,Highway,30.2,93.0,29.45,3.0,Variable,Overcast,False,False,False,False,False,False,False,False,Day
0.01,large_local,39.2,45.0,30.37,10.0,SE,Clear,False,False,False,False,False,False,False,False,Day
0.0,local,74.0,87.0,30.04,7.0,N,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Interstate,72.0,48.0,30.35,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
0.0,local,47.0,97.0,29.38,0.0,Calm,Fog,False,False,False,False,False,False,False,False,Day
0.0,large_local,53.1,61.0,30.53,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
0.0,Interstate,60.0,69.0,29.57,10.0,Variable,Mostly Cloudy,False,False,True,False,False,False,False,False,Night
0.0,Interstate,76.0,55.0,30.05,10.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
0.01,Interstate,64.4,56.0,29.91,10.0,S,Clear,False,False,False,False,False,False,False,False,Night
0.01,Beltway,46.0,83.0,29.66,10.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.01,Beltway,42.1,38.0,30.21,10.0,NW,Clear,False,False,False,False,False,False,False,False,Night
1.2200000286102295,Beltway,19.9,81.0,30.45,0.8,NE,Snow,False,False,False,False,False,False,False,False,Day
0.0,Interstate,88.0,49.0,30.01,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.616,Beltway,37.4,42.0,29.78,10.0,W,Overcast,False,False,False,False,False,False,False,False,Day
0.0,Interstate,50.0,54.0,29.96,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.01,large_local,39.2,75.0,29.86,10.0,W,Clear,False,False,False,False,False,False,False,True,Night
3.444,large_local,68.0,35.0,29.96,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
0.0,Highway,68.0,90.0,30.04,10.0,N,Cloudy,False,False,False,False,False,False,False,False,Day
0.0,Beltway,93.0,57.0,30.02,10.0,S,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.01,Interstate,43.0,93.0,29.47,2.0,NE,Heavy Rain,False,False,False,False,False,False,False,False,Day
0.01,local,59.0,48.0,30.25,10.0,W,Clear,False,False,True,False,False,False,False,False,Day
0.01,Highway,44.1,100.0,30.03,1.8,SE,Overcast,False,False,False,False,False,False,False,False,Day
