Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;0;(Street, Tunnel);(Weather_Condition, Sleet);0.000;;
U;0;(Street, large_local);(Weather_Condition, Sleet);0.000;;
U;0;(Weather_Condition, 'Wintry Mix');(Stop, True);0.000;;
U;0;(Street, Highway);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Amenity, True);(Junction, True);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Wintry Mix');0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Rain);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunder);0.000;;
U;0;(Street, on_off_ramp);(Weather_Condition, Windy);0.000;;
U;0;(Street, Highway);(Weather_Condition, Thunderstorm);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorm);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunderstorm);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Sleet);0.000;;
U;0;(Weather_Condition, Haze);(Amenity, True);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Fog);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Station, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Traffic_Calming, True);0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Weather_Condition, Drizzle);(Railway, True);0.000;;
U;0;(Street, local);(Weather_Condition, Sleet);0.000;;
U;0;(Street, on_off_ramp);(Weather_Condition, Snow);0.000;;
U;0;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Sleet);0.000;;
U;0;(Weather_Condition, Sleet);(Sunrise_Sunset, Night);0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Wintry Mix');0.000;;
U;0;(Weather_Condition, Thunder);(Station, True);0.000;;
U;0;(Weather_Condition, Windy);(Railway, True);0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Sunrise_Sunset, Night);0.000;;
U;0;(Wind_Direction, W);(Railway, True);0.000;;
U;0;(Weather_Condition, Fog);(Railway, True);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Weather_Condition, 'Wintry Mix');(Railway, True);0.000;;
U;0;(Weather_Condition, 'Wintry Mix');(Station, True);0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Thunder);0.000;;
U;0;(Weather_Condition, Snow);(Station, True);0.000;;
U;0;(Weather_Condition, Haze);(Railway, True);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Amenity, True);(Traffic_Calming, True);0.000;;
U;1;(Railway, True);(Traffic_Calming, True);0.000;;
U;1;(Wind_Direction, Variable);(Amenity, True);0.000;;
U;1;(Wind_Direction, E);(Weather_Condition, Thunder);0.000;;
U;1;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunder);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Street, Tunnel);(Weather_Condition, Snow);0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, 'Wintry Mix');0.000;;
U;1;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, Thunderstorm);0.000;;
U;1;(Street, Highway);(Weather_Condition, Sleet);0.000;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, Sleet);0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, Sleet);0.000;;
U;1;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Wind_Direction, NE);(Weather_Condition, Thunderstorm);0.000;;
U;1;(Weather_Condition, 'Small Hail');(Junction, True);0.000;;
U;1;(Street, Tunnel);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Wind_Direction, unknown);(Weather_Condition, unknown);0.000;;
U;1;(Weather_Condition, 'Light Freezing Rain');(Station, True);0.000;;
U;1;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Snow);0.000;;
U;1;(Weather_Condition, Thunderstorm);(Crossing, True);0.000;;
U;1;(Weather_Condition, Thunderstorm);(Traffic_Signal, True);0.000;;
U;1;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Rain);0.000;;
U;1;(Street, Interstate);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Rain);0.000;;
U;1;(Wind_Direction, E);(Weather_Condition, Thunderstorm);0.000;;
U;1;(Weather_Condition, Thunderstorm);(Junction, True);0.000;;
U;1;(Wind_Direction, N);(Weather_Condition, 'Snow and Sleet');0.000;;
U;1;(Wind_Direction, Variable);(Weather_Condition, unknown);0.000;;
U;1;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Thunderstorm);0.000;;
D;1;(Weather_Condition, Clear);(Junction, True);0.038;5.054;
D;1;(Street, Interstate);(Weather_Condition, Clear);0.034;5.677;
D;1;(Street, Interstate);(Weather_Condition, Overcast);0.031;6.542;
D;1;(Weather_Condition, Overcast);(Junction, True);0.027;5.781;
D;1;(Street, Beltway);(Weather_Condition, Overcast);0.021;8.046;
D;1;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.020;8.499;
D;1;(Street, Beltway);(Weather_Condition, 'Scattered Clouds');0.009;5.350;
D;1;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Scattered Clouds');0.008;5.830;
D;0;(Amenity, True);(Crossing, True);0.004;5.691;
D;0;(Humidity(%), '\'(93.5-inf)\'');(Weather_Condition, 'Wintry Mix');0.002;5.016;
D;0;(Street, on_off_ramp);(Junction, True);0.002;5.651;
D;0;(Street, large_local);(Railway, True);0.002;5.328;
D;0;(Weather_Condition, Fair);(Railway, True);0.002;12.714;
D;0;(Amenity, True);(Station, True);0.002;8.476;
D;0;(Wind_Direction, W);(Station, True);0.002;6.054;
D;0;(Street, on_off_ramp);(Weather_Condition, Cloudy);0.002;6.054;
D;0;(Railway, True);(Station, True);0.001;9.687;
D;0;(Wind_Direction, S);(Weather_Condition, Fog);0.001;6.054;
D;0;(Street, on_off_ramp);(Wind_Direction, NW);0.001;8.476;
D;0;(Street, large_local);(Weather_Condition, 'Wintry Mix');0.001;8.476;
D;0;(Humidity(%), '\'(-inf-43.5]\'');(Traffic_Calming, True);0.001;7.870;
D;0;(Station, True);(Traffic_Calming, True);0.001;13.319;
D;0;(Railway, True);(Traffic_Signal, True);0.001;13.319;
D;0;(Wind_Direction, Calm);(Weather_Condition, 'Wintry Mix');0.001;6.054;
D;1;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, unknown);0.001;9.085;
D;0;(Street, on_off_ramp);(Temperature(F), '\'(46.1-56.9]\'');0.001;5.449;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Railway, True);0.001;9.687;
D;0;(Wind_Direction, NW);(Weather_Condition, 'Wintry Mix');0.001;8.476;
D;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Sleet);0.000;7.265;
D;0;(Wind_Direction, NE);(Weather_Condition, Sleet);0.000;7.265;
D;1;(Weather_Condition, Overcast);(Railway, True);0.000;5.781;
D;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, 'Snow and Sleet');0.000;6.054;
D;0;(Weather_Condition, Sleet);(Junction, False);0.000;6.054;
D;0;(Street, on_off_ramp);(Wind_Direction, N);0.000;6.054;
D;0;(Weather_Condition, Snow);(Stop, True);0.000;6.054;
D;0;(Wind_Direction, NE);(Weather_Condition, Windy);0.000;6.054;
D;0;(Wind_Direction, NE);(Traffic_Calming, True);0.000;6.054;
D;0;(Street, on_off_ramp);(Wind_Direction, NE);0.000;6.054;
