Distance(mi),County,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements,Freezing
0.121,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,1
0.496,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.347,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.43,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.001,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,1,0,1,0
0.229,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,0,1,1,0
2.207,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.422,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,1,0,0
0.0,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,1,0
0.395,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
0.241,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.145,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.119,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,1,0,1,0
0.63,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
2.026,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer,0,0,0,1,0
0.191,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
1.455,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.142,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.125,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
0.0,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,1,1,0
0.472,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
0.113,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
2.341,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.359,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.353,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,0
3.417,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.574,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.291,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Winter,0,0,0,1,1
0.622,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.97,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.189,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fall,0,0,0,1,0
2.12,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.256,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.206,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.116,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.202,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
0.755,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.095,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.056,Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.266,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1.883,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
12.3100004196167,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.386,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.389,Cecil,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,1
0.131,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
1.175,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.937,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.905,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.88,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.304,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.154,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.168,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.001,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,0
0.144,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.403,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.05,St Marys,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.772,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
3.618,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,1,0,0,0,1
0.298,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,1
0.386,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.112,Howard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Winter,0,0,0,0,1
1.113,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.121,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.057,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.1669999999999999,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.237,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.441,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.304,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
2.7899999618530287,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
2.3280000000000003,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
1.113,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.336,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,1,0,0,0
0.431,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,1,1,0
0.162,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.434,Howard,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Summer,0,0,0,2,0
1.5759999999999998,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.133,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
3.0580000000000003,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.503,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.187,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.73,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.072,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,1
0.784,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,1,0,0
0.976,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.022,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.045,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
2.215,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.594,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.095,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
0.329,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1.074,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.53,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.27,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
2.316,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
0.513,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.101,Anne Arundel,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Spring,0,0,0,0,0
0.556,St Marys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.15,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.125,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.108,Baltimore City,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,1,0,1,0
0.449,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.488,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
1.584,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.07,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.453,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.487,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.184,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.214,Frederick,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,2,0
0.001,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Winter,0,0,0,1,1
1.7200000286102295,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
3.9800000190734863,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,1,0,0,0
0.309,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.463,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.011,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.021,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.168,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.054,Baltimore City,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,1,0,1,1
0.381,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.192,Baltimore,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Spring,0,1,0,1,0
0.131,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,1,0,0,0,1
0.335,Dorchester,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
1.33,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.024,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,1
0.295,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,1,0,0,0
0.378,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
0.889,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.292,Washington,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
0.304,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
0.207,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Winter,0,0,0,1,0
0.193,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.044,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.792,Cecil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,1,0
1.658,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
1.359,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.625,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.028,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,1
0.626,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.018,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.37,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.789,Howard,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,0,0,1,1
3.45,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.011,Prince Georges,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Summer,0,0,0,2,0
0.039,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.089,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,1,0,0
0.154,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.026,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,1,0,0,0,1
0.352,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,1,0,1,0
0.002,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.605,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
3.536,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.194,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,0
0.619,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.286,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
0.124,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.106,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.06,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
2.182,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.504,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,0,1,0
1.139,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
1.978,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.389,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
0.224,Carroll,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
3.5,Washington,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,1
0.038,Cecil,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Fall,0,0,0,2,0
0.631,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.1689999999999999,Baltimore City,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Winter,0,1,0,1,0
0.106,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.23,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
2.012,Queen Annes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Fall,0,0,0,1,0
0.315,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.32,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.134,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,1,0,1,0
1.968,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.378,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.945,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.207,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,0
0.8059999999999999,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,0,0,1,0
0.16,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,1
0.446,Washington,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,0,0,1,0
0.125,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
0.653,Anne Arundel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Summer,0,0,1,1,0
0.913,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
1.364,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.672,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.077,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,0
0.257,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.22,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.397,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
3.910000085830689,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.0,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,1,0,0
1.681,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.036,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,1,0,0
1.18,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.7340000000000001,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.498,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,1,0
2.857,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.141,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.01,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.099,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.8640000000000001,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Summer,0,0,0,2,0
0.264,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.201,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
1.717,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.505,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.466,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.273,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.968,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,1,0,0,0
0.7200000286102295,Baltimore City,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,1,0,1,0
0.036,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.482,Wicomico,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,1,0
0.047,Harford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Spring,0,0,0,1,0
0.449,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.02,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.09,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
3.488,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.255,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.0,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.215,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.411,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,1,0,1,0
0.27,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.28,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
6.26,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,1,0,0
0.185,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.014,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
3.707,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1.382,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
0.447,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.111,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.564,Anne Arundel,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Spring,0,0,0,1,0
0.112,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
1.662,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.036,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.462,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.018,Baltimore,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,1,0,1,0
0.097,Howard,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Fall,0,0,0,2,0
2.611,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,1,0,0
0.5379999999999999,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.261,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,1,0,0
