Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;0;(Wind_Direction, E);(Traffic_Calming, True);0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Wind_Direction, SW);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, Thunderstorms);(Crossing, True);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Windy);0.000;;
U;0;(Street, Highway);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Wind_Direction, E);(Railway, True);0.000;;
U;0;(Weather_Condition, Fog);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Thunder);(Traffic_Signal, True);0.000;;
U;0;(Weather_Condition, 'Wintry Mix');(Crossing, True);0.000;;
U;0;(Weather_Condition, 'Heavy Rain');(Crossing, True);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, W);(Railway, True);0.000;;
U;1;(Wind_Direction, SW);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Railway, True);(Traffic_Calming, True);0.000;;
U;1;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunder);0.000;;
U;1;(Wind_Direction, S);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Wind_Direction, W);(Weather_Condition, 'Wintry Mix');0.000;;
U;1;(Street, Tunnel);(Weather_Condition, Thunderstorms);0.000;;
U;1;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, 'Light Freezing Rain');0.000;;
U;1;(Wind_Direction, unknown);(Weather_Condition, unknown);0.000;;
U;1;(Street, Interstate);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;1;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Rain);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Wintry Mix');0.000;;
U;0;(Temperature(F), '\'(46.1-56.9]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Fog);0.000;;
U;0;(Weather_Condition, Drizzle);(Railway, True);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Windy);0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, Thunder);0.000;;
U;0;(Wind_Direction, NE);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, Windy);(Railway, True);0.000;;
U;0;(Wind_Direction, Calm);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Weather_Condition, Thunderstorm);(Traffic_Signal, True);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, Thunderstorm);(Sunrise_Sunset, Night);0.000;;
U;0;(Pressure(in), '\'(30.055-inf)\'');(Weather_Condition, Thunderstorm);0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, Thunderstorm);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Fog);0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Crossing, True);0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Traffic_Signal, True);0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Wind_Direction, N);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, Thunderstorms);(Railway, True);0.000;;
U;0;(Weather_Condition, 'Light Freezing Fog');(Sunrise_Sunset, Night);0.000;;
U;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, 'Heavy Sleet');0.000;;
U;0;(Street, Highway);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Street, Tunnel);(Weather_Condition, Rain);0.000;;
U;0;(Weather_Condition, 'Small Hail');(Junction, True);0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Light Freezing Rain');0.000;;
U;0;(Weather_Condition, 'Light Freezing Rain');(Traffic_Signal, True);0.000;;
U;0;(Street, local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Wind_Direction, S);(Weather_Condition, 'Wintry Mix');0.000;;
U;0;(Weather_Condition, Snow);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Thunderstorm);(Junction, True);0.000;;
U;0;(Wind_Direction, NW);(Weather_Condition, 'Light Freezing Fog');0.000;;
U;0;(Street, local);(Weather_Condition, 'Small Hail');0.000;;
U;0;(Street, Tunnel);(Weather_Condition, 'Heavy Rain');0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Crossing, True);0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Railway, True);0.000;;
U;0;(Street, local);(Weather_Condition, 'Ice Pellets');0.000;;
U;0;(Weather_Condition, Haze);(Railway, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fog);0.000;;
U;0;(Street, large_local);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Weather_Condition, 'Wintry Mix');(Railway, True);0.000;;
U;0;(Weather_Condition, 'Snow and Sleet');(Sunrise_Sunset, Night);0.000;;
U;0;(Weather_Condition, 'Small Hail');(Sunrise_Sunset, Night);0.000;;
U;0;(Weather_Condition, Snow);(Railway, True);0.000;;
U;0;(Street, large_local);(Weather_Condition, 'Small Hail');0.000;;
U;0;(Pressure(in), '\'(-inf-29.815]\'');(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Wind_Direction, Variable);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Weather_Condition, Thunderstorm);(Crossing, True);0.000;;
U;0;(Weather_Condition, Haze);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorm);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Snow);0.000;;
U;0;(Street, Beltway);(Weather_Condition, 'Snow and Sleet');0.000;;
U;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Thunderstorms);0.000;;
U;0;(Wind_Direction, E);(Weather_Condition, Thunderstorm);0.000;;
U;0;(Weather_Condition, Fog);(Railway, True);0.000;;
U;0;(Weather_Condition, 'Light Freezing Rain');(Crossing, True);0.000;;
U;0;(Weather_Condition, Windy);(Traffic_Calming, True);0.000;;
D;0;(Weather_Condition, Fair);(Traffic_Signal, True);0.053;5.428;
D;1;(Weather_Condition, Clear);(Junction, True);0.050;5.000;
D;1;(Street, Interstate);(Weather_Condition, Clear);0.044;5.436;
D;1;(Street, Interstate);(Weather_Condition, Overcast);0.041;6.229;
D;1;(Weather_Condition, Overcast);(Junction, True);0.036;5.256;
D;1;(Street, Beltway);(Weather_Condition, Clear);0.033;5.492;
D;0;(Weather_Condition, Fair);(Crossing, True);0.032;8.586;
D;1;(Street, Beltway);(Weather_Condition, Overcast);0.029;8.290;
D;1;(Street, Interstate);(Weather_Condition, 'Scattered Clouds');0.027;7.518;
D;0;(Weather_Condition, Cloudy);(Crossing, True);0.017;6.596;
D;0;(Humidity(%), '\'(68.5-82.5]\'');(Crossing, True);0.017;5.099;
D;1;(Street, Beltway);(Weather_Condition, 'Scattered Clouds');0.013;6.433;
D;0;(Wind_Direction, SW);(Crossing, True);0.010;6.525;
D;0;(Weather_Condition, 'Partly Cloudy');(Crossing, True);0.009;5.478;
D;0;(Street, Highway);(Crossing, True);0.009;6.493;
D;0;(Wind_Direction, W);(Crossing, True);0.007;5.582;
D;0;(Visibility(mi), '\'(-inf-9.5]\'');(Weather_Condition, 'Wintry Mix');0.004;5.887;
D;0;(Weather_Condition, 'Wintry Mix');(Sunrise_Sunset, Night);0.003;6.745;
D;0;(Street, local);(Traffic_Calming, True);0.003;7.777;
D;0;(Temperature(F), '\'(-inf-36.95]\'');(Weather_Condition, Windy);0.002;9.400;
D;0;(Weather_Condition, Fair);(Traffic_Calming, True);0.002;6.759;
D;0;(Crossing, True);(Railway, True);0.002;26.455;
D;0;(Street, large_local);(Railway, True);0.002;9.158;
D;0;(Wind_Direction, NW);(Traffic_Calming, True);0.001;15.117;
D;0;(Humidity(%), '\'(-inf-43.5]\'');(Traffic_Calming, True);0.001;13.373;
D;0;(Railway, True);(Sunrise_Sunset, Night);0.001;6.686;
D;0;(Street, Highway);(Traffic_Calming, True);0.001;5.960;
D;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Windy);0.001;5.960;
D;0;(Weather_Condition, Fog);(Crossing, True);0.001;5.814;
D;0;(Railway, True);(Traffic_Signal, True);0.001;10.756;
D;0;(Wind_Direction, Calm);(Railway, True);0.001;5.378;
D;0;(Pressure(in), '\'(-inf-29.815]\'');(Railway, True);0.001;5.378;
D;0;(Wind_Direction, N);(Weather_Condition, 'Wintry Mix');0.001;5.233;
D;0;(Crossing, True);(Junction, True);0.001;10.175;
D;0;(Temperature(F), '\'(56.9-67.05]\'');(Traffic_Calming, True);0.001;9.884;
D;0;(Street, large_local);(Weather_Condition, 'Wintry Mix');0.001;9.594;
D;0;(Pressure(in), '\'(29.815-30.055]\'');(Weather_Condition, 'Wintry Mix');0.001;9.303;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Weather_Condition, Snow);0.001;9.012;
D;0;(Wind_Direction, S);(Weather_Condition, Fog);0.001;9.012;
D;0;(Weather_Condition, 'Wintry Mix');(Junction, True);0.001;9.012;
D;0;(Street, local);(Weather_Condition, 'Wintry Mix');0.001;8.721;
D;1;(Street, Tunnel);(Weather_Condition, Overcast);0.001;5.504;
D;0;(Wind_Direction, Calm);(Weather_Condition, 'Heavy Rain');0.001;7.268;
D;0;(Visibility(mi), '\'(-inf-9.5]\'');(Railway, True);0.001;6.977;
D;0;(Humidity(%), '\'(82.5-93.5]\'');(Railway, True);0.001;6.977;
D;0;(Wind_Direction, unknown);(Weather_Condition, Cloudy);0.001;6.686;
D;1;(Street, Interstate);(Weather_Condition, Thunderstorm);0.001;20.639;
D;0;(Street, local);(Weather_Condition, Thunder);0.001;5.814;
D;0;(Wind_Direction, SW);(Traffic_Calming, True);0.000;5.524;
D;0;(Street, large_local);(Wind_Direction, unknown);0.000;5.233;
D;1;(Street, Tunnel);(Weather_Condition, 'Scattered Clouds');0.000;17.199;
D;1;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, Haze);0.000;6.880;
D;1;(Street, Beltway);(Traffic_Signal, True);0.000;10.319;
D;1;(Visibility(mi), '\'(9.5-10.25]\'');(Weather_Condition, 'Light Freezing Rain');0.000;10.319;
D;1;(Wind_Direction, unknown);(Weather_Condition, Drizzle);0.000;6.880;
D;1;(Wind_Direction, Variable);(Weather_Condition, Thunderstorm);0.000;6.880;
